Indicator,Year,Full Name,FIPS,Population,All Prev Cases,All Prev Rates,F Prev Cases,F Prev Rates,M Prev Cases,M Prev Rates,13-24 Prev Cases,13-24 Prev Rates,25-34 Prev Cases,25-34 Prev Rates,35-44 Prev Cases,35-44 Prev Rates,45-54 Prev Cases,45-54 Prev Rates,55+ Prev Cases,55+ Prev Rates,AI_AN Prev Cases,AI_AN Prev Rates,Asian Prev Cases,Asian Prev Rates,Black Prev Cases,Black Prev Rates,Latino Prev Cases,Latino Prev Rates,Multi Prev Cases,Multi Prev Rates,NH_OPI Prev Cases,NH_OPI Prev Rates,White Prev Cases,White Prev Rates,M2F Prev Cases,ID Prev Cases,M2M Prev Cases,M2MID Prev Cases,O Prev Cases
HIV prevalence,2008,Red River County TX,48387.0,10970,5,45.6,,,,,0,0,,,,,,,0,0,,,,,,,0,0,0,0,,,,,,0,,0,0
HIV prevalence,2017,Red River Parish LA,22081.0,7066,19,268.9,8,216.4,11,326.5,,,,,5,552.5,7,617.8,,,,,,,16,596.2,0,0,,,,,,,8,,7,,0
HIV prevalence,2016,Red River Parish LA,22081.0,7119,14,196.6,6,160.9,8,235.9,,,,,5,544.7,,,,,,,,,13,485,0,0,,,,,,,6,,6,,0
HIV prevalence,2015,Red River Parish LA,22081.0,7180,16,222.8,6,159.5,10,292.5,,,,,6,624.3,,,,,,,,,14,520.2,,,,,,,,,6,,7,,0
HIV prevalence,2014,Red River Parish LA,22081.0,7202,13,180.5,,,,,,,,,5,514.9,,,0,0,,,,,12,440.4,0,0,,,,,,,,,6,,0
HIV prevalence,2013,Red River Parish LA,22081.0,7350,12,163.3,,,,,,,,,5,508.6,,,0,0,,,,,11,395,,,,,,,,,,,5,,0
HIV prevalence,2012,Red River Parish LA,22081.0,7422,9,121.3,,,,,,,0,0,,,,,,,,,,,9,322.5,,,,,,,0,0,,,,0,0
HIV prevalence,2011,Red River Parish LA,22081.0,7419,8,107.8,,,,,,,0,0,,,,,,,,,,,7,252.6,,,,,,,,,,,,0,0
HIV prevalence,2010,Red River Parish LA,22081.0,7442,6,80.6,,,,,0,0,0,0,,,,,,,,,,,5,180.2,,,,,,,,,,,,0,0
HIV prevalence,2009,Red River Parish LA,22081.0,7262,8,110.2,,,,,,,,,,,,,,,,,,,7,245.5,,,,,,,,,,,,0,
HIV prevalence,2008,Red River Parish LA,22081.0,7318,9,123,,,,,,,,,,,,,,,,,,,7,244.8,,,,,,,,,,,,0,
HIV prevalence,2017,Red Willow County NE,31145.0,9050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2016,Red Willow County NE,31145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Red Willow County NE,31145.0,9169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2014,Red Willow County NE,31145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Red Willow County NE,31145.0,9254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2012,Red Willow County NE,31145.0,9237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2011,Red Willow County NE,31145.0,9221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2010,Red Willow County NE,31145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Red Willow County NE,31145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Red Willow County NE,31145.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Redwood County MN,27127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Redwood County MN,27127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Redwood County MN,27127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Redwood County MN,27127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Redwood County MN,27127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Redwood County MN,27127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Redwood County MN,27127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Redwood County MN,27127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Redwood County MN,27127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Redwood County MN,27127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Reeves County TX,48389.0,12765,104,814.7,0,0,104,1290.7,0,0,21,802.1,39,1667.4,33,1786.7,11,343,,,0,0,,,95,1013.2,,,,,7,284.8,18,16,59,10,0
HIV prevalence,2016,Reeves County TX,48389.0,12634,103,815.2,0,0,103,1294,,,25,966,44,1921.4,24,1315.8,,,,,0,0,,,95,1025.1,,,,,6,243.9,17,17,59,9,0
HIV prevalence,2015,Reeves County TX,48389.0,12486,93,744.8,0,0,93,1186.7,0,0,20,792.1,42,1855.1,21,1151.9,10,318.2,,,0,0,,,89,979,,,,,,,20,15,50,9,0
HIV prevalence,2014,Reeves County TX,48389.0,12179,94,771.8,,,,,0,0,22,925.1,43,1965.3,19,1060.3,10,320.9,,,0,0,,,90,1019.1,,,,,,,21,16,49,9,0
HIV prevalence,2013,Reeves County TX,48389.0,11922,61,511.7,0,0,61,821,,,16,710.8,28,1317.6,11,608.7,,,,,0,0,,,59,680.3,,,,,0,0,15,11,30,5,0
HIV prevalence,2012,Reeves County TX,48389.0,11744,42,357.6,0,0,42,575.7,,,11,507.1,19,910,5,272.9,,,,,0,0,,,40,472,,,,,0,0,12,,18,,0
HIV prevalence,2011,Reeves County TX,48389.0,11580,34,293.6,0,0,34,473.7,,,8,377,17,828.1,,,,,,,,,,,31,372.2,,,,,0,0,9,,15,,0
HIV prevalence,2010,Reeves County TX,48389.0,11574,30,259.2,0,0,30,421,,,9,421.5,14,689,,,,,,,,,,,27,325.2,,,,,0,0,9,,13,,0
HIV prevalence,2009,Reeves County TX,48389.0,8924,22,246.5,0,0,22,459,,,9,751.3,6,469.1,6,434.2,,,,,,,,,19,306.1,,,,,,,5,,10,,0
HIV prevalence,2008,Reeves County TX,48389.0,8887,17,191.3,0,0,17,356,,,5,443.7,7,542.2,,,,,,,,,,,14,226.7,,,,,,,,5,7,,0
HIV prevalence,2017,Refugio County TX,48391.0,5980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2016,Refugio County TX,48391.0,6007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2015,Refugio County TX,48391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Refugio County TX,48391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Refugio County TX,48391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Refugio County TX,48391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Refugio County TX,48391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Refugio County TX,48391.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Refugio County TX,48391.0,6021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2008,Refugio County TX,48391.0,6095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,,,0,0,0,0,0,0,0
HIV prevalence,2017,Reno County KS,20155.0,52750,36,68.2,5,19,31,117.4,0,0,11,141.2,7,98.7,11,148.4,7,33.6,0,0,0,0,7,418.3,,,,,,,24,53.2,6,,22,,0
HIV prevalence,2016,Reno County KS,20155.0,53011,33,62.3,,,,,,,8,102.1,5,71,12,157.5,,,0,0,0,0,,,,,,,,,23,50.5,,,23,,0
HIV prevalence,2015,Reno County KS,20155.0,53177,29,54.5,,,,,,,,,7,99.6,11,140.1,8,39.1,0,0,0,0,,,,,0,0,,,26,56.7,,,18,6,0
HIV prevalence,2014,Reno County KS,20155.0,53185,31,58.3,,,,,0,0,5,63.6,7,100,13,161.5,6,29.6,0,0,0,0,,,,,,,,,24,52.1,,,20,6,0
HIV prevalence,2013,Reno County KS,20155.0,53366,35,65.6,,,,,,,6,76.1,10,143.1,13,156.1,,,0,0,0,0,,,,,,,,,29,62.5,,5,20,,0
HIV prevalence,2012,Reno County KS,20155.0,53360,32,60,,,,,,,5,63.3,8,113.9,11,127.3,,,0,0,0,0,,,,,,,,,25,53.7,,,19,6,0
HIV prevalence,2011,Reno County KS,20155.0,53420,32,59.9,5,18.7,27,101,,,,,10,143.1,11,121.8,6,30.7,0,0,0,0,,,,,0,0,,,26,55.6,,6,16,,0
HIV prevalence,2010,Reno County KS,20155.0,53476,29,54.2,5,18.7,24,89.8,,,,,8,112.8,10,107.5,5,25.9,0,0,0,0,5,313.7,,,0,0,,,22,46.8,5,5,14,5,0
HIV prevalence,2009,Reno County KS,20155.0,52626,28,53.2,6,22.9,22,83.3,,,5,62.3,12,167.9,7,75.1,,,0,0,0,0,,,,,0,0,,,21,44.9,5,,15,,0
HIV prevalence,2008,Reno County KS,20155.0,52583,27,51.3,6,22.9,21,79.5,,,5,64.2,12,160.2,6,64.2,,,0,0,0,0,,,,,0,0,,,20,42.7,5,,14,,0
HIV prevalence,2017,Rensselaer County NY,36083.0,137050,300,218.9,105,150.3,195,290.1,5,19.8,33,146.7,47,253.3,99,460.8,116,235.2,,,5,137.3,71,831.3,44,763.5,48,2274.2,,,132,113.1,89,57,126,22,7
HIV prevalence,2016,Rensselaer County NY,36083.0,136945,308,224.9,104,149,204,303.9,5,19.6,47,210.8,47,254.1,99,448.7,110,226.4,,,5,140.7,71,856.2,46,836.1,42,2032.2,,,144,122.8,90,56,133,23,6
HIV prevalence,2015,Rensselaer County NY,36083.0,136843,278,203.2,99,141.9,179,266.9,6,23.2,36,163.1,47,252.3,97,428.9,92,193,0,0,,,62,762.6,42,802.7,43,2149.6,,,128,108.7,81,55,117,19,6
HIV prevalence,2014,Rensselaer County NY,36083.0,136823,249,182,91,130.6,158,235.4,5,18.8,32,148.5,48,255.4,89,383.7,75,160.5,0,0,,,56,684.9,38,757,39,2019.6,,,114,96.5,79,46,105,,
HIV prevalence,2013,Rensselaer County NY,36083.0,136597,218,159.6,76,109.3,142,211.6,,,32,152.6,41,213.4,70,297.8,,,0,0,,,46,573.5,36,741.9,34,1788.2,,,100,84.4,65,41,93,,
HIV prevalence,2012,Rensselaer County NY,36083.0,136426,255,186.9,90,129.7,165,246.2,7,25.1,31,151.8,53,272.5,90,374.3,74,166,0,0,,,49,624.7,45,959.7,38,2096.3,,,119,100.2,73,49,111,,
HIV prevalence,2011,Rensselaer County NY,36083.0,136289,257,188.6,89,128.3,168,251,11,38.6,26,128.8,57,288.7,91,371.8,72,165.9,0,0,,,55,708.9,42,928.6,38,2094.7,,,118,99.3,68,60,105,,
HIV prevalence,2010,Rensselaer County NY,36083.0,135766,241,177.5,82,118.7,159,238.4,8,27.9,24,122.4,60,297,89,359.3,60,141.1,0,0,,,44,582.8,47,1084.2,38,2138.5,,,108,90.9,58,64,95,,
HIV prevalence,2009,Rensselaer County NY,36083.0,132536,228,172,77,114.4,151,231.5,11,42,29,142,64,310.7,74,304.5,50,121.9,0,0,,,35,522.9,45,1327.4,41,3431,,,105,88.9,60,52,88,22,6
HIV prevalence,2008,Rensselaer County NY,36083.0,132510,227,171.3,76,112.8,151,231.8,11,41.4,31,153.4,63,295.4,77,317.4,45,112.1,0,0,,,37,556.6,46,1423.3,39,3370.8,,,103,87,58,55,84,24,6
HIV prevalence,2017,Renville County MN,27129.0,12224,7,57.3,,,,,0,0,,,,,,,,,0,0,,,,,,,,,,,,,5,0,,,0
HIV prevalence,2016,Renville County MN,27129.0,12223,7,57.3,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,5,0,,,0
HIV prevalence,2015,Renville County MN,27129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Renville County MN,27129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Renville County MN,27129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Renville County MN,27129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Renville County MN,27129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Renville County MN,27129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Renville County MN,27129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Renville County MN,27129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Renville County ND,38075.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Renville County ND,38075.0,2091,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Renville County ND,38075.0,2117,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Renville County ND,38075.0,2154,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Renville County ND,38075.0,2184,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Renville County ND,38075.0,2163,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Renville County ND,38075.0,2123,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Renville County ND,38075.0,2118,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Renville County ND,38075.0,1913,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Renville County ND,38075.0,1900,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Republic County KS,20157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Republic County KS,20157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Republic County KS,20157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Republic County KS,20157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Republic County KS,20157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Republic County KS,20157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Republic County KS,20157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Republic County KS,20157.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Republic County KS,20157.0,4197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2008,Republic County KS,20157.0,4237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2017,Reynolds County MO,29179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Reynolds County MO,29179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Reynolds County MO,29179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Reynolds County MO,29179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Reynolds County MO,29179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Reynolds County MO,29179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Reynolds County MO,29179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Reynolds County MO,29179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Reynolds County MO,29179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Reynolds County MO,29179.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Rhea County TN,47143.0,27516,34,123.6,12,86,22,162.2,,,,,9,240.2,15,342.7,5,48,0,0,0,0,,,0,0,,,,,29,114.9,11,,15,,
HIV prevalence,2016,Rhea County TN,47143.0,27190,31,114,9,65.2,22,164.3,0,0,,,9,238.5,15,338.7,,,0,0,0,0,,,0,0,,,,,27,107.9,11,,15,,
HIV prevalence,2015,Rhea County TN,47143.0,27125,12,44.2,,,,,0,0,,,,,7,161,,,0,0,0,0,,,0,0,0,0,,,11,44,,,8,,
HIV prevalence,2014,Rhea County TN,47143.0,27215,15,55.1,,,,,0,0,,,,,7,159.9,,,0,0,0,0,,,0,0,0,0,,,14,55.6,,,7,,
HIV prevalence,2013,Rhea County TN,47143.0,27067,15,55.4,,,,,0,0,,,5,127.1,8,181.4,,,0,0,0,0,,,,,0,0,,,13,51.7,,,7,,
HIV prevalence,2012,Rhea County TN,47143.0,26948,14,52,,,,,,,,,6,151.6,7,156.3,0,0,0,0,0,0,,,,,0,0,,,12,47.9,,,6,,
HIV prevalence,2011,Rhea County TN,47143.0,26686,13,48.7,,,,,0,0,,,,,6,133,,,0,0,0,0,,,,,0,0,,,11,44.2,,0,6,,
HIV prevalence,2010,Rhea County TN,47143.0,26452,16,60.5,5,36.8,11,85.6,0,0,,,7,170.1,6,134.5,,,,,0,0,,,,,0,0,,,14,56.7,6,0,7,,
HIV prevalence,2009,Rhea County TN,47143.0,26003,16,61.5,6,44.6,10,79.7,0,0,,,12,297.6,,,,,0,0,,,,,,,0,0,,,12,49.3,6,,7,0,
HIV prevalence,2008,Rhea County TN,47143.0,25696,16,62.3,6,45.1,10,80.7,0,0,,,12,289.4,,,0,0,0,0,,,,,,,0,0,,,12,49.7,6,,7,0,
HIV prevalence,2017,Rice County MN,27131.0,55871,58,103.8,11,40.3,47,164.5,,,7,92.8,19,248.4,17,203.3,,,0,0,,,18,675.3,13,340.2,5,832.5,,,21,44.5,13,7,25,,
HIV prevalence,2016,Rice County MN,27131.0,55578,56,100.8,13,47.8,43,151.5,,,12,160.2,22,290.7,10,117.7,,,,,,,19,758.7,12,321.1,,,,,21,44.5,16,5,25,,
HIV prevalence,2015,Rice County MN,27131.0,55012,48,87.3,12,44.7,36,127.9,,,14,187.7,13,171.1,12,139.8,,,,,0,0,19,811.1,10,274.2,,,,,17,36.3,11,7,19,,
HIV prevalence,2014,Rice County MN,27131.0,54639,52,95.2,10,37.5,42,150.3,,,10,133.3,14,183.8,20,230.8,,,0,0,0,0,21,972.5,10,283.2,,,,,18,38.4,14,9,20,,
HIV prevalence,2013,Rice County MN,27131.0,54300,56,103.1,11,41.5,45,162,,,11,145.4,19,246.8,21,236.4,,,0,0,0,0,19,928.1,12,348.1,,,,,23,49.2,14,12,22,,
HIV prevalence,2012,Rice County MN,27131.0,53995,53,98.2,10,37.9,43,155.8,,,8,106.3,20,256.6,20,220.5,,,0,0,0,0,18,925.3,11,324.3,,,,,22,47.1,11,10,22,,
HIV prevalence,2011,Rice County MN,27131.0,53912,59,109.4,11,41.7,48,174.3,,,13,171,22,279.2,19,206,,,0,0,,,22,1202.4,11,319.7,,,,,22,47.1,15,7,27,,
HIV prevalence,2010,Rice County MN,27131.0,53567,62,115.7,12,45.8,50,182.5,,,17,222.3,21,262.1,21,226.9,,,0,0,,,23,1371.1,8,227.8,5,1070.4,,,25,53.7,13,8,30,,
HIV prevalence,2009,Rice County MN,27131.0,52015,30,57.7,7,27.2,23,87.4,,,8,111.9,11,135.9,8,88.1,,,0,0,0,0,11,1242.9,6,190.2,,,,,12,25.8,9,,13,,
HIV prevalence,2008,Rice County MN,27131.0,51955,24,46.2,6,23.4,18,68.5,,,7,99.3,10,119.4,5,55.7,,,0,0,0,0,11,1248.6,,,0,0,,,10,21.5,9,,8,,
HIV prevalence,2017,Rice County KS,20159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Rice County KS,20159.0,8145,5,61.4,0,0,5,121.3,0,0,,,0,0,,,,,,,,,0,0,,,0,0,,,,,0,0,5,0,0
HIV prevalence,2015,Rice County KS,20159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Rice County KS,20159.0,8257,5,60.6,0,0,5,119.9,0,0,0,0,,,,,,,,,,,0,0,,,0,0,,,,,0,0,5,0,0
HIV prevalence,2013,Rice County KS,20159.0,8280,5,60.4,0,0,5,119.9,0,0,,,,,,,,,,,,,0,0,,,0,0,,,,,0,0,,,0
HIV prevalence,2012,Rice County KS,20159.0,8299,6,72.3,0,0,6,144.2,0,0,,,,,,,,,,,,,0,0,,,0,0,,,5,69,0,,,,0
HIV prevalence,2011,Rice County KS,20159.0,8380,6,71.6,0,0,6,142.6,0,0,,,,,,,,,,,,,0,0,,,0,0,,,5,68,0,,,,0
HIV prevalence,2010,Rice County KS,20159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Rice County KS,20159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Rice County KS,20159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Rich County UT,49033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Rich County UT,49033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Rich County UT,49033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Rich County UT,49033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2013,Rich County UT,49033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2012,Rich County UT,49033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2011,Rich County UT,49033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Rich County UT,49033.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Rich County UT,49033.0,1662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2008,Rich County UT,49033.0,1671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2017,Richardson County NE,31147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2016,Richardson County NE,31147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2015,Richardson County NE,31147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2014,Richardson County NE,31147.0,6897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0
HIV prevalence,2013,Richardson County NE,31147.0,6966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,,,0,0,0,0,0,0,0
HIV prevalence,2012,Richardson County NE,31147.0,7065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,0,0,0,0,0,0,0
HIV prevalence,2011,Richardson County NE,31147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2010,Richardson County NE,31147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2009,Richardson County NE,31147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2008,Richardson County NE,31147.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIV prevalence,2017,Richland County SC,45079.0,348195,2980,855.8,819,452.7,2161,1291.7,121,134,522,850,565,1122.8,868,1783.1,904,927.1,,,5,48.3,2431,1519.7,91,569.7,58,1008.3,,,392,253.1,968,338,1518,128,29
HIV prevalence,2016,Richland County SC,45079.0,345809,2781,804.2,792,441.9,1989,1194.1,133,146.4,442,725,545,1090.5,840,1712.6,821,864.3,,,6,60,2265,1432.9,75,480.8,59,1074.7,,,373,240.1,925,314,1403,116,24
HIV prevalence,2015,Richland County SC,45079.0,342802,2745,800.8,773,434.9,1972,1194.8,127,139.6,447,745.1,556,1108.7,863,1753.4,752,813,,,6,62.4,2211,1422,79,510.8,58,1104.9,,,388,249.2,893,314,1402,117,20
HIV prevalence,2014,Richland County SC,45079.0,337421,2095,620.9,576,328.8,1519,936.4,124,137.4,352,601.8,443,894.2,664,1341.4,512,571.4,0,0,,,1692,1112,61,404.9,51,1037.8,,,285,184.2,692,248,1031,101,23
HIV prevalence,2013,Richland County SC,45079.0,333785,1358,406.8,327,189,1031,641.4,56,62.8,223,382.9,299,604.9,470,941.1,310,356.3,0,0,,,1075,716.2,54,363.5,35,745.1,,,191,123.9,433,184,657,72,12
HIV prevalence,2012,Richland County SC,45079.0,329845,1178,357.1,250,146.3,928,583.7,62,70.4,181,313.6,305,621.3,390,771.7,240,284.2,0,0,,,921,624.3,50,346,24,541.6,,,179,116.5,350,175,574,69,10
HIV prevalence,2011,Richland County SC,45079.0,326197,2809,861.1,754,446.5,2055,1306,126,146.7,457,785.5,738,1508,973,1898.3,515,628.5,0,0,8,99.2,2182,1504.8,99,693.4,93,2130.9,0,0,425,277.2,883,371,1361,178,16
HIV prevalence,2010,Richland County SC,45079.0,322791,725,224.6,163,97.7,562,360.2,44,52.1,109,187.9,184,370.7,249,483.4,139,175.4,0,0,,,571,400.6,23,160.8,13,311.8,,,114,74.6,231,102,352,34,6
HIV prevalence,2009,Richland County SC,45079.0,308314,2741,889,723,447.3,2018,1375.9,134,176.3,463,794.2,868,1757.8,902,1817.9,374,498.5,0,0,6,86.2,2174,1586.8,71,632.8,65,2046,0,0,423,284.8,940,357,1256,164,24
