Year,Full Name,13-24 Diag Cases,13-24 Diag Rates,25-34 Diag Cases,25-34 Diag Rates,35-44 Diag Cases,35-44 Diag Rates,45-54 Diag Cases,45-54 Diag Rates,55+ Diag Cases,55+ Diag Rates
2018,Esmeralda County NV,,,,,,,,,0,0
2018,Essex County MA,,,,,,,,,,
2018,Essex County NJ,40,32.7,85,77.1,57,50.9,45,40.3,39,18.9
2018,Essex County NY,0,0,0,0,0,0,0,0,0,0
2018,Essex County VA,,,,,,,,,,
2018,Essex County VT,,,,,,,,,,
2018,Estill County KY,,,,,,,,,,
2018,Etowah County AL,,,,,,,,,,
2018,Eureka County NV,0,0,0,0,0,0,0,0,0,0
2018,Evangeline Parish LA,,,6,130.3,,,,,0,0
2018,Evans County GA,,,,,,,,,,
2018,Fairbanks North Star Borough AK,,,,,,,,,,
2018,Fairfax City VA,0,0,0,0,0,0,0,0,0,0
2018,Fairfax County VA,24,13.9,24,15.6,17,10.2,15,9.1,15,5
2018,Fairfield County CT,9,5.9,14,13,9,7.7,10,7.2,9,3.2
2018,Fairfield County OH,,,,,,,,,,
2018,Fairfield County SC,0,0,,,0,0,,,,
2018,Fall River County SD,,,,,,,,,,
2018,Fallon County MT,0,0,0,0,0,0,0,0,0,0
2018,Falls Church City VA,,,,,,,,,,
2018,Falls County TX,,,,,,,,,,
2018,Fannin County GA,,,,,,,,,,
2018,Fannin County TX,,,,,,,,,,
2018,Faribault County MN,0,0,0,0,0,0,0,0,0,0
2018,Faulk County SD,,,,,,,,,,
2018,Faulkner County AR,,,8,44.4,0,0,,,0,0
2018,Fauquier County VA,,,,,,,,,,
2018,Fayette County AL,,,,,,,,,,
2018,Fayette County GA,,,8,78.3,0,0,,,,
2018,Fayette County IA,0,0,0,0,0,0,0,0,0,0
2018,Fayette County IL,,,,,,,,,,
2018,Fayette County IN,0,0,0,0,0,0,0,0,0,0
2018,Fayette County KY,,,,,,,,,,
2018,Fayette County OH,,,,,,,,,,
2018,Fayette County PA,,,,,,,,,,
2018,Fayette County TN,,,,,,,,,,
2018,Fayette County TX,,,,,,,,,,
2018,Fayette County WV,,,,,,,,,,
2018,Fentress County TN,0,0,0,0,0,0,0,0,0,0
2018,Fergus County MT,0,0,0,0,0,0,0,0,0,0
2018,Ferry County WA,0,0,0,0,0,0,0,0,0,0
2018,Fillmore County MN,0,0,0,0,0,0,0,0,0,0
2018,Fillmore County NE,0,0,0,0,0,0,0,0,0,0
2018,Finney County KS,,,,,,,,,,
2018,Fisher County TX,0,0,0,0,0,0,0,0,0,0
2018,Flagler County FL,,,,,,,,,,
2018,Flathead County MT,,,,,,,,,,
2018,Fleming County KY,,,,,,,,,,
2018,Florence County SC,5,23.5,8,45.4,,,5,28.1,,
2018,Florence County WI,0,0,0,0,0,0,0,0,0,0
2018,Floyd County GA,,,,,,,,,0,0
2018,Floyd County IA,0,0,0,0,0,0,0,0,0,0
2018,Floyd County IN,,,,,,,,,,
2018,Floyd County KY,,,,,,,,,,
2018,Floyd County TX,,,,,,,,,,
2018,Floyd County VA,,,,,,,,,,
2018,Fluvanna County VA,,,,,,,,,,
2018,Foard County TX,0,0,0,0,0,0,0,0,0,0
2018,Fond Du Lac County WI,,,,,,,,,,
2018,Ford County IL,,,,,,,,,,
2018,Ford County KS,,,,,,,,,,
2018,Forest County PA,0,0,0,0,0,0,0,0,0,0
2018,Forest County WI,0,0,0,0,0,0,0,0,0,0
2018,Forrest County MS,17,111,5,44.2,,,,,0,0
2018,Forsyth County GA,,,0,0,,,,,0,0
2018,Forsyth County NC,17,27.6,22,43.8,8,17.6,13,26.1,7,6.4
2018,Fort Bend County TX,19,14.8,24,25.3,19,15.8,12,10.8,12,6.6
2018,Foster County ND,,,,,,,,,,
2018,Fountain County IN,,,,,,,,,,
2018,Franklin City VA,0,0,0,0,0,0,0,0,0,0
2018,Franklin County AL,,,,,,,,,,
2018,Franklin County AR,0,0,0,0,0,0,0,0,0,0
2018,Franklin County FL,,,,,,,,,,
2018,Franklin County GA,,,,,,,,,,
2018,Franklin County IA,0,0,0,0,0,0,0,0,0,0
2018,Franklin County ID,,,,,,,,,,
2018,Franklin County IL,,,,,,,,,,
2018,Franklin County IN,0,0,0,0,0,0,0,0,0,0
2018,Franklin County KS,0,0,0,0,0,0,0,0,0,0
2018,Franklin County KY,,,,,,,,,,
2018,Franklin County MA,,,,,,,,,,
2018,Franklin County ME,,,,,,,,,,
2018,Franklin County MO,,,,,,,,,,
2018,Franklin County MS,,,,,,,,,,
2018,Franklin County NC,,,,,,,,,,
2018,Franklin County NE,0,0,0,0,0,0,0,0,0,0
2018,Franklin County NY,,,,,,,,,,
2018,Franklin County OH,38,18.4,88,36.7,34,19.4,26,16.7,13,4.2
2018,Franklin County PA,,,,,,,,,,
2018,Franklin County TN,0,0,0,0,0,0,0,0,0,0
2018,Franklin County TX,0,0,0,0,0,0,0,0,0,0
2018,Franklin County VA,,,,,,,,,,
2018,Franklin County VT,,,,,,,,,,
2018,Franklin County WA,,,,,,,,,,
2018,Franklin Parish LA,,,,,,,,,,
2018,Frederick County MD,,,,,,,,,,
2018,Frederick County VA,,,,,,,,,,
2018,Fredericksburg City VA,,,,,,,,,,
2018,Freeborn County MN,,,,,,,,,,
2018,Freestone County TX,0,0,0,0,0,0,0,0,0,0
2018,Fremont County CO,,,,,,,,,,
2018,Fremont County IA,0,0,0,0,0,0,0,0,0,0
2018,Fremont County ID,,,,,,,,,,
2018,Fremont County WY,,,,,,,,,,
2018,Fresno County CA,32,18.4,37,24.3,17,13.5,14,12.7,8,3.5
2018,Frio County TX,,,6,160,5,198.2,,,0,0
2018,Frontier County NE,0,0,0,0,0,0,0,0,0,0
2018,Fulton County AR,0,0,0,0,0,0,0,0,0,0
2018,Fulton County GA,140,81.5,278,155.6,121,81,76,52.5,51,21.1
2018,Fulton County IL,,,,,,,,,,
2018,Fulton County IN,0,0,0,0,0,0,0,0,0,0
2018,Fulton County KY,,,,,,,,,,
2018,Fulton County NY,,,,,,,,,,
2018,Fulton County OH,,,,,,,,,,
2018,Fulton County PA,,,,,,,,,,
2018,Furnas County NE,0,0,0,0,0,0,0,0,0,0
2018,Gadsden County FL,5,76.4,,,,,,,,
2018,Gage County NE,,,,,,,,,,
2018,Gaines County TX,0,0,0,0,0,0,0,0,0,0
2018,Galax City VA,0,0,0,0,0,0,0,0,0,0
2018,Gallatin County IL,,,,,,,,,,
2018,Gallatin County KY,,,,,,,,,,
2018,Gallatin County MT,,,,,,,,,,
2018,Gallia County OH,,,,,,,,,,
2018,Galveston County TX,,,11,24.3,5,11.2,6,13.7,,
2018,Garden County NE,0,0,0,0,0,0,0,0,0,0
2018,Garfield County CO,,,,,,,,,,
2018,Garfield County MT,0,0,0,0,0,0,0,0,0,0
2018,Garfield County NE,,,,,,,,,,
2018,Garfield County OK,,,,,,,,,,
2018,Garfield County UT,0,0,0,0,0,0,0,0,0,0
2018,Garfield County WA,0,0,0,0,0,0,0,0,0,0
2018,Garland County AR,,,,,,,,,0,0
2018,Garrard County KY,,,,,,,,,,
2018,Garrett County MD,,,,,,,,,,
2018,Garvin County OK,0,0,0,0,0,0,0,0,0,0
2018,Garza County TX,,,,,,,,,,
2018,Gasconade County MO,0,0,0,0,0,0,0,0,0,0
2018,Gaston County NC,8,24.6,10,33.6,5,18.2,,,,
2018,Gates County NC,0,0,0,0,0,0,0,0,0,0
2018,Geary County KS,5,72.6,,,,,0,0,0,0
2018,Geauga County OH,,,,,,,,,,
2018,Gem County ID,,,,,,,,,,
2018,Genesee County MI,7,11.3,12,24,,,,,5,3.9
2018,Genesee County NY,,,,,,,,,,
2018,Geneva County AL,,,,,,,,,,
2018,Gentry County MO,0,0,0,0,0,0,0,0,0,0
2018,George County MS,,,,,,,,,,
2018,Georgetown County SC,,,,,,,,,,
2018,Gibson County IN,,,,,,,,,,
2018,Gibson County TN,,,,,,,,,,
2018,Gila County AZ,,,,,,,,,,
2018,Gilchrist County FL,,,,,,,,,,
2018,Giles County TN,,,,,,,,,,
2018,Giles County VA,0,0,0,0,0,0,0,0,0,0
2018,Gillespie County TX,0,0,0,0,0,0,0,0,0,0
2018,Gilliam County OR,0,0,0,0,0,0,0,0,0,0
2018,Gilmer County GA,,,,,,,,,,
2018,Gilmer County WV,0,0,0,0,0,0,0,0,0,0
2018,Gilpin County CO,0,0,0,0,0,0,0,0,0,0
2018,Glacier County MT,,,,,,,,,,
2018,Glades County FL,,,,,,,,,,
2018,Gladwin County MI,,,,,,,,,,
2018,Glascock County GA,0,0,0,0,0,0,0,0,0,0
2018,Glasscock County TX,,,,,,,,,,
2018,Glenn County CA,,,,,,,,,,
2018,Gloucester County NJ,,,,,,,,,0,0
2018,Gloucester County VA,,,,,,,,,,
2018,Glynn County GA,,,7,68.4,,,,,,
2018,Gogebic County MI,0,0,0,0,0,0,0,0,0,0
2018,Golden Valley County MT,0,0,,,,,,,0,0
2018,Golden Valley County ND,,,,,,,,,,
2018,Goliad County TX,0,0,0,0,0,0,0,0,0,0
2018,Gonzales County TX,0,0,0,0,0,0,0,0,0,0
2018,Goochland County VA,,,,,,,,,,
2018,Goodhue County MN,,,,,,,,,,
2018,Gooding County ID,,,,,,,,,,
2018,Gordon County GA,,,,,,,,,,
2018,Goshen County WY,,,,,,,,,,
2018,Gosper County NE,0,0,0,0,0,0,0,0,0,0
2018,Gove County KS,0,0,0,0,0,0,0,0,0,0
2018,Grady County GA,,,,,,,,,,
2018,Grady County OK,0,0,0,0,0,0,0,0,0,0
2018,Grafton County NH,,,,,,,,,,
2018,Graham County AZ,,,,,,,,,,
2018,Graham County KS,0,0,0,0,0,0,0,0,0,0
2018,Graham County NC,0,0,0,0,0,0,0,0,0,0
2018,Grainger County TN,0,0,0,0,0,0,0,0,0,0
2018,Grand County CO,,,,,,,,,,
2018,Grand County UT,0,0,0,0,0,0,0,0,0,0
2018,Grand Forks County ND,,,,,,,,,,
2018,Grand Isle County VT,,,,,,,,,,
2018,Grand Traverse County MI,,,,,,,,,,
2018,Granite County MT,0,0,0,0,0,0,0,0,0,0
2018,Grant County AR,,,,,,,,,,
2018,Grant County IN,,,,,,,,,,
2018,Grant County KS,0,0,0,0,0,0,0,0,0,0
2018,Grant County KY,,,,,,,,,,
2018,Grant County MN,0,0,0,0,0,0,0,0,0,0
2018,Grant County ND,,,,,,,,,,
2018,Grant County NE,,,,,,,,,0,0
2018,Grant County NM,,,,,,,,,,
2018,Grant County OK,0,0,0,0,0,0,0,0,0,0
2018,Grant County OR,0,0,0,0,0,0,0,0,0,0
2018,Grant County SD,,,,,,,,,,
2018,Grant County WA,,,,,,,,,,
2018,Grant County WI,0,0,0,0,0,0,0,0,0,0
2018,Grant County WV,,,,,,,,,,
2018,Grant Parish LA,,,,,,,,,,
2018,Granville County NC,,,,,,,,,,
2018,Gratiot County MI,0,0,0,0,0,0,0,0,0,0
2018,Graves County KY,,,,,,,,,,
2018,Gray County KS,0,0,0,0,0,0,0,0,0,0
2018,Gray County TX,0,0,0,0,0,0,0,0,0,0
2018,Grays Harbor County WA,0,0,0,0,0,0,0,0,0,0
2018,Grayson County KY,,,,,,,,,,
2018,Grayson County TX,,,,,,,0,0,,
2018,Grayson County VA,0,0,0,0,0,0,0,0,0,0
2018,Greeley County KS,0,0,0,0,0,0,0,0,0,0
2018,Greeley County NE,0,0,0,0,0,0,0,0,0,0
2018,Green County KY,,,,,,,,,,
2018,Green County WI,0,0,0,0,0,0,0,0,0,0
2018,Green Lake County WI,0,0,0,0,0,0,0,0,0,0
2018,Greenbrier County WV,,,,,,,,,,
2018,Greene County AL,0,0,0,0,0,0,0,0,0,0
2018,Greene County AR,,,,,,,,,,
2018,Greene County GA,,,,,,,,,,
2018,Greene County IA,0,0,0,0,0,0,0,0,0,0
2018,Greene County IL,,,,,,,,,,
2018,Greene County IN,0,0,0,0,0,0,0,0,0,0
2018,Greene County MO,5,8.9,11,26.7,,,,,,
2018,Greene County MS,,,,,,,,,,
2018,Greene County NC,0,0,0,0,0,0,0,0,0,0
2018,Greene County NY,,,,,,,,,,
2018,Greene County OH,,,5,22.3,,,0,0,0,0
2018,Greene County PA,,,,,,,,,,
2018,Greene County TN,,,,,,,,,,
2018,Greene County VA,0,0,0,0,0,0,0,0,0,0
2018,Greenlee County AZ,0,0,0,0,0,0,0,0,0,0
2018,Greensville County VA,0,0,0,0,0,0,0,0,0,0
2018,Greenup County KY,,,,,,,,,,
2018,Greenville County SC,6,7.7,24,33.3,16,24.4,16,23.8,6,4.1
2018,Greenwood County KS,0,0,0,0,0,0,0,0,0,0
2018,Greenwood County SC,,,,,,,,,,
2018,Greer County OK,0,0,0,0,0,0,0,0,0,0
2018,Gregg County TX,5,24.7,6,35.3,10,67.3,,,,
2018,Gregory County SD,,,,,,,,,,
2018,Grenada County MS,,,,,,,,,,
2018,Griggs County ND,,,,,,,,,,
2018,Grimes County TX,,,,,,,,,,
2018,Grundy County IA,0,0,0,0,0,0,0,0,0,0
2018,Grundy County IL,,,,,,,,,,
2018,Grundy County MO,0,0,0,0,0,0,0,0,0,0
2018,Grundy County TN,,,,,,,,,,
2018,Guadalupe County NM,0,0,0,0,0,0,0,0,0,0
2018,Guadalupe County TX,,,,,,,,,0,0
2018,Guernsey County OH,0,0,0,0,0,0,0,0,0,0
2018,Guilford County NC,42,45.7,32,43.3,11,16.8,10,14.2,14,9.5
2018,Gulf County FL,,,,,,,,,,
2018,Gunnison County CO,,,,,,,,,,
2018,Guthrie County IA,0,0,0,0,0,0,0,0,0,0
2018,Gwinnett County GA,27,16.9,54,44,27,20.2,16,11.7,14,7
2018,Haakon County SD,,,,,,,,,,
2018,Habersham County GA,,,,,0,0,0,0,,
2018,Haines Borough AK,,,,,,,,,,
2018,Hale County AL,,,,,,,,,,
2018,Hale County TX,,,,,,,,,,
2018,Halifax County NC,,,,,,,,,,
2018,Halifax County VA,,,,,0,0,,,,
2018,Hall County GA,,,7,26.7,,,,,,
2018,Hall County NE,,,,,,,,,,
2018,Hall County TX,0,0,0,0,0,0,0,0,0,0
2018,Hamblen County TN,,,,,,,,,,
2018,Hamilton County FL,,,,,,,,,,
2018,Hamilton County IA,0,0,0,0,0,0,0,0,0,0
2018,Hamilton County IL,,,,,,,,,,
2018,Hamilton County IN,,,,,,,,,,
2018,Hamilton County KS,0,0,0,0,0,0,0,0,0,0
2018,Hamilton County NE,0,0,0,0,0,0,0,0,0,0
2018,Hamilton County NY,0,0,0,0,0,0,0,0,0,0
2018,Hamilton County OH,42,33.1,73,58.4,40,41.2,23,23.6,7,3
2018,Hamilton County TN,5,9.6,20,37.7,6,13.4,8,17.3,8,7.1
2018,Hamilton County TX,0,0,0,0,0,0,0,0,0,0
2018,Hamlin County SD,,,,,,,,,,
2018,Hampden County MA,,,,,,,,,,
2018,Hampshire County MA,,,,,,,,,,
2018,Hampshire County WV,0,0,0,0,0,0,0,0,0,0
2018,Hampton City VA,8,33.9,8,38.1,8,52.8,,,,
2018,Hampton County SC,,,,,,,,,,
2018,Hancock County GA,,,,,,,,,,
2018,Hancock County IA,0,0,0,0,0,0,0,0,0,0
2018,Hancock County IL,,,,,,,,,,
2018,Hancock County IN,,,,,,,,,,
2018,Hancock County KY,,,,,,,,,,
2018,Hancock County ME,,,,,,,,,,
2018,Hancock County MS,,,,,,,,,,
2018,Hancock County OH,,,,,,,,,,
2018,Hancock County TN,0,0,0,0,0,0,0,0,0,0
2018,Hancock County WV,,,,,,,,,,
2018,Hand County SD,,,,,,,,,,
2018,Hanover County VA,,,,,,,,,,
2018,Hansford County TX,0,0,0,0,0,0,0,0,0,0
2018,Hanson County SD,,,,,,,,,,
2018,Haralson County GA,,,,,,,,,,
2018,Hardee County FL,,,,,,,,,,
2018,Hardeman County TN,0,0,0,0,0,0,0,0,0,0
2018,Hardeman County TX,0,0,0,0,0,0,0,0,0,0
2018,Hardin County IA,0,0,0,0,0,0,0,0,0,0
2018,Hardin County IL,,,,,,,,,,
2018,Hardin County KY,,,,,,,,,,
2018,Hardin County OH,,,,,,,,,,
2018,Hardin County TN,,,,,,,,,,
2018,Hardin County TX,,,,,,,,,,
2018,Harding County NM,,,,,,,,,0,0
2018,Harding County SD,,,,,,,,,,
2018,Hardy County WV,,,,,,,,,,
2018,Harford County MD,,,,,,,,,,
2018,Harlan County KY,,,,,,,,,,
2018,Harlan County NE,0,0,0,0,0,0,0,0,0,0
2018,Harmon County OK,0,0,0,0,0,0,0,0,0,0
2018,Harnett County NC,,,6,28.4,,,0,0,,
2018,Harney County OR,0,0,0,0,0,0,0,0,0,0
2018,Harper County KS,0,0,0,0,0,0,0,0,0,0
2018,Harper County OK,0,0,0,0,0,0,0,0,0,0
2018,Harris County GA,,,,,0,0,0,0,,
2018,Harris County TX,268,34.6,454,60,221,32.9,165,28.2,96,9.6
2018,Harrison County IA,0,0,0,0,0,0,0,0,0,0
2018,Harrison County IN,,,,,,,,,,
2018,Harrison County KY,,,,,,,,,,
2018,Harrison County MO,0,0,0,0,0,0,0,0,0,0
2018,Harrison County MS,8,24.1,10,34.1,6,23.6,,,,
2018,Harrison County OH,,,,,,,,,,
2018,Harrison County TX,,,,,0,0,,,,
2018,Harrison County WV,,,,,,,,,,
2018,Harrisonburg City VA,,,,,,,,,,
2018,Hart County GA,,,,,,,,,,
2018,Hart County KY,,,,,,,,,,
2018,Hartford County CT,17,12.4,29,24.5,18,16.4,21,17.5,9,3.3
2018,Hartley County TX,0,0,0,0,0,0,0,0,0,0
2018,Harvey County KS,,,,,,,,,,
2018,Haskell County KS,0,0,0,0,0,0,0,0,0,0
2018,Haskell County OK,0,0,0,0,0,0,0,0,0,0
2018,Haskell County TX,0,0,0,0,0,0,0,0,0,0
2018,Hawaii County HI,,,,,0,0,0,0,,
2018,Hawkins County TN,,,,,,,,,,
2018,Hayes County NE,0,0,,,,,,,0,0
2018,Hays County TX,11,21.5,9,28,,,,,0,0
2018,Haywood County NC,,,,,,,,,,
2018,Haywood County TN,,,,,,,,,,
2018,Heard County GA,,,,,,,,,,
2018,Hemphill County TX,0,0,0,0,0,0,0,0,0,0
2018,Hempstead County AR,,,,,,,,,,
2018,Henderson County IL,,,,,,,,,,
2018,Henderson County KY,,,,,,,,,,
2018,Henderson County NC,,,,,,,,,,
2018,Henderson County TN,,,,,,,,,,
2018,Henderson County TX,0,0,,,,,,,,
2018,Hendricks County IN,,,11,52.8,,,,,0,0
2018,Hendry County FL,,,,,,,,,0,0
2018,Hennepin County MN,14,7.8,54,25.2,32,18.6,22,14.3,11,3.3
2018,Henrico County VA,,,27,56.9,10,22.8,0,0,,
2018,Henry County AL,0,0,0,0,0,0,0,0,0,0
2018,Henry County GA,,,14,49.6,8,25.6,5,14.2,,
2018,Henry County IA,0,0,0,0,0,0,0,0,0,0
2018,Henry County IL,,,,,,,,,,
2018,Henry County IN,0,0,0,0,0,0,0,0,0,0
2018,Henry County KY,,,,,,,,,,
2018,Henry County MO,,,,,,,,,,
2018,Henry County OH,0,0,0,0,0,0,0,0,0,0
2018,Henry County TN,,,,,,,,,,
2018,Henry County VA,,,,,,,,,,
2018,Herkimer County NY,,,,,,,,,,
2018,Hernando County FL,,,5,24.9,,,,,,
2018,Hertford County NC,,,0,0,,,,,,
2018,Hettinger County ND,,,,,,,,,,
2018,Hickman County KY,,,,,,,,,,
2018,Hickman County TN,0,0,0,0,0,0,0,0,0,0
2018,Hickory County MO,0,0,0,0,0,0,0,0,0,0
2018,Hidalgo County NM,0,0,0,0,0,0,0,0,0,0
2018,Hidalgo County TX,22,12.7,33,28.3,25,22.8,5,5.3,5,3
2018,Highland County OH,,,,,,,,,,
2018,Highland County VA,0,0,0,0,0,0,0,0,0,0
2018,Highlands County FL,,,,,,,,,0,0
2018,Hill County MT,0,0,0,0,0,0,0,0,0,0
2018,Hill County TX,,,,,,,,,,
2018,Hillsborough County FL,52,23.8,119,54.3,59,30.1,50,26.2,31,8.2
2018,Hillsborough County NH,,,,,,,,,,
2018,Hillsdale County MI,,,,,,,,,,
2018,Hinds County MS,24,56.2,24,69.6,24,84.8,8,29.2,9,14.2
2018,Hinsdale County CO,,,,,,,,,0,0
2018,Hitchcock County NE,,,,,,,,,,
2018,Hocking County OH,,,,,,,,,,
2018,Hockley County TX,,,,,,,,,,
2018,Hodgeman County KS,0,0,0,0,0,0,0,0,0,0
2018,Hoke County NC,,,,,,,,,,
2018,Holmes County FL,,,,,,,,,,
2018,Holmes County MS,,,,,,,,,,
2018,Holmes County OH,0,0,0,0,0,0,0,0,0,0
2018,Holt County MO,0,0,0,0,0,0,0,0,0,0
2018,Holt County NE,0,0,0,0,0,0,0,0,0,0
2018,Honolulu County HI,8,5.5,20,13.4,15,12,5,4.3,5,1.7
2018,Hood County TX,,,,,,,,,,
2018,Hood River County OR,0,0,0,0,0,0,0,0,0,0
2018,Hooker County NE,,,,,,,,,0,0
2018,Hoonah-Angoon Census Area AK,,,,,,,,,,
2018,Hopewell City VA,,,,,,,,,,
2018,Hopkins County KY,,,,,,,,,,
2018,Hopkins County TX,,,,,,,,,,
2018,Horry County SC,,,17,42.3,11,28.9,11,25.7,,
2018,Hot Spring County AR,,,5,114.1,,,0,0,,
2018,Hot Springs County WY,0,0,0,0,0,0,0,0,0,0
2018,Houghton County MI,0,0,0,0,0,0,0,0,0,0
2018,Houston County AL,,,5,36.6,,,,,,
2018,Houston County GA,8,32.1,9,39.3,6,29.3,,,,
2018,Houston County MN,0,0,0,0,0,0,0,0,0,0
2018,Houston County TN,0,0,0,0,0,0,0,0,0,0
2018,Houston County TX,,,,,,,,,,
2018,Howard County AR,,,,,,,,,,
2018,Howard County IA,0,0,0,0,0,0,0,0,0,0
2018,Howard County IN,,,,,,,,,,
2018,Howard County MD,,,,,,,,,5,5.8
2018,Howard County MO,,,,,,,,,,
2018,Howard County NE,0,0,0,0,0,0,0,0,0,0
2018,Howard County TX,,,,,,,0,0,0,0
2018,Howell County MO,,,,,,,,,,
2018,Hubbard County MN,0,0,0,0,0,0,0,0,0,0
2018,Hudson County NJ,27,31.1,55,38.5,30,28.1,33,40.1,19,12.5
2018,Hudspeth County TX,0,0,0,0,0,0,0,0,0,0
2018,Huerfano County CO,0,0,0,0,0,0,0,0,0,0
2018,Hughes County OK,,,,,,,,,,
2018,Hughes County SD,,,,,,,,,,
2018,Humboldt County CA,,,,,,,,,,
2018,Humboldt County IA,0,0,0,0,0,0,0,0,0,0
2018,Humboldt County NV,,,,,,,,,,
2018,Humphreys County MS,,,,,,,,,,
2018,Humphreys County TN,0,0,0,0,0,0,0,0,0,0
2018,Hunt County TX,0,0,,,,,,,0,0
2018,Hunterdon County NJ,,,,,0,0,,,,
2018,Huntingdon County PA,0,0,0,0,0,0,0,0,0,0
2018,Huntington County IN,,,,,,,,,,
2018,Huron County MI,0,0,0,0,0,0,0,0,0,0
2018,Huron County OH,0,0,0,0,0,0,0,0,0,0
2018,Hutchinson County SD,,,,,,,,,,
2018,Hutchinson County TX,,,,,,,,,,
2018,Hyde County NC,0,0,0,0,0,0,0,0,0,0
2018,Hyde County SD,,,,,,,,,,
2018,Iberia Parish LA,6,54,,,0,0,,,0,0
2018,Iberville Parish LA,0,0,,,,,,,,
2018,Ida County IA,0,0,0,0,0,0,0,0,0,0
2018,Idaho County ID,,,,,,,,,,
2018,Imperial County CA,,,,,,,,,,
2018,Independence County AR,,,,,,,,,,
2018,Indian River County FL,,,,,,,,,0,0
2018,Indiana County PA,,,,,,,,,,
2018,Ingham County MI,,,6,14.3,,,0,0,,
2018,Inyo County CA,,,,,,,,,,
2018,Ionia County MI,,,,,,,,,,
2018,Iosco County MI,0,0,0,0,0,0,0,0,0,0
2018,Iowa County IA,0,0,0,0,0,0,0,0,0,0
2018,Iowa County WI,0,0,0,0,0,0,0,0,0,0
2018,Iredell County NC,,,,,0,0,,,,
2018,Irion County TX,0,0,0,0,0,0,0,0,0,0
2018,Iron County MI,,,,,,,,,,
2018,Iron County MO,0,0,0,0,0,0,0,0,0,0
2018,Iron County UT,,,,,,,,,,
2018,Iron County WI,0,0,0,0,0,0,0,0,0,0
2018,Iroquois County IL,,,,,,,,,,
2018,Irwin County GA,,,0,0,,,,,,
2018,Isabella County MI,,,,,,,,,,
2018,Isanti County MN,0,0,0,0,0,0,0,0,0,0
2018,Island County WA,,,,,,,,,,
2018,Isle Of Wight County VA,,,,,,,,,,
2018,Issaquena County MS,,,,,,,,,,
2018,Itasca County MN,0,0,0,0,0,0,0,0,0,0
2018,Itawamba County MS,0,0,0,0,0,0,0,0,0,0
2018,Izard County AR,0,0,0,0,0,0,0,0,0,0
2018,Jack County TX,,,,,,,,,,
2018,Jackson County AL,,,,,,,,,,
2018,Jackson County AR,,,,,,,,,,
2018,Jackson County CO,0,0,0,0,0,0,0,0,0,0
2018,Jackson County FL,0,0,,,,,0,0,,
2018,Jackson County GA,,,,,,,,,,
2018,Jackson County IA,0,0,0,0,0,0,0,0,0,0
2018,Jackson County IL,,,,,,,,,,
2018,Jackson County IN,,,,,,,,,,
2018,Jackson County KS,0,0,0,0,0,0,0,0,0,0
2018,Jackson County KY,,,,,,,,,,
2018,Jackson County MI,,,,,,,,,0,0
2018,Jackson County MN,0,0,0,0,0,0,0,0,0,0
2018,Jackson County MO,23,22.5,34,31,32,36.4,11,13,7,3.6
2018,Jackson County MS,5,23.2,,,,,,,,
2018,Jackson County NC,0,0,0,0,0,0,0,0,0,0
2018,Jackson County OH,,,,,,,,,,
2018,Jackson County OK,0,0,0,0,0,0,0,0,0,0
2018,Jackson County OR,0,0,0,0,,,,,,
2018,Jackson County SD,,,,,,,,,,
2018,Jackson County TN,0,0,0,0,0,0,0,0,0,0
2018,Jackson County TX,,,,,,,,,,
2018,Jackson County WI,0,0,0,0,0,0,0,0,0,0
2018,Jackson County WV,,,,,,,,,,
2018,Jackson Parish LA,,,,,,,,,,
2018,James City County VA,,,,,,,,,,
2018,Jasper County GA,,,,,,,,,,
2018,Jasper County IA,,,,,,,,,,
2018,Jasper County IL,,,,,,,,,,
2018,Jasper County IN,,,,,,,,,,
2018,Jasper County MO,,,,,0,0,0,0,,
2018,Jasper County MS,,,,,,,,,,
2018,Jasper County SC,,,,,,,,,,
2018,Jasper County TX,,,,,,,,,,
2018,Jay County IN,0,0,0,0,0,0,0,0,0,0
2018,Jeff Davis County GA,0,0,0,0,0,0,0,0,0,0
2018,Jeff Davis County TX,0,0,0,0,0,0,0,0,0,0
2018,Jefferson County AL,35,35.3,39,40.7,19,22.8,10,12.4,7,3.7
2018,Jefferson County AR,,,,,,,0,0,0,0
2018,Jefferson County CO,6,7.6,7,8.1,,,,,,
2018,Jefferson County FL,,,,,,,,,,
2018,Jefferson County GA,,,,,,,,,,
2018,Jefferson County IA,,,,,,,,,,
2018,Jefferson County ID,,,,,,,,,,
2018,Jefferson County IL,,,,,,,,,,
2018,Jefferson County IN,0,0,,,,,,,,
2018,Jefferson County KS,0,0,0,0,0,0,0,0,0,0
2018,Jefferson County KY,41,36.3,55,48.1,32,33.2,7,7.4,9,3.9
2018,Jefferson County MO,,,,,,,,,,
2018,Jefferson County MS,0,0,0,0,0,0,0,0,0,0
2018,Jefferson County MT,,,,,,,,,,
2018,Jefferson County NE,0,0,0,0,0,0,0,0,0,0
2018,Jefferson County NY,,,,,0,0,,,0,0
2018,Jefferson County OH,,,,,,,,,,
2018,Jefferson County OK,0,0,0,0,0,0,0,0,0,0
2018,Jefferson County OR,,,,,,,,,,
2018,Jefferson County PA,0,0,0,0,0,0,0,0,0,0
2018,Jefferson County TN,,,,,,,,,,
2018,Jefferson County TX,,,17,45.4,11,33.5,6,19.7,,
2018,Jefferson County WA,,,,,,,,,,
2018,Jefferson County WI,,,,,,,,,,
