Indicator,Year,Full Name,FIPS,Population,All Deaths,All Death Rates,F Diag Cases,F Diag Rates,M Diag Cases,M Diag Rates,13-24 Death Cases,13-24 Death Rates,25-34 Death Cases,25-34 Death Rates,35-44 Death Cases,35-44 Death Rates,45-54 Death Cases,45-54 Death Rates,55+ Death Cases,55+ Death Rates,AI_AN Death Cases,AI_AN Death Rates,Asian Death Cases,Asian Death Rates,Black Death Cases,Black Death Rates,Latino Death Cases,Latino Death Rates,Multi Death Cases,Multi Death Rates,NH_OPI Death Cases,NH_OPI Death Rates,White Death Cases,White Death Rates,M2F Death Cases,ID Death Cases,M2M Death Cases,M2MID Death Cases,O Death Cases
HIV deaths,2009,North Carolina,37.0,7713809,623,8.1,197,5,426,11.4,10,0.6,49,4,145,11,231,17.3,188,8.3,7,8.2,3,2,450,27.9,29,6.1,14,22.5,0,0,120,2.3,233,154,201,28,7
HIV deaths,2008,North Carolina,37.0,7607202,577,7.6,180,4.6,397,10.8,4,0.3,44,3.6,147,11,219,16.6,163,7.4,2,2.4,0,0,416,26.1,28,6.2,8,13.5,0,0,123,2.3,222,134,187,27,8
HIV deaths,2017,North Dakota,38.0,622525,3,0.5,1,0.3,2,0.6,0,0,0,0,0,0,0,0,3,1.4,0,0,0,0,0,0,1,5.2,0,0,0,0,2,0.4,1,0,1,1,0
HIV deaths,2016,North Dakota,38.0,622315,4,0.6,1,0.3,3,0.9,0,0,0,0,0,0,3,3.5,1,0.5,1,3.5,0,0,1,6.2,1,5.4,0,0,0,0,1,0.2,1,1,2,0,0
HIV deaths,2015,North Dakota,38.0,623158,8,1.3,2,0.7,6,1.9,0,0,0,0,5,5.9,0,0,3,1.5,0,0,0,0,3,21.1,0,0,0,0,0,0,5,0.9,2,1,5,0,0
HIV deaths,2014,North Dakota,38.0,611504,7,1.1,2,0.7,5,1.6,0,0,0,0,2,2.4,1,1.1,4,2,0,0,0,0,0,0,0,0,2,25.3,0,0,5,0.9,2,0,3,2,0
HIV deaths,2013,North Dakota,38.0,600804,5,0.8,2,0.7,3,1,0,0,0,0,0,0,2,2.2,3,1.6,0,0,0,0,1,10.4,0,0,1,13.6,0,0,3,0.6,1,2,2,0,0
HIV deaths,2012,North Dakota,38.0,585281,3,0.5,0,0,3,1,0,0,0,0,1,1.3,0,0,2,1.1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,1,0,2,0,0
HIV deaths,2011,North Dakota,38.0,573759,4,0.7,1,0.4,3,1,0,0,0,0,0,0,0,0,4,2.2,0,0,0,0,0,0,1,9.6,0,0,0,0,3,0.6,2,0,2,0,0
HIV deaths,2010,North Dakota,38.0,565830,6,1.1,1,0.4,5,1.8,0,0,1,1.1,2,2.7,1,1,2,1.1,1,3.8,0,0,1,16.7,0,0,0,0,0,0,4,0.8,1,1,2,1,1
HIV deaths,2009,North Dakota,38.0,543743,5,0.9,0,0,5,1.8,0,0,1,1.2,2,2.8,2,2.2,0,0,2,7.8,0,0,0,0,0,0,0,0,0,0,3,0.6,0,1,3,1,0
HIV deaths,2008,North Dakota,38.0,539992,10,1.9,0,0,10,3.7,0,0,1,1.3,2,2.7,3,3.2,4,2.4,0,0,0,0,0,0,0,0,1,22.1,0,0,9,1.8,2,1,5,1,1
HIV deaths,2017,Ohio,39.0,9813290,372,3.8,74,1.5,298,6.2,6,0.3,38,2.5,54,3.9,98,6.5,176,5,0,0,0,0,150,12.7,19,5.9,27,18.2,0,0,176,2.2,66,57,214,30,6
HIV deaths,2016,Ohio,39.0,9777971,347,3.5,67,1.3,280,5.9,5,0.3,37,2.5,45,3.3,116,7.5,144,4.1,0,0,0,0,119,10.2,13,4.2,16,11.2,0,0,198,2.5,72,48,195,30,3
HIV deaths,2015,Ohio,39.0,9754188,306,3.1,54,1.1,252,5.3,4,0.2,20,1.3,39,2.8,116,7.4,127,3.7,0,0,1,0.5,134,11.5,11,3.7,9,6.6,0,0,151,1.9,66,45,155,36,5
HIV deaths,2014,Ohio,39.0,9732167,349,3.6,61,1.2,288,6.1,4,0.2,31,2.1,50,3.6,123,7.7,141,4.2,0,0,2,1,134,11.6,14,4.8,16,12.1,2,65.5,180,2.3,74,47,199,24,5
HIV deaths,2013,Ohio,39.0,9696486,313,3.2,63,1.3,250,5.3,2,0.1,28,1.9,47,3.3,122,7.5,114,3.4,0,0,0,0,126,11,22,7.8,13,10.3,0,0,152,1.9,69,46,172,24,3
HIV deaths,2012,Ohio,39.0,9655211,351,3.6,76,1.5,275,5.9,1,0.1,27,1.9,54,3.8,121,7.2,148,4.6,1,5.4,0,0,134,11.9,15,5.6,9,7.4,0,0,180,2.3,83,49,188,29,2
HIV deaths,2011,Ohio,39.0,9633071,315,3.3,62,1.2,253,5.4,10,0.5,24,1.7,63,4.4,116,6.8,102,3.2,0,0,0,0,135,12,20,7.7,8,6.8,0,0,152,1.9,79,41,168,23,5
HIV deaths,2010,Ohio,39.0,9610790,288,3.0,48,1,240,5.2,11,0.6,21,1.5,55,3.7,127,7.3,74,2.4,1,5.4,1,0.6,94,8.4,12,4.8,6,5.3,0,0,173,2.2,54,40,165,19,10
HIV deaths,2009,Ohio,39.0,9616569,334,3.5,64,1.3,270,5.8,4,0.2,25,1.7,84,5.5,135,7.7,86,2.9,0,0,0,0,139,12.7,20,8.7,6,6.7,0,0,169,2.1,66,49,184,31,3
HIV deaths,2008,Ohio,39.0,9592881,371,3.9,74,1.5,297,6.4,1,0.1,25,1.7,110,7,144,8.2,91,3.1,1,4.8,0,0,169,15.5,16,7.2,5,5.7,0,0,180,2.2,81,72,184,28,6
HIV deaths,2017,Oklahoma,40.0,3238135,106,3.3,18,1.1,88,5.5,2,0.3,9,1.6,17,3.5,34,7.3,44,4,7,2.7,1,1.4,22,9.3,5,1.7,9,6,0,0,62,2.8,21,13,57,12,3
HIV deaths,2016,Oklahoma,40.0,3228505,122,3.8,21,1.3,101,6.4,0,0,8,1.5,13,2.7,40,8.4,61,5.7,6,2.3,2,2.7,17,7.2,4,1.4,7,4.8,0,0,86,3.9,16,18,66,19,4
HIV deaths,2015,Oklahoma,40.0,3211563,143,4.5,23,1.4,120,7.6,3,0.5,13,2.4,17,3.6,62,12.8,48,4.5,15,5.9,1,1.4,18,7.7,6,2.2,10,7,0,0,93,4.2,11,29,75,23,5
HIV deaths,2014,Oklahoma,40.0,3184247,140,4.4,29,1.8,111,7.1,0,0,3,0.6,26,5.5,55,11.2,56,5.4,12,4.7,1,1.5,30,13,12,4.5,5,3.6,0,0,80,3.6,25,24,72,19,1
HIV deaths,2013,Oklahoma,40.0,3161412,126,4.0,23,1.4,103,6.6,1,0.2,8,1.5,27,5.8,45,9.1,45,4.4,12,4.8,1,1.6,23,10.1,10,3.9,10,7.3,1,26.5,69,3.1,19,23,68,14,1
HIV deaths,2012,Oklahoma,40.0,3131983,115,3.7,22,1.4,93,6,0,0,10,1.9,19,4.1,52,10.3,34,3.4,7,2.9,1,1.7,24,10.7,6,2.4,10,7.5,0,0,67,3,17,20,58,20,0
HIV deaths,2011,Oklahoma,40.0,3104403,121,3.9,13,0.8,108,7.1,3,0.5,5,1,31,6.7,47,9.1,35,3.6,15,6.2,0,0,23,10.4,5,2.1,6,4.6,0,0,72,3.3,16,19,68,18,0
HIV deaths,2010,Oklahoma,40.0,3079818,107,3.5,10,0.6,97,6.4,2,0.3,9,1.8,22,4.8,49,9.3,25,2.6,8,3.4,0,0,27,12.3,7,3.1,5,3.9,0,0,60,2.7,15,11,66,14,0
HIV deaths,2009,Oklahoma,40.0,3014967,128,4.2,22,1.4,106,7.2,1,0.2,8,1.6,34,7.5,50,9.8,35,3.8,9,4,0,0,33,14.7,3,1.5,7,7.1,0,0,76,3.4,15,31,60,23,0
HIV deaths,2008,Oklahoma,40.0,2985437,126,4.2,19,1.2,107,7.3,2,0.3,9,1.8,46,10.1,52,10.2,17,1.9,11,5,0,0,21,9.5,8,4.1,6,6.1,0,0,80,3.6,16,25,64,19,2
HIV deaths,2017,Oregon,41.0,3519405,116,3.3,13,0.7,103,5.9,0,0,3,0.5,10,1.8,34,6.6,69,5.5,1,2.6,1,0.6,6,9.4,9,2.3,4,4.3,0,0,95,3.5,13,14,70,19,1
HIV deaths,2016,Oregon,41.0,3466235,103,3.0,8,0.5,95,5.6,1,0.2,1,0.2,13,2.4,37,7.2,51,4.1,0,0,0,0,4,6.4,6,1.6,7,7.8,1,7.6,85,3.1,7,16,55,22,2
HIV deaths,2015,Oregon,41.0,3397526,111,3.3,12,0.7,99,5.9,0,0,4,0.7,14,2.7,39,7.6,54,4.5,0,0,1,0.7,5,8.4,10,2.7,9,10.5,0,0,86,3.2,14,13,60,24,0
HIV deaths,2014,Oregon,41.0,3348642,102,3.0,15,0.9,87,5.3,1,0.2,4,0.7,8,1.5,40,7.8,49,4.2,0,0,1,0.7,8,13.8,9,2.5,6,7.2,0,0,78,2.9,10,16,59,16,1
HIV deaths,2013,Oregon,41.0,3309074,111,3.4,12,0.7,99,6.1,0,0,4,0.7,17,3.3,41,8,49,4.3,0,0,1,0.7,5,8.9,10,2.9,2,2.5,0,0,93,3.5,11,15,63,22,0
HIV deaths,2012,Oregon,41.0,3282121,109,3.3,20,1.2,89,5.5,1,0.2,9,1.7,16,3.2,43,8.3,40,3.6,0,0,0,0,7,12.7,9,2.7,7,9,0,0,86,3.3,15,18,61,15,1
HIV deaths,2011,Oregon,41.0,3252260,99,3.0,9,0.5,90,5.6,1,0.2,3,0.6,17,3.4,34,6.4,44,4.1,2,5.6,2,1.6,4,7.4,11,3.4,3,4,0,0,77,2.9,7,18,55,16,3
HIV deaths,2010,Oregon,41.0,3217465,97,3.0,5,0.3,92,5.8,0,0,4,0.8,24,4.8,30,5.6,39,3.7,0,0,1,0.8,3,5.7,13,4.1,4,5.5,0,0,76,2.9,5,15,65,11,1
HIV deaths,2009,Oregon,41.0,3197425,92,2.9,15,0.9,77,4.9,2,0.3,4,0.8,13,2.6,40,7.3,33,3.3,4,11,0,0,1,1.9,8,2.7,3,5,0,0,76,2.9,10,18,46,17,2
HIV deaths,2008,Oregon,41.0,3159664,80,2.5,11,0.7,69,4.4,0,0,4,0.8,17,3.4,29,5.2,30,3.1,3,8.4,1,0.9,6,11.6,4,1.4,4,6.9,0,0,62,2.4,6,18,47,8,2
HIV deaths,2017,Pennsylvania,42.0,10902840,630,5.8,179,3.2,451,8.5,4,0.2,36,2.1,58,3.9,181,10.7,351,8.6,0,0,4,1.1,290,25.6,96,13.8,35,27,0,0,205,2.4,204,186,192,40,8
HIV deaths,2016,Pennsylvania,42.0,10888364,602,5.5,167,3,435,8.2,4,0.2,36,2.2,66,4.5,148,8.5,348,8.6,0,0,1,0.3,304,27,81,12.1,35,28,0,0,181,2.1,184,196,163,49,11
HIV deaths,2015,Pennsylvania,42.0,10881745,587,5.4,156,2.8,431,8.2,1,0.1,30,1.8,62,4.1,189,10.7,305,7.7,0,0,1,0.3,290,25.8,65,10.1,35,28.9,1,32.8,195,2.3,167,201,182,35,2
HIV deaths,2014,Pennsylvania,42.0,10879461,644,5.9,175,3.1,469,8.9,5,0.2,28,1.7,75,5,230,12.8,306,7.8,1,6.6,0,0,291,26,98,15.8,34,29,0,0,219,2.5,200,220,179,43,1
HIV deaths,2013,Pennsylvania,42.0,10857460,630,5.8,174,3.1,456,8.7,7,0.3,33,2.1,83,5.4,204,11.1,303,7.9,0,0,2,0.6,316,28.4,94,15.7,39,34.6,0,0,179,2.1,208,221,158,37,6
HIV deaths,2012,Pennsylvania,42.0,10832936,583,5.4,164,2.9,419,8,6,0.3,23,1.5,98,6.3,210,11.2,246,6.6,0,0,1,0.3,276,25,77,13.3,28,25.8,0,0,201,2.3,177,204,165,30,7
HIV deaths,2011,Pennsylvania,42.0,10800820,652,6.0,189,3.4,463,8.9,9,0.4,37,2.4,106,6.7,225,11.8,275,7.5,0,0,3,1,319,29.2,97,17.5,39,37.4,0,0,194,2.2,192,230,180,43,7
HIV deaths,2010,Pennsylvania,42.0,10759979,698,6.5,191,3.4,507,9.8,12,0.6,46,3,116,7.2,277,14.3,247,6.9,0,0,0,0,354,32.7,89,16.7,34,34,0,0,221,2.5,207,247,195,41,8
HIV deaths,2009,Pennsylvania,42.0,10659191,725,6.8,198,3.6,527,10.2,5,0.2,49,3.2,132,8,288,14.9,251,7.2,1,6.4,4,1.6,352,33.5,107,23.1,56,75.8,1,34.7,204,2.3,222,286,171,40,7
HIV deaths,2008,Pennsylvania,42.0,10618093,705,6.6,190,3.5,515,10.1,6,0.3,28,1.8,148,8.7,298,15.4,225,6.6,0,0,2,0.8,394,37.8,68,15.4,36,50.5,0,0,205,2.3,209,294,159,40,3
HIV deaths,2017,Rhode Island,44.0,911239,31,3.4,6,1.3,25,5.7,0,0,2,1.4,1,0.8,10,7,18,5.5,0,0,1,3.2,7,13.6,6,4.8,1,6.8,0,0,16,2.3,6,9,12,4,0
HIV deaths,2016,Rhode Island,44.0,910326,38,4.2,10,2.1,28,6.4,0,0,1,0.7,1,0.8,13,8.8,23,7.2,0,0,0,0,8,15.7,8,6.6,1,7.1,0,0,21,3,11,14,10,2,1
HIV deaths,2015,Rhode Island,44.0,908366,26,2.9,11,2.3,15,3.4,0,0,0,0,3,2.4,2,1.3,21,6.7,0,0,0,0,9,18,6,5.1,1,7.3,0,0,10,1.4,3,13,7,2,0
HIV deaths,2014,Rhode Island,44.0,907072,37,4.1,11,2.3,26,6,0,0,2,1.4,2,1.6,12,7.9,21,6.8,0,0,0,0,10,20.4,5,4.4,0,0,0,0,22,3.2,9,15,9,2,1
HIV deaths,2013,Rhode Island,44.0,904623,33,3.6,11,2.3,22,5.1,0,0,2,1.5,3,2.4,14,9,14,4.6,0,0,0,0,8,16.7,11,10,1,7.7,0,0,13,1.9,9,16,6,2,0
HIV deaths,2012,Rhode Island,44.0,902455,43,4.8,8,1.7,35,8.1,0,0,1,0.8,6,4.6,10,6.3,26,8.8,1,27.8,0,0,13,27.6,9,8.5,1,7.9,0,0,19,2.7,9,24,10,0,0
HIV deaths,2011,Rhode Island,44.0,899628,46,5.1,12,2.6,34,7.9,1,0.5,3,2.3,3,2.3,18,11.2,21,7.3,0,0,0,0,8,17.1,10,9.8,0,0,0,0,28,4,10,19,15,2,0
HIV deaths,2010,Rhode Island,44.0,898501,37,4.1,11,2.3,26,6.1,1,0.5,2,1.6,10,7.4,14,8.6,10,3.5,0,0,0,0,11,23.9,11,11.2,2,16.7,0,0,13,1.8,7,16,10,5,0
HIV deaths,2009,Rhode Island,44.0,894466,42,4.7,9,1.9,33,7.7,0,0,1,0.8,8,5.6,22,13.5,11,4,0,0,0,0,11,26,10,10.6,2,22.3,0,0,19,2.6,9,19,9,5,0
HIV deaths,2008,Rhode Island,44.0,893608,45,5.0,5,1.1,40,9.3,0,0,1,0.8,5,3.4,27,16.6,12,4.4,0,0,0,0,9,21.5,10,11,2,22.7,0,0,24,3.3,13,14,14,2,1
HIV deaths,2017,South Carolina,45.0,4230737,328,7.8,79,3.6,249,12.2,4,0.5,20,3,33,5.5,83,12.8,188,12.3,0,0,0,0,228,20.6,5,2.4,13,25.7,0,0,82,3,136,45,129,16,2
HIV deaths,2016,South Carolina,45.0,4171070,336,8.1,95,4.4,241,12,3,0.4,15,2.3,46,7.7,92,14.1,180,12.1,0,0,0,0,234,21.3,10,5.1,10,20.8,0,0,82,3,134,53,125,22,2
HIV deaths,2015,South Carolina,45.0,4109463,291,7.1,93,4.4,198,10,6,0.8,17,2.7,44,7.4,90,13.9,134,9.3,0,0,0,0,210,19.3,7,3.7,11,24.1,0,0,63,2.3,111,61,100,18,2
HIV deaths,2014,South Carolina,45.0,4046632,331,8.2,97,4.6,234,12,4,0.5,28,4.5,47,7.9,89,13.7,163,11.7,0,0,0,0,227,21,15,8.1,15,34.7,0,0,74,2.8,128,65,119,16,3
HIV deaths,2013,South Carolina,45.0,3988907,320,8.0,77,3.7,243,12.6,5,0.6,28,4.6,55,9.3,115,17.7,117,8.7,0,0,1,1.8,232,21.7,3,1.7,9,22,0,0,75,2.9,110,48,135,24,3
HIV deaths,2012,South Carolina,45.0,3939204,315,8.0,89,4.4,226,11.9,5,0.6,21,3.5,51,8.6,115,17.6,123,9.4,0,0,0,0,237,22.4,7,4,6,15.5,0,0,65,2.5,124,46,120,22,4
HIV deaths,2011,South Carolina,45.0,3893958,328,8.4,110,5.5,218,11.6,4,0.5,22,3.7,71,12,109,16.6,122,9.7,0,0,2,3.9,256,24.5,11,6.4,5,13.6,0,0,54,2.1,128,62,110,23,5
HIV deaths,2010,South Carolina,45.0,3857440,336,8.7,94,4.7,242,13,1,0.1,26,4.4,88,14.7,110,16.7,111,9.1,0,0,0,0,253,24.3,8,4.7,7,19.9,0,0,68,2.7,138,56,117,21,4
HIV deaths,2009,South Carolina,45.0,3780746,370,9.8,108,5.5,262,14.4,7,0.9,33,5.5,87,14.5,128,19.8,115,9.7,0,0,0,0,283,27.5,6,4.3,13,46.5,0,0,68,2.7,135,74,118,36,8
HIV deaths,2008,South Carolina,45.0,3732320,375,10.0,113,5.8,262,14.6,3,0.4,33,5.6,97,15.9,134,21,108,9.5,0,0,1,2.2,279,27.3,7,5.3,6,22.6,0,0,82,3.3,152,76,128,16,5
HIV deaths,2017,South Dakota,46.0,713932,8,1.1,5,1.4,3,0.8,0,0,0,0,1,1,3,3,4,1.6,3,5.7,0,0,1,7.4,0,0,0,0,0,0,4,0.7,3,3,2,0,0
HIV deaths,2016,South Dakota,46.0,704961,11,1.6,1,0.3,10,2.8,0,0,0,0,4,4.1,0,0,7,2.8,3,5.8,1,9.8,1,8.2,0,0,0,0,0,0,6,1,3,0,7,1,0
HIV deaths,2015,South Dakota,46.0,697811,7,1.0,3,0.9,4,1.1,0,0,2,1.8,0,0,1,1,4,1.6,1,1.9,0,0,1,9.1,0,0,0,0,0,0,5,0.8,3,1,3,0,0
HIV deaths,2014,South Dakota,46.0,694500,10,1.4,1,0.3,9,2.6,0,0,1,0.9,1,1,7,6.5,1,0.4,2,3.9,0,0,1,9.3,1,5,1,10.4,0,0,5,0.8,0,1,5,3,0
HIV deaths,2013,South Dakota,46.0,689289,9,1.3,4,1.2,5,1.4,0,0,1,0.9,0,0,7,6.4,1,0.4,4,7.8,0,0,2,19,0,0,0,0,0,0,3,0.5,3,2,2,1,1
HIV deaths,2012,South Dakota,46.0,682418,10,1.5,1,0.3,9,2.6,0,0,1,0.9,5,5.3,3,2.7,1,0.4,4,7.9,0,0,0,0,0,0,1,11.2,0,0,5,0.9,0,1,8,1,0
HIV deaths,2011,South Dakota,46.0,673889,7,1.0,2,0.6,5,1.5,0,0,3,2.8,0,0,3,2.6,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,7,1.2,0,2,3,1,1
HIV deaths,2010,South Dakota,46.0,668043,12,1.8,3,0.9,9,2.7,0,0,0,0,3,3.2,5,4.3,4,1.9,7,14.1,0,0,0,0,0,0,0,0,0,0,5,0.9,3,3,5,1,0
HIV deaths,2009,South Dakota,46.0,667951,13,1.9,2,0.6,11,3.3,0,0,1,1,2,2.1,5,4.3,5,2.3,3,6.3,0,0,0,0,0,0,0,0,0,0,10,1.7,3,0,8,2,0
HIV deaths,2008,South Dakota,46.0,661864,10,1.5,1,0.3,9,2.7,0,0,1,1,1,1.1,2,1.7,6,2.9,2,4.3,0,0,0,0,2,14.2,0,0,0,0,6,1,4,0,5,1,0
HIV deaths,2017,Tennessee,47.0,5631232,314,5.6,81,2.8,233,8.6,4,0.4,18,2,45,5.4,96,10.8,151,7.7,1,6.1,0,0,176,19.2,6,2.4,9,12.7,0,0,122,2.9,96,43,154,16,5
HIV deaths,2016,Tennessee,47.0,5570308,327,5.9,84,2.9,243,9,4,0.4,27,3,42,5.1,102,11.4,152,8,0,0,0,0,180,19.8,9,3.7,12,17.7,0,0,126,3,103,43,159,19,2
HIV deaths,2015,Tennessee,47.0,5518921,341,6.2,105,3.7,236,8.8,7,0.7,34,3.9,70,8.4,124,13.9,106,5.7,0,0,1,1.1,184,20.5,12,5.1,18,27.9,1,38,125,3,113,50,150,21,7
HIV deaths,2014,Tennessee,47.0,5471517,331,6.0,90,3.2,241,9.1,7,0.7,21,2.4,58,6.9,105,11.7,140,7.7,0,0,0,0,192,21.6,6,2.7,12,19.4,0,0,121,2.9,117,42,152,19,1
HIV deaths,2013,Tennessee,47.0,5424065,331,6.1,86,3.1,245,9.3,2,0.2,20,2.4,65,7.7,117,13,127,7.1,1,6.6,2,2.3,189,21.5,10,4.6,10,16.9,0,0,119,2.9,107,41,161,19,3
HIV deaths,2012,Tennessee,47.0,5379876,342,6.4,95,3.4,247,9.5,1,0.1,30,3.6,81,9.6,122,13.4,108,6.2,0,0,0,0,190,21.9,5,2.3,6,10.6,0,0,140,3.4,106,56,160,15,6
HIV deaths,2011,Tennessee,47.0,5326756,323,6.1,87,3.2,236,9.2,2,0.2,37,4.4,65,7.7,112,12.2,107,6.3,0,0,5,6.4,185,21.6,7,3.4,9,16.7,0,0,117,2.8,111,47,143,19,3
HIV deaths,2010,Tennessee,47.0,5282732,371,7.0,106,3.9,265,10.4,10,1,34,4.1,91,10.7,133,14.4,103,6.2,0,0,1,1.3,219,26,13,6.4,9,17.5,0,0,129,3.2,126,58,162,22,3
HIV deaths,2009,Tennessee,47.0,5219117,427,8.2,105,3.9,322,12.8,5,0.5,50,5.9,118,13.7,141,15.4,113,7.1,0,0,0,0,257,30.9,8,4.6,7,16.7,0,0,155,3.8,122,70,204,26,5
HIV deaths,2008,Tennessee,47.0,5169975,419,8.1,109,4.1,310,12.4,6,0.6,50,5.9,127,14.5,144,15.9,92,5.9,0,0,0,0,269,32.8,5,3.1,9,22.4,0,0,136,3.3,136,66,198,18,1
HIV deaths,2017,Texas,48.0,23007851,1399,6.1,321,2.8,1078,9.5,20,0.4,127,3,212,5.6,405,11.4,635,9.6,0,0,4,0.3,549,19.9,358,4.2,85,32.3,0,0,403,3.9,335,237,685,130,13
HIV deaths,2016,Texas,48.0,22647866,1356,6.0,298,2.6,1058,9.5,20,0.4,126,3.1,223,5.9,396,11.2,591,9.2,0,0,6,0.5,515,19.1,346,4.2,85,33.7,0,0,403,4,317,249,655,129,6
HIV deaths,2015,Texas,48.0,22243749,1310,5.9,282,2.5,1028,9.4,11,0.2,127,3.1,221,6,426,12.2,525,8.4,2,2.6,5,0.5,478,18.2,355,4.4,82,34.1,0,0,388,3.8,304,235,641,126,4
HIV deaths,2014,Texas,48.0,21802872,1346,6.2,333,3,1013,9.4,20,0.4,101,2.6,236,6.5,486,14,503,8.3,0,0,0,0,508,19.8,356,4.5,99,43.2,0,0,383,3.8,327,252,631,121,15
HIV deaths,2013,Texas,48.0,21367395,1223,5.7,277,2.6,946,9,21,0.5,117,3,242,6.8,410,11.9,433,7.4,1,1.4,6,0.7,448,17.9,313,4.1,93,42.6,0,0,362,3.6,275,223,580,134,11
HIV deaths,2012,Texas,48.0,20998376,1311,6.2,301,2.8,1010,9.8,16,0.3,109,2.9,252,7.1,466,13.5,468,8.3,1,1.4,7,0.8,486,19.9,317,4.3,91,43.7,0,0,409,4.1,309,248,627,120,7
HIV deaths,2011,Texas,48.0,20595015,1284,6.2,310,3,974,9.6,18,0.4,114,3.1,258,7.4,488,14.1,406,7.5,0,0,6,0.7,478,20.1,344,4.7,64,32.3,0,0,392,4,299,267,582,124,13
HIV deaths,2010,Texas,48.0,20237059,1356,6.7,311,3,1045,10.5,20,0.4,138,3.8,348,10,483,14,367,7,1,1.5,8,1,547,23.4,336,4.8,57,30.1,0,0,406,4.1,324,289,590,146,8
HIV deaths,2009,Texas,48.0,19664635,1509,7.7,379,3.8,1130,11.6,23,0.5,177,4.9,373,10.9,536,16.1,400,8,0,0,3,0.4,609,27.1,397,6,65,38.5,0,0,435,4.4,358,323,665,152,12
HIV deaths,2008,Texas,48.0,19307235,1427,7.4,347,3.6,1080,11.3,26,0.6,147,4.1,436,12.8,488,14.9,330,6.9,0,0,4,0.6,580,26.3,335,5.2,72,44.7,0,0,436,4.5,353,298,622,145,10
HIV deaths,2017,Utah,49.0,2430127,22,0.9,4,0.3,18,1.5,1,0.2,0,0,2,0.5,4,1.3,15,2.4,0,0,1,1.5,1,3.8,3,1,1,2.6,0,0,16,0.8,4,2,14,2,0
HIV deaths,2016,Utah,49.0,2371090,47,2.0,5,0.4,42,3.5,1,0.2,3,0.7,6,1.5,13,4.2,24,3.9,1,4.4,1,1.6,4,16.1,7,2.3,3,8.2,0,0,31,1.6,10,8,20,9,1
HIV deaths,2015,Utah,49.0,2314417,31,1.3,2,0.2,29,2.5,0,0,2,0.5,3,0.8,12,3.9,14,2.4,1,4.4,0,0,4,17.1,1,0.3,0,0,0,0,25,1.3,2,2,20,7,0
HIV deaths,2014,Utah,49.0,2271476,22,1.0,2,0.2,20,1.8,0,0,1,0.2,6,1.6,9,2.9,6,1.1,1,4.5,0,0,2,8.9,2,0.7,2,6.1,0,0,15,0.8,3,1,10,6,1
HIV deaths,2013,Utah,49.0,2233017,44,2.0,5,0.4,39,3.5,0,0,6,1.4,7,1.9,17,5.6,14,2.5,1,4.6,1,1.9,1,4.6,4,1.5,1,3.2,0,0,36,2,2,10,19,12,1
HIV deaths,2012,Utah,49.0,2191305,26,1.2,4,0.4,22,2,0,0,1,0.2,5,1.4,10,3.3,10,1.9,1,4.6,0,0,2,9.6,4,1.5,0,0,0,0,19,1.1,3,3,12,8,0
HIV deaths,2011,Utah,49.0,2154045,22,1.0,1,0.1,21,2,0,0,2,0.4,6,1.7,9,2.9,5,1,0,0,0,0,0,0,4,1.6,0,0,0,0,18,1,1,3,10,8,0
HIV deaths,2010,Utah,49.0,2119571,25,1.2,5,0.5,20,1.9,0,0,3,0.7,8,2.4,11,3.6,3,0.6,2,9.4,0,0,3,15.6,2,0.8,0,0,0,0,18,1,2,4,16,3,0
HIV deaths,2009,Utah,49.0,2126805,32,1.5,7,0.7,25,2.4,0,0,3,0.7,11,3.3,13,4.2,5,1,1,4.1,0,0,3,15.3,3,1.3,0,0,1,6.8,24,1.4,6,7,15,4,0
HIV deaths,2008,Utah,49.0,2086097,42,2.0,7,0.7,35,3.4,1,0.2,3,0.7,13,4,14,4.5,11,2.4,0,0,0,0,5,27.2,5,2.3,1,4.5,0,0,31,1.8,3,12,20,7,0
HIV deaths,2017,Vermont,50.0,542961,12,2.2,2,0.7,10,3.8,0,0,0,0,1,1.4,4,4.8,7,3.3,0,0,0,0,0,0,1,10.3,2,25.7,0,0,9,1.8,2,3,7,1,0
HIV deaths,2016,Vermont,50.0,541260,11,2.0,1,0.4,10,3.8,0,0,0,0,0,0,2,2.3,9,4.3,0,0,0,0,3,50.1,0,0,0,0,0,0,8,1.6,1,1,5,4,0
HIV deaths,2015,Vermont,50.0,541601,5,0.9,1,0.4,4,1.5,0,0,0,0,0,0,1,1.1,4,1.9,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,1,3,0,0
HIV deaths,2014,Vermont,50.0,540870,3,0.6,0,0,3,1.1,0,0,0,0,0,0,1,1.1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0,1,2,0,0
HIV deaths,2013,Vermont,50.0,540922,8,1.5,1,0.4,7,2.6,0,0,0,0,0,0,2,2.1,6,3,0,0,0,0,1,18.8,2,23.5,0,0,0,0,5,1,1,3,3,0,1
HIV deaths,2012,Vermont,50.0,539641,6,1.1,1,0.4,5,1.9,0,0,0,0,1,1.4,2,2.1,3,1.6,0,0,0,0,2,40,0,0,0,0,0,0,4,0.8,1,2,3,0,0
HIV deaths,2011,Vermont,50.0,539325,6,1.1,3,1.1,3,1.1,0,0,0,0,0,0,3,3,3,1.6,0,0,0,0,1,20.6,0,0,0,0,0,0,5,1,2,3,0,1,0
