Indicator,Year,Full Name,FIPS,All Prev Cases,All Prev Rates,Population
HIV prevalence,2015,Tuscarawas County OH,39157.0,22,28.3,77705
HIV prevalence,2014,Tuscarawas County OH,39157.0,16,20.6,77644
HIV prevalence,2013,Tuscarawas County OH,39157.0,17,21.9,77548
HIV prevalence,2012,Tuscarawas County OH,39157.0,16,20.7,77291
HIV prevalence,2011,Tuscarawas County OH,39157.0,13,16.8,77229
HIV prevalence,2010,Tuscarawas County OH,39157.0,13,16.9,77073
HIV prevalence,2009,Tuscarawas County OH,39157.0,14,18.5,75880
HIV prevalence,2008,Tuscarawas County OH,39157.0,14,18.4,75989
HIV prevalence,2017,Tuscola County MI,26157.0,12,26.4,45375
HIV prevalence,2016,Tuscola County MI,26157.0,10,21.9,45680
HIV prevalence,2015,Tuscola County MI,26157.0,13,28.3,45951
HIV prevalence,2014,Tuscola County MI,26157.0,12,26,46080
HIV prevalence,2013,Tuscola County MI,26157.0,10,21.6,46197
HIV prevalence,2012,Tuscola County MI,26157.0,9,19.4,46503
HIV prevalence,2011,Tuscola County MI,26157.0,8,17.1,46879
HIV prevalence,2010,Tuscola County MI,26157.0,,,
HIV prevalence,2009,Tuscola County MI,26157.0,10,21.4,46712
HIV prevalence,2008,Tuscola County MI,26157.0,11,23.3,47166
HIV prevalence,2017,Twiggs County GA,13289.0,21,295.5,7106
HIV prevalence,2016,Twiggs County GA,13289.0,17,240.5,7068
HIV prevalence,2015,Twiggs County GA,13289.0,15,209.7,7154
HIV prevalence,2014,Twiggs County GA,13289.0,14,194.1,7212
HIV prevalence,2013,Twiggs County GA,13289.0,13,177.9,7307
HIV prevalence,2012,Twiggs County GA,13289.0,11,149,7381
HIV prevalence,2011,Twiggs County GA,13289.0,12,158.8,7557
HIV prevalence,2010,Twiggs County GA,13289.0,13,168.8,7703
HIV prevalence,2009,Twiggs County GA,13289.0,10,116.8,8564
HIV prevalence,2008,Twiggs County GA,13289.0,10,115.8,8635
HIV prevalence,2017,Twin Falls County ID,16083.0,11,16.2,67883
HIV prevalence,2016,Twin Falls County ID,16083.0,14,21,66533
HIV prevalence,2015,Twin Falls County ID,16083.0,21,32.2,65300
HIV prevalence,2014,Twin Falls County ID,16083.0,22,34.2,64419
HIV prevalence,2013,Twin Falls County ID,16083.0,27,42.5,63567
HIV prevalence,2012,Twin Falls County ID,16083.0,27,43.1,62622
HIV prevalence,2011,Twin Falls County ID,16083.0,31,49.8,62252
HIV prevalence,2010,Twin Falls County ID,16083.0,34,55,61795
HIV prevalence,2009,Twin Falls County ID,16083.0,35,58.2,60152
HIV prevalence,2008,Twin Falls County ID,16083.0,35,58.9,59405
HIV prevalence,2017,Tyler County WV,54095.0,6,79.1,7586
HIV prevalence,2016,Tyler County WV,54095.0,7,90.8,7708
HIV prevalence,2015,Tyler County WV,54095.0,10,129.2,7739
HIV prevalence,2014,Tyler County WV,54095.0,10,128.1,7806
HIV prevalence,2013,Tyler County WV,54095.0,12,154.5,7767
HIV prevalence,2012,Tyler County WV,54095.0,10,128.2,7798
HIV prevalence,2011,Tyler County WV,54095.0,8,102,7845
HIV prevalence,2010,Tyler County WV,54095.0,7,88.6,7903
HIV prevalence,2009,Tyler County WV,54095.0,,,
HIV prevalence,2008,Tyler County WV,54095.0,5,65.7,7605
HIV prevalence,2017,Tyler County TX,48457.0,51,274.7,18565
HIV prevalence,2016,Tyler County TX,48457.0,42,226.8,18520
HIV prevalence,2015,Tyler County TX,48457.0,40,217.1,18427
HIV prevalence,2014,Tyler County TX,48457.0,31,167.7,18487
HIV prevalence,2013,Tyler County TX,48457.0,34,184,18483
HIV prevalence,2012,Tyler County TX,48457.0,35,189.1,18507
HIV prevalence,2011,Tyler County TX,48457.0,26,139.6,18625
HIV prevalence,2010,Tyler County TX,48457.0,23,122.9,18717
HIV prevalence,2009,Tyler County TX,48457.0,24,138.2,17368
HIV prevalence,2008,Tyler County TX,48457.0,22,127.4,17272
HIV prevalence,2017,Tyrrell County NC,37177.0,,,
HIV prevalence,2016,Tyrrell County NC,37177.0,8,231.2,3461
HIV prevalence,2015,Tyrrell County NC,37177.0,7,195.7,3577
HIV prevalence,2014,Tyrrell County NC,37177.0,,,
HIV prevalence,2013,Tyrrell County NC,37177.0,,,
HIV prevalence,2012,Tyrrell County NC,37177.0,,,
HIV prevalence,2011,Tyrrell County NC,37177.0,,,
HIV prevalence,2010,Tyrrell County NC,37177.0,20,521.7,3834
HIV prevalence,2009,Tyrrell County NC,37177.0,8,225.9,3542
HIV prevalence,2008,Tyrrell County NC,37177.0,9,253,3557
HIV prevalence,2017,Uinta County WY,56041.0,,,
HIV prevalence,2016,Uinta County WY,56041.0,5,30.8,16239
HIV prevalence,2015,Uinta County WY,56041.0,,,
HIV prevalence,2014,Uinta County WY,56041.0,,,
HIV prevalence,2013,Uinta County WY,56041.0,,,
HIV prevalence,2012,Uinta County WY,56041.0,6,36.4,16469
HIV prevalence,2011,Uinta County WY,56041.0,6,36.8,16318
HIV prevalence,2010,Uinta County WY,56041.0,10,60.7,16464
HIV prevalence,2009,Uinta County WY,56041.0,12,73.9,16239
HIV prevalence,2008,Uinta County WY,56041.0,9,56.4,15959
HIV prevalence,2017,Uintah County UT,49047.0,8,30.1,26597
HIV prevalence,2016,Uintah County UT,49047.0,11,40.6,27088
HIV prevalence,2015,Uintah County UT,49047.0,13,46.4,27990
HIV prevalence,2014,Uintah County UT,49047.0,12,43.9,27365
HIV prevalence,2013,Uintah County UT,49047.0,13,49,26509
HIV prevalence,2012,Uintah County UT,49047.0,8,31.1,25734
HIV prevalence,2011,Uintah County UT,49047.0,5,20.2,24788
HIV prevalence,2010,Uintah County UT,49047.0,,,
HIV prevalence,2009,Uintah County UT,49047.0,5,21.1,23736
HIV prevalence,2008,Uintah County UT,49047.0,5,22.1,22620
HIV prevalence,2017,Ulster County NY,36111.0,591,377.4,156584
HIV prevalence,2016,Ulster County NY,36111.0,583,372.1,156670
HIV prevalence,2015,Ulster County NY,36111.0,549,349.7,156970
HIV prevalence,2014,Ulster County NY,36111.0,531,337.6,157292
HIV prevalence,2013,Ulster County NY,36111.0,552,351.1,157198
HIV prevalence,2012,Ulster County NY,36111.0,563,357.5,157504
HIV prevalence,2011,Ulster County NY,36111.0,565,357.9,157847
HIV prevalence,2010,Ulster County NY,36111.0,496,315.1,157428
HIV prevalence,2009,Ulster County NY,36111.0,614,391.8,156712
HIV prevalence,2008,Ulster County NY,36111.0,620,395.9,156610
HIV prevalence,2017,Umatilla County OR,41059.0,64,101.6,63000
HIV prevalence,2016,Umatilla County OR,41059.0,54,86.3,62539
HIV prevalence,2015,Umatilla County OR,41059.0,58,93.1,62307
HIV prevalence,2014,Umatilla County OR,41059.0,50,80.2,62350
HIV prevalence,2013,Umatilla County OR,41059.0,52,83.4,62368
HIV prevalence,2012,Umatilla County OR,41059.0,54,86.6,62349
HIV prevalence,2011,Umatilla County OR,41059.0,51,82.2,62010
HIV prevalence,2010,Umatilla County OR,41059.0,55,89.5,61447
HIV prevalence,2009,Umatilla County OR,41059.0,44,74,59447
HIV prevalence,2008,Umatilla County OR,41059.0,43,73,58929
HIV prevalence,2017,Unicoi County TN,47171.0,18,116.3,15471
HIV prevalence,2016,Unicoi County TN,47171.0,13,84.4,15402
HIV prevalence,2015,Unicoi County TN,47171.0,15,96.9,15482
HIV prevalence,2014,Unicoi County TN,47171.0,13,83.7,15536
HIV prevalence,2013,Unicoi County TN,47171.0,13,83.1,15648
HIV prevalence,2012,Unicoi County TN,47171.0,8,50.9,15713
HIV prevalence,2011,Unicoi County TN,47171.0,,,
HIV prevalence,2010,Unicoi County TN,47171.0,14,89.4,15651
HIV prevalence,2009,Unicoi County TN,47171.0,8,52.4,15261
HIV prevalence,2008,Unicoi County TN,47171.0,9,59,15251
HIV prevalence,2017,Union County TN,47173.0,11,67.2,16376
HIV prevalence,2016,Union County TN,47173.0,9,55.5,16203
HIV prevalence,2015,Union County TN,47173.0,6,37.2,16111
HIV prevalence,2014,Union County TN,47173.0,,,
HIV prevalence,2013,Union County TN,47173.0,5,31.4,15903
HIV prevalence,2012,Union County TN,47173.0,5,31.4,15904
HIV prevalence,2011,Union County TN,47173.0,6,37.7,15920
HIV prevalence,2010,Union County TN,47173.0,6,37.9,15839
HIV prevalence,2009,Union County TN,47173.0,5,31.2,16012
HIV prevalence,2008,Union County TN,47173.0,6,37.6,15941
HIV prevalence,2017,Union County SD,46127.0,,,
HIV prevalence,2016,Union County SD,46127.0,,,
HIV prevalence,2015,Union County SD,46127.0,,,
HIV prevalence,2014,Union County SD,46127.0,,,
HIV prevalence,2013,Union County SD,46127.0,,,
HIV prevalence,2012,Union County SD,46127.0,,,
HIV prevalence,2011,Union County SD,46127.0,,,
HIV prevalence,2010,Union County SD,46127.0,,,
HIV prevalence,2009,Union County SD,46127.0,,,
HIV prevalence,2008,Union County SD,46127.0,,,
HIV prevalence,2017,Union County SC,45087.0,51,218.3,23360
HIV prevalence,2016,Union County SC,45087.0,51,217.3,23475
HIV prevalence,2015,Union County SC,45087.0,50,212.2,23561
HIV prevalence,2014,Union County SC,45087.0,45,190,23686
HIV prevalence,2013,Union County SC,45087.0,46,193.5,23770
HIV prevalence,2012,Union County SC,45087.0,43,180,23886
HIV prevalence,2011,Union County SC,45087.0,48,198.4,24195
HIV prevalence,2010,Union County SC,45087.0,12,49.2,24374
HIV prevalence,2009,Union County SC,45087.0,56,243.6,22984
HIV prevalence,2008,Union County SC,45087.0,53,228.1,23237
HIV prevalence,2017,Union County PA,42119.0,61,155.8,39151
HIV prevalence,2016,Union County PA,42119.0,55,137.9,39874
HIV prevalence,2015,Union County PA,42119.0,115,288.6,39848
HIV prevalence,2014,Union County PA,42119.0,108,275,39278
HIV prevalence,2013,Union County PA,42119.0,102,261.6,38997
HIV prevalence,2012,Union County PA,42119.0,96,243.9,39367
HIV prevalence,2011,Union County PA,42119.0,91,231.8,39253
HIV prevalence,2010,Union County PA,42119.0,88,224.7,39159
HIV prevalence,2009,Union County PA,42119.0,92,242.4,37955
HIV prevalence,2008,Union County PA,42119.0,92,241.9,38035
HIV prevalence,2017,Union County OR,41061.0,13,59,22034
HIV prevalence,2016,Union County OR,41061.0,15,68.6,21856
HIV prevalence,2015,Union County OR,41061.0,13,60.2,21591
HIV prevalence,2014,Union County OR,41061.0,8,37.1,21558
HIV prevalence,2013,Union County OR,41061.0,8,37.2,21478
HIV prevalence,2012,Union County OR,41061.0,9,41.4,21739
HIV prevalence,2011,Union County OR,41061.0,9,41.4,21740
HIV prevalence,2010,Union County OR,41061.0,7,32.4,21579
HIV prevalence,2009,Union County OR,41061.0,5,23.9,20954
HIV prevalence,2008,Union County OR,41061.0,6,28.6,20953
HIV prevalence,2017,Union County MS,28145.0,23,98.5,23355
HIV prevalence,2016,Union County MS,28145.0,24,103.6,23177
HIV prevalence,2015,Union County MS,28145.0,31,133.8,23163
HIV prevalence,2014,Union County MS,28145.0,31,134.5,23043
HIV prevalence,2013,Union County MS,28145.0,29,127.6,22736
HIV prevalence,2012,Union County MS,28145.0,26,116.4,22336
HIV prevalence,2011,Union County MS,28145.0,25,112.2,22283
HIV prevalence,2010,Union County MS,28145.0,22,99.5,22112
HIV prevalence,2009,Union County MS,28145.0,25,113.1,22104
HIV prevalence,2008,Union County MS,28145.0,25,113.9,21958
HIV prevalence,2017,Union County FL,12125.0,293,2190,13379
HIV prevalence,2016,Union County FL,12125.0,302,2294.1,13164
HIV prevalence,2015,Union County FL,12125.0,313,2376.1,13173
HIV prevalence,2014,Union County FL,12125.0,311,2361.6,13169
HIV prevalence,2013,Union County FL,12125.0,368,2805.9,13115
HIV prevalence,2012,Union County FL,12125.0,647,4905.3,13190
HIV prevalence,2011,Union County FL,12125.0,324,2449.6,13226
HIV prevalence,2010,Union County FL,12125.0,329,2451.7,13419
HIV prevalence,2009,Union County FL,12125.0,451,3593.3,12551
HIV prevalence,2008,Union County FL,12125.0,449,3472.8,12929
HIV prevalence,2017,Union County AR,5139.0,119,365.5,32556
HIV prevalence,2016,Union County AR,5139.0,113,343.3,32920
HIV prevalence,2015,Union County AR,5139.0,114,343.9,33148
HIV prevalence,2014,Union County AR,5139.0,123,369.7,33272
HIV prevalence,2013,Union County AR,5139.0,127,376.5,33728
HIV prevalence,2012,Union County AR,5139.0,125,368.6,33912
HIV prevalence,2011,Union County AR,5139.0,124,361,34351
HIV prevalence,2010,Union County AR,5139.0,119,345.2,34471
HIV prevalence,2009,Union County AR,5139.0,129,365.3,35309
HIV prevalence,2008,Union County AR,5139.0,128,360.6,35493
HIV prevalence,2017,Union County KY,21225.0,,,
HIV prevalence,2016,Union County KY,21225.0,,,
HIV prevalence,2015,Union County KY,21225.0,,,
HIV prevalence,2014,Union County KY,21225.0,,,
HIV prevalence,2013,Union County KY,21225.0,,,
HIV prevalence,2012,Union County KY,21225.0,,,
HIV prevalence,2011,Union County KY,21225.0,,,
HIV prevalence,2010,Union County KY,21225.0,,,
HIV prevalence,2009,Union County KY,21225.0,,,
HIV prevalence,2008,Union County KY,21225.0,,,
HIV prevalence,2017,Union County IA,19175.0,6,57.2,10487
HIV prevalence,2016,Union County IA,19175.0,7,67.4,10391
HIV prevalence,2015,Union County IA,19175.0,5,48,10424
HIV prevalence,2014,Union County IA,19175.0,,,
HIV prevalence,2013,Union County IA,19175.0,,,
HIV prevalence,2012,Union County IA,19175.0,,,
HIV prevalence,2011,Union County IA,19175.0,0,0,10407
HIV prevalence,2010,Union County IA,19175.0,0,0,10368
HIV prevalence,2009,Union County IA,19175.0,,,
HIV prevalence,2008,Union County IA,19175.0,,,
HIV prevalence,2017,Union County IN,18161.0,,,
HIV prevalence,2016,Union County IN,18161.0,,,
HIV prevalence,2015,Union County IN,18161.0,,,
HIV prevalence,2014,Union County IN,18161.0,,,
HIV prevalence,2013,Union County IN,18161.0,,,
HIV prevalence,2012,Union County IN,18161.0,,,
HIV prevalence,2011,Union County IN,18161.0,,,
HIV prevalence,2010,Union County IN,18161.0,0,0,6251
HIV prevalence,2009,Union County IN,18161.0,,,
HIV prevalence,2008,Union County IN,18161.0,,,
HIV prevalence,2017,Union County IL,17181.0,9,62.1,14494
HIV prevalence,2016,Union County IL,17181.0,6,41.1,14585
HIV prevalence,2015,Union County IL,17181.0,7,47.6,14697
HIV prevalence,2014,Union County IL,17181.0,5,33.7,14826
HIV prevalence,2013,Union County IL,17181.0,,,
HIV prevalence,2012,Union County IL,17181.0,,,
HIV prevalence,2011,Union County IL,17181.0,,,
HIV prevalence,2010,Union County IL,17181.0,,,
HIV prevalence,2009,Union County IL,17181.0,6,39.4,15223
HIV prevalence,2008,Union County IL,17181.0,6,39.3,15276
HIV prevalence,2017,Union County GA,13291.0,29,138.9,20874
HIV prevalence,2016,Union County GA,13291.0,27,133.8,20184
HIV prevalence,2015,Union County GA,13291.0,18,91.9,19581
HIV prevalence,2014,Union County GA,13291.0,16,83,19268
HIV prevalence,2013,Union County GA,13291.0,16,84.3,18971
HIV prevalence,2012,Union County GA,13291.0,10,53.2,18799
HIV prevalence,2011,Union County GA,13291.0,8,42.9,18668
HIV prevalence,2010,Union County GA,13291.0,7,37.4,18724
HIV prevalence,2009,Union County GA,13291.0,6,32.4,18518
HIV prevalence,2008,Union County GA,13291.0,6,32.6,18393
HIV prevalence,2017,Union County OH,39159.0,67,142.8,46906
HIV prevalence,2016,Union County OH,39159.0,70,152.5,45904
HIV prevalence,2015,Union County OH,39159.0,76,169.7,44797
HIV prevalence,2014,Union County OH,39159.0,76,172.2,44138
HIV prevalence,2013,Union County OH,39159.0,76,174.3,43598
HIV prevalence,2012,Union County OH,39159.0,84,196,42865
HIV prevalence,2011,Union County OH,39159.0,86,200.1,42974
HIV prevalence,2010,Union County OH,39159.0,85,201,42283
HIV prevalence,2009,Union County OH,39159.0,119,301.7,39439
HIV prevalence,2008,Union County OH,39159.0,112,287.4,38970
HIV prevalence,2017,Union County NC,37179.0,249,131.7,189094
HIV prevalence,2016,Union County NC,37179.0,243,132,184087
HIV prevalence,2015,Union County NC,37179.0,230,128.1,179617
HIV prevalence,2014,Union County NC,37179.0,194,110.8,175084
HIV prevalence,2013,Union County NC,37179.0,167,98.4,169768
HIV prevalence,2012,Union County NC,37179.0,196,118.6,165285
HIV prevalence,2011,Union County NC,37179.0,183,113.2,161656
HIV prevalence,2010,Union County NC,37179.0,172,108.6,158356
HIV prevalence,2009,Union County NC,37179.0,159,102.8,154675
HIV prevalence,2008,Union County NC,37179.0,143,94.9,150652
HIV prevalence,2017,Union County NM,35059.0,5,137.8,3630
HIV prevalence,2016,Union County NM,35059.0,5,139.1,3594
HIV prevalence,2015,Union County NM,35059.0,6,166.7,3599
HIV prevalence,2014,Union County NM,35059.0,6,162.8,3686
HIV prevalence,2013,Union County NM,35059.0,8,212.4,3766
HIV prevalence,2012,Union County NM,35059.0,6,157.7,3806
HIV prevalence,2011,Union County NM,35059.0,8,210,3810
HIV prevalence,2010,Union County NM,35059.0,6,154.2,3891
HIV prevalence,2009,Union County NM,35059.0,,,
HIV prevalence,2008,Union County NM,35059.0,,,
HIV prevalence,2017,Union County NJ,34039.0,2509,543.1,461966
HIV prevalence,2016,Union County NJ,34039.0,2472,537.6,459788
HIV prevalence,2015,Union County NJ,34039.0,2436,533,457013
HIV prevalence,2014,Union County NJ,34039.0,2402,528.2,454747
HIV prevalence,2013,Union County NJ,34039.0,2387,527.5,452511
HIV prevalence,2012,Union County NJ,34039.0,2235,497.4,449314
HIV prevalence,2011,Union County NJ,34039.0,2126,476.4,446243
HIV prevalence,2010,Union County NJ,34039.0,2040,459.7,443775
HIV prevalence,2009,Union County NJ,34039.0,2614,604.7,432252
HIV prevalence,2008,Union County NJ,34039.0,2582,602.6,428470
HIV prevalence,2017,Union Parish LA,22111.0,41,216.7,18918
HIV prevalence,2016,Union Parish LA,22111.0,31,163.3,18979
HIV prevalence,2015,Union Parish LA,22111.0,28,148.2,18892
HIV prevalence,2014,Union Parish LA,22111.0,30,158.7,18908
HIV prevalence,2013,Union Parish LA,22111.0,26,138.2,18817
HIV prevalence,2012,Union Parish LA,22111.0,25,132.9,18817
HIV prevalence,2011,Union Parish LA,22111.0,31,163.5,18956
HIV prevalence,2010,Union Parish LA,22111.0,29,152.4,19025
HIV prevalence,2009,Union Parish LA,22111.0,28,149.4,18743
HIV prevalence,2008,Union Parish LA,22111.0,25,133.1,18786
HIV prevalence,2017,Upshur County WV,54097.0,11,52.7,20875
HIV prevalence,2016,Upshur County WV,54097.0,7,33.4,20932
HIV prevalence,2015,Upshur County WV,54097.0,6,28.6,21008
HIV prevalence,2014,Upshur County WV,54097.0,8,38.1,20972
HIV prevalence,2013,Upshur County WV,54097.0,10,47.8,20931
HIV prevalence,2012,Upshur County WV,54097.0,13,62.5,20814
HIV prevalence,2011,Upshur County WV,54097.0,11,53.1,20706
HIV prevalence,2010,Upshur County WV,54097.0,12,58,20678
HIV prevalence,2009,Upshur County WV,54097.0,9,44.6,20170
HIV prevalence,2008,Upshur County WV,54097.0,10,49.9,20050
HIV prevalence,2017,Upshur County TX,48459.0,41,119.9,34185
HIV prevalence,2016,Upshur County TX,48459.0,39,115.1,33893
HIV prevalence,2015,Upshur County TX,48459.0,37,110.5,33491
HIV prevalence,2014,Upshur County TX,48459.0,37,110.7,33409
HIV prevalence,2013,Upshur County TX,48459.0,32,97.1,32953
HIV prevalence,2012,Upshur County TX,48459.0,35,106,33003
HIV prevalence,2011,Upshur County TX,48459.0,42,128.3,32730
HIV prevalence,2010,Upshur County TX,48459.0,39,119.9,32519
HIV prevalence,2009,Upshur County TX,48459.0,34,109.1,31174
HIV prevalence,2008,Upshur County TX,48459.0,26,83.6,31100
HIV prevalence,2017,Upson County GA,13293.0,59,267.7,22042
HIV prevalence,2016,Upson County GA,13293.0,57,258.2,22076
HIV prevalence,2015,Upson County GA,13293.0,56,253.6,22078
HIV prevalence,2014,Upson County GA,13293.0,55,250,22002
HIV prevalence,2013,Upson County GA,13293.0,52,234.3,22197
HIV prevalence,2012,Upson County GA,13293.0,26,116.7,22281
HIV prevalence,2011,Upson County GA,13293.0,25,111,22516
HIV prevalence,2010,Upson County GA,13293.0,24,106.2,22602
HIV prevalence,2009,Upson County GA,13293.0,34,149.3,22778
HIV prevalence,2008,Upson County GA,13293.0,33,145.5,22679
HIV prevalence,2017,Upton County TX,48461.0,,,
HIV prevalence,2016,Upton County TX,48461.0,,,
HIV prevalence,2015,Upton County TX,48461.0,,,
HIV prevalence,2014,Upton County TX,48461.0,,,
HIV prevalence,2013,Upton County TX,48461.0,,,
HIV prevalence,2012,Upton County TX,48461.0,,,
HIV prevalence,2011,Upton County TX,48461.0,,,
HIV prevalence,2010,Upton County TX,48461.0,,,
HIV prevalence,2009,Upton County TX,48461.0,,,
HIV prevalence,2008,Upton County TX,48461.0,,,
HIV prevalence,2017,Utah County UT,49049.0,190,41.7,455961
HIV prevalence,2016,Utah County UT,49049.0,176,39.9,440959
HIV prevalence,2015,Utah County UT,49049.0,174,40.9,425282
HIV prevalence,2014,Utah County UT,49049.0,159,38.3,414655
HIV prevalence,2013,Utah County UT,49049.0,150,36.9,406057
HIV prevalence,2012,Utah County UT,49049.0,138,34.8,396281
HIV prevalence,2011,Utah County UT,49049.0,124,31.9,388367
HIV prevalence,2010,Utah County UT,49049.0,119,31.3,379851
HIV prevalence,2009,Utah County UT,49049.0,115,28.8,399311
HIV prevalence,2008,Utah County UT,49049.0,109,28,388681
HIV prevalence,2017,Uvalde County TX,48463.0,26,119.7,21728
HIV prevalence,2016,Uvalde County TX,48463.0,20,92.4,21651
HIV prevalence,2015,Uvalde County TX,48463.0,18,83.5,21562
HIV prevalence,2014,Uvalde County TX,48463.0,14,64.8,21608
HIV prevalence,2013,Uvalde County TX,48463.0,12,55.9,21461
HIV prevalence,2012,Uvalde County TX,48463.0,13,61,21314
HIV prevalence,2011,Uvalde County TX,48463.0,11,52,21140
HIV prevalence,2010,Uvalde County TX,48463.0,11,52.5,20959
HIV prevalence,2009,Uvalde County TX,48463.0,11,52.2,21062
HIV prevalence,2008,Uvalde County TX,48463.0,11,52.6,20916
HIV prevalence,2017,Val Verde County TX,48465.0,43,111.1,38706
HIV prevalence,2016,Val Verde County TX,48465.0,44,113.9,38636
HIV prevalence,2015,Val Verde County TX,48465.0,38,98.5,38593
HIV prevalence,2014,Val Verde County TX,48465.0,36,93.5,38485
HIV prevalence,2013,Val Verde County TX,48465.0,34,88.1,38573
HIV prevalence,2012,Val Verde County TX,48465.0,39,101.6,38404
HIV prevalence,2011,Val Verde County TX,48465.0,29,75.5,38421
HIV prevalence,2010,Val Verde County TX,48465.0,25,65.2,38357
HIV prevalence,2009,Val Verde County TX,48465.0,14,37.4,37481
HIV prevalence,2008,Val Verde County TX,48465.0,13,35,37101
HIV prevalence,2017,Valdez-Cordova Census Area AK,2261.0,,,
HIV prevalence,2016,Valdez-Cordova Census Area AK,2261.0,,,
HIV prevalence,2015,Valdez-Cordova Census Area AK,2261.0,,,
HIV prevalence,2014,Valdez-Cordova Census Area AK,2261.0,,,
HIV prevalence,2013,Valdez-Cordova Census Area AK,2261.0,,,
HIV prevalence,2012,Valdez-Cordova Census Area AK,2261.0,,,
HIV prevalence,2011,Valdez-Cordova Census Area AK,2261.0,,,
HIV prevalence,2010,Valdez-Cordova Census Area AK,2261.0,,,
HIV prevalence,2009,Valdez-Cordova Census Area AK,2261.0,,,
HIV prevalence,2008,Valdez-Cordova Census Area AK,2261.0,,,
HIV prevalence,2017,Valencia County NM,35061.0,85,134.1,63375
HIV prevalence,2016,Valencia County NM,35061.0,78,123.8,63026
HIV prevalence,2015,Valencia County NM,35061.0,73,116.2,62836
HIV prevalence,2014,Valencia County NM,35061.0,72,114.7,62781
HIV prevalence,2013,Valencia County NM,35061.0,77,122.2,63005
HIV prevalence,2012,Valencia County NM,35061.0,77,122.3,62985
HIV prevalence,2011,Valencia County NM,35061.0,73,116.2,62821
HIV prevalence,2010,Valencia County NM,35061.0,39,62.3,62572
HIV prevalence,2009,Valencia County NM,35061.0,61,102.6,59430
HIV prevalence,2008,Valencia County NM,35061.0,56,94.9,58979
HIV prevalence,2017,Valley County NE,31175.0,0,0,3522
HIV prevalence,2016,Valley County NE,31175.0,0,0,3500
HIV prevalence,2015,Valley County NE,31175.0,0,0,3474
HIV prevalence,2014,Valley County NE,31175.0,0,0,3521
HIV prevalence,2013,Valley County NE,31175.0,0,0,3496
HIV prevalence,2012,Valley County NE,31175.0,0,0,3535
HIV prevalence,2011,Valley County NE,31175.0,0,0,3557
HIV prevalence,2010,Valley County NE,31175.0,0,0,3594
HIV prevalence,2009,Valley County NE,31175.0,,,
HIV prevalence,2008,Valley County NE,31175.0,,,
HIV prevalence,2017,Valley County MT,30105.0,,,
HIV prevalence,2016,Valley County MT,30105.0,,,
HIV prevalence,2015,Valley County MT,30105.0,,,
HIV prevalence,2014,Valley County MT,30105.0,,,
HIV prevalence,2013,Valley County MT,30105.0,,,
HIV prevalence,2012,Valley County MT,30105.0,,,
HIV prevalence,2011,Valley County MT,30105.0,,,
HIV prevalence,2010,Valley County MT,30105.0,,,
HIV prevalence,2009,Valley County MT,30105.0,,,
HIV prevalence,2008,Valley County MT,30105.0,,,
HIV prevalence,2017,Valley County ID,16085.0,0,0,9280
HIV prevalence,2016,Valley County ID,16085.0,,,
HIV prevalence,2015,Valley County ID,16085.0,,,
HIV prevalence,2014,Valley County ID,16085.0,5,58.6,8533
HIV prevalence,2013,Valley County ID,16085.0,5,59.9,8342
HIV prevalence,2012,Valley County ID,16085.0,,,
HIV prevalence,2011,Valley County ID,16085.0,,,
HIV prevalence,2010,Valley County ID,16085.0,,,
HIV prevalence,2009,Valley County ID,16085.0,,,
HIV prevalence,2008,Valley County ID,16085.0,,,
HIV prevalence,2017,Van Buren County TN,47175.0,7,142.1,4926
HIV prevalence,2016,Van Buren County TN,47175.0,7,142.2,4921
HIV prevalence,2015,Van Buren County TN,47175.0,5,101.7,4917
HIV prevalence,2014,Van Buren County TN,47175.0,6,122.7,4891
HIV prevalence,2013,Van Buren County TN,47175.0,6,124.3,4826
HIV prevalence,2012,Van Buren County TN,47175.0,6,123.4,4861
HIV prevalence,2011,Van Buren County TN,47175.0,6,126,4762
HIV prevalence,2010,Van Buren County TN,47175.0,10,210.1,4760
HIV prevalence,2009,Van Buren County TN,47175.0,,,
HIV prevalence,2008,Van Buren County TN,47175.0,,,
HIV prevalence,2017,Van Buren County AR,5141.0,7,49.2,14229
HIV prevalence,2016,Van Buren County AR,5141.0,,,
HIV prevalence,2015,Van Buren County AR,5141.0,5,34.8,14377
HIV prevalence,2014,Van Buren County AR,5141.0,6,41.4,14485
HIV prevalence,2013,Van Buren County AR,5141.0,,,
HIV prevalence,2012,Van Buren County AR,5141.0,,,
HIV prevalence,2011,Van Buren County AR,5141.0,,,
HIV prevalence,2010,Van Buren County AR,5141.0,,,
HIV prevalence,2009,Van Buren County AR,5141.0,,,
HIV prevalence,2008,Van Buren County AR,5141.0,,,
HIV prevalence,2017,Van Buren County MI,26159.0,58,92.2,62886
HIV prevalence,2016,Van Buren County MI,26159.0,51,81.3,62713
HIV prevalence,2015,Van Buren County MI,26159.0,44,70.4,62472
HIV prevalence,2014,Van Buren County MI,26159.0,45,72,62534
HIV prevalence,2013,Van Buren County MI,26159.0,55,88,62469
HIV prevalence,2012,Van Buren County MI,26159.0,54,86.6,62326
HIV prevalence,2011,Van Buren County MI,26159.0,48,76.6,62701
HIV prevalence,2010,Van Buren County MI,26159.0,49,78.1,62731
HIV prevalence,2009,Van Buren County MI,26159.0,46,71.8,64085
HIV prevalence,2008,Van Buren County MI,26159.0,43,67.4,63843
