Year,Full Name,FIPS,All Diag Cases,All Diag Rates,Population,Indicator
2015,Price County WI,55099.0,0,0,11932,HIV diagnoses
2014,Price County WI,55099.0,0,0,11999,HIV diagnoses
2013,Price County WI,55099.0,0,0,12044,HIV diagnoses
2012,Price County WI,55099.0,0,0,12113,HIV diagnoses
2011,Price County WI,55099.0,0,0,12235,HIV diagnoses
2010,Price County WI,55099.0,0,0,12283,HIV diagnoses
2009,Price County WI,55099.0,0,0,12398,HIV diagnoses
2008,Price County WI,55099.0,,,,HIV diagnoses
2018,Prince Edward County VA,51147.0,,,,HIV diagnoses
2017,Prince Edward County VA,51147.0,,,,HIV diagnoses
2016,Prince Edward County VA,51147.0,,,,HIV diagnoses
2015,Prince Edward County VA,51147.0,,,,HIV diagnoses
2014,Prince Edward County VA,51147.0,0,0,20300,HIV diagnoses
2013,Prince Edward County VA,51147.0,,,,HIV diagnoses
2012,Prince Edward County VA,51147.0,,,,HIV diagnoses
2011,Prince Edward County VA,51147.0,,,,HIV diagnoses
2010,Prince Edward County VA,51147.0,,,,HIV diagnoses
2009,Prince Edward County VA,51147.0,,,,HIV diagnoses
2008,Prince Edward County VA,51147.0,,,,HIV diagnoses
2018,Prince George County VA,51149.0,6,18.6,32224,HIV diagnoses
2017,Prince George County VA,51149.0,,,,HIV diagnoses
2016,Prince George County VA,51149.0,5,15.6,32123,HIV diagnoses
2015,Prince George County VA,51149.0,6,18.5,32421,HIV diagnoses
2014,Prince George County VA,51149.0,,,,HIV diagnoses
2013,Prince George County VA,51149.0,5,15.8,31633,HIV diagnoses
2012,Prince George County VA,51149.0,,,,HIV diagnoses
2011,Prince George County VA,51149.0,,,,HIV diagnoses
2010,Prince George County VA,51149.0,,,,HIV diagnoses
2009,Prince George County VA,51149.0,,,,HIV diagnoses
2008,Prince George County VA,51149.0,5,16.1,31082,HIV diagnoses
2018,Prince George's County MD,24033.0,293,38.6,759656,HIV diagnoses
2017,Prince George's County MD,24033.0,309,40.7,758568,HIV diagnoses
2016,Prince George's County MD,24033.0,283,37.4,757149,HIV diagnoses
2015,Prince George's County MD,24033.0,346,45.8,755430,HIV diagnoses
2014,Prince George's County MD,24033.0,323,43.1,749965,HIV diagnoses
2013,Prince George's County MD,24033.0,373,50.2,743259,HIV diagnoses
2012,Prince George's County MD,24033.0,325,44.2,734993,HIV diagnoses
2011,Prince George's County MD,24033.0,374,51.5,726640,HIV diagnoses
2010,Prince George's County MD,24033.0,444,61.7,719065,HIV diagnoses
2009,Prince George's County MD,24033.0,411,59.9,686082,HIV diagnoses
2008,Prince George's County MD,24033.0,463,67.9,681867,HIV diagnoses
2018,Prince William County VA,51153.0,44,11.7,376004,HIV diagnoses
2017,Prince William County VA,51153.0,50,13.5,371647,HIV diagnoses
2016,Prince William County VA,51153.0,43,11.8,365545,HIV diagnoses
2015,Prince William County VA,51153.0,44,12.2,360032,HIV diagnoses
2014,Prince William County VA,51153.0,29,8.2,353722,HIV diagnoses
2013,Prince William County VA,51153.0,50,14.4,347602,HIV diagnoses
2012,Prince William County VA,51153.0,43,12.6,339961,HIV diagnoses
2011,Prince William County VA,51153.0,32,9.7,331070,HIV diagnoses
2010,Prince William County VA,51153.0,52,16.2,320224,HIV diagnoses
2009,Prince William County VA,51153.0,41,13.8,296650,HIV diagnoses
2008,Prince William County VA,51153.0,54,18.9,285725,HIV diagnoses
2018,Prince of Wales-Hyder Census Area AK,2198.0,,,,HIV diagnoses
2017,Prince of Wales-Hyder Census Area AK,2198.0,,,,HIV diagnoses
2016,Prince of Wales-Hyder Census Area AK,2198.0,,,,HIV diagnoses
2015,Prince of Wales-Hyder Census Area AK,2198.0,,,,HIV diagnoses
2014,Prince of Wales-Hyder Census Area AK,2198.0,,,,HIV diagnoses
2013,Prince of Wales-Hyder Census Area AK,2198.0,,,,HIV diagnoses
2012,Prince of Wales-Hyder Census Area AK,2198.0,,,,HIV diagnoses
2011,Prince of Wales-Hyder Census Area AK,2198.0,,,,HIV diagnoses
2010,Prince of Wales-Hyder Census Area AK,2198.0,,,,HIV diagnoses
2009,Prince of Wales-Hyder Census Area AK,2198.0,,,,HIV diagnoses
2008,Prince of Wales-Hyder Census Area AK,2198.0,,,,HIV diagnoses
2018,Providence County RI,44007.0,60,11,543059,HIV diagnoses
2017,Providence County RI,44007.0,65,12,541254,HIV diagnoses
2016,Providence County RI,44007.0,54,10,540866,HIV diagnoses
2015,Providence County RI,44007.0,53,9.8,539216,HIV diagnoses
2014,Providence County RI,44007.0,74,13.8,537845,HIV diagnoses
2013,Providence County RI,44007.0,64,11.9,536216,HIV diagnoses
2012,Providence County RI,44007.0,67,12.5,535102,HIV diagnoses
2011,Providence County RI,44007.0,74,13.9,532705,HIV diagnoses
2010,Providence County RI,44007.0,91,17.1,530867,HIV diagnoses
2009,Providence County RI,44007.0,93,17.6,527736,HIV diagnoses
2008,Providence County RI,44007.0,112,21.2,527397,HIV diagnoses
2018,Prowers County CO,8099.0,0,0,9896,HIV diagnoses
2017,Prowers County CO,8099.0,,,,HIV diagnoses
2016,Prowers County CO,8099.0,0,0,9750,HIV diagnoses
2015,Prowers County CO,8099.0,,,,HIV diagnoses
2014,Prowers County CO,8099.0,0,0,9862,HIV diagnoses
2013,Prowers County CO,8099.0,0,0,10000,HIV diagnoses
2012,Prowers County CO,8099.0,0,0,10041,HIV diagnoses
2011,Prowers County CO,8099.0,0,0,10088,HIV diagnoses
2010,Prowers County CO,8099.0,0,0,10097,HIV diagnoses
2009,Prowers County CO,8099.0,0,0,10336,HIV diagnoses
2008,Prowers County CO,8099.0,0,0,10343,HIV diagnoses
2018,Pueblo County CO,8101.0,17,12.1,140948,HIV diagnoses
2017,Pueblo County CO,8101.0,5,3.6,139670,HIV diagnoses
2016,Pueblo County CO,8101.0,12,8.7,138012,HIV diagnoses
2015,Pueblo County CO,8101.0,6,4.4,136264,HIV diagnoses
2014,Pueblo County CO,8101.0,5,3.7,134779,HIV diagnoses
2013,Pueblo County CO,8101.0,11,8.2,134102,HIV diagnoses
2012,Pueblo County CO,8101.0,7,5.2,133455,HIV diagnoses
2011,Pueblo County CO,8101.0,9,6.8,132461,HIV diagnoses
2010,Pueblo County CO,8101.0,,,,HIV diagnoses
2009,Pueblo County CO,8101.0,,,,HIV diagnoses
2008,Pueblo County CO,8101.0,8,6.2,128259,HIV diagnoses
2018,Pulaski County MO,29169.0,,,,HIV diagnoses
2017,Pulaski County MO,29169.0,5,11.5,43311,HIV diagnoses
2016,Pulaski County MO,29169.0,,,,HIV diagnoses
2015,Pulaski County MO,29169.0,0,0,44284,HIV diagnoses
2014,Pulaski County MO,29169.0,,,,HIV diagnoses
2013,Pulaski County MO,29169.0,6,13.4,44702,HIV diagnoses
2012,Pulaski County MO,29169.0,,,,HIV diagnoses
2011,Pulaski County MO,29169.0,5,11.4,43822,HIV diagnoses
2010,Pulaski County MO,29169.0,,,,HIV diagnoses
2009,Pulaski County MO,29169.0,,,,HIV diagnoses
2008,Pulaski County MO,29169.0,,,,HIV diagnoses
2018,Pulaski County VA,51155.0,,,,HIV diagnoses
2017,Pulaski County VA,51155.0,,,,HIV diagnoses
2016,Pulaski County VA,51155.0,0,0,29934,HIV diagnoses
2015,Pulaski County VA,51155.0,,,,HIV diagnoses
2014,Pulaski County VA,51155.0,,,,HIV diagnoses
2013,Pulaski County VA,51155.0,,,,HIV diagnoses
2012,Pulaski County VA,51155.0,,,,HIV diagnoses
2011,Pulaski County VA,51155.0,0,0,30086,HIV diagnoses
2010,Pulaski County VA,51155.0,,,,HIV diagnoses
2009,Pulaski County VA,51155.0,,,,HIV diagnoses
2008,Pulaski County VA,51155.0,,,,HIV diagnoses
2018,Pulaski County IN,18131.0,0,0,10543,HIV diagnoses
2017,Pulaski County IN,18131.0,0,0,10588,HIV diagnoses
2016,Pulaski County IN,18131.0,0,0,10655,HIV diagnoses
2015,Pulaski County IN,18131.0,0,0,10774,HIV diagnoses
2014,Pulaski County IN,18131.0,,,,HIV diagnoses
2013,Pulaski County IN,18131.0,0,0,10861,HIV diagnoses
2012,Pulaski County IN,18131.0,0,0,10923,HIV diagnoses
2011,Pulaski County IN,18131.0,0,0,11025,HIV diagnoses
2010,Pulaski County IN,18131.0,0,0,11114,HIV diagnoses
2009,Pulaski County IN,18131.0,0,0,11389,HIV diagnoses
2008,Pulaski County IN,18131.0,0,0,11454,HIV diagnoses
2018,Pulaski County IL,17153.0,0,0,4632,HIV diagnoses
2017,Pulaski County IL,17153.0,0,0,4688,HIV diagnoses
2016,Pulaski County IL,17153.0,0,0,4748,HIV diagnoses
2015,Pulaski County IL,17153.0,0,0,4805,HIV diagnoses
2014,Pulaski County IL,17153.0,,,,HIV diagnoses
2013,Pulaski County IL,17153.0,,,,HIV diagnoses
2012,Pulaski County IL,17153.0,,,,HIV diagnoses
2011,Pulaski County IL,17153.0,0,0,5012,HIV diagnoses
2010,Pulaski County IL,17153.0,0,0,5125,HIV diagnoses
2009,Pulaski County IL,17153.0,0,0,5135,HIV diagnoses
2008,Pulaski County IL,17153.0,0,0,5210,HIV diagnoses
2018,Pulaski County KY,21199.0,0,0,54488,HIV diagnoses
2017,Pulaski County KY,21199.0,6,11.1,54204,HIV diagnoses
2016,Pulaski County KY,21199.0,,,,HIV diagnoses
2015,Pulaski County KY,21199.0,,,,HIV diagnoses
2014,Pulaski County KY,21199.0,0,0,53579,HIV diagnoses
2013,Pulaski County KY,21199.0,,,,HIV diagnoses
2012,Pulaski County KY,21199.0,,,,HIV diagnoses
2011,Pulaski County KY,21199.0,,,,HIV diagnoses
2010,Pulaski County KY,21199.0,,,,HIV diagnoses
2009,Pulaski County KY,21199.0,,,,HIV diagnoses
2008,Pulaski County KY,21199.0,0,0,50802,HIV diagnoses
2018,Pulaski County GA,13235.0,,,,HIV diagnoses
2017,Pulaski County GA,13235.0,,,,HIV diagnoses
2016,Pulaski County GA,13235.0,,,,HIV diagnoses
2015,Pulaski County GA,13235.0,0,0,9859,HIV diagnoses
2014,Pulaski County GA,13235.0,,,,HIV diagnoses
2013,Pulaski County GA,13235.0,,,,HIV diagnoses
2012,Pulaski County GA,13235.0,,,,HIV diagnoses
2011,Pulaski County GA,13235.0,0,0,10039,HIV diagnoses
2010,Pulaski County GA,13235.0,,,,HIV diagnoses
2009,Pulaski County GA,13235.0,0,0,8342,HIV diagnoses
2008,Pulaski County GA,13235.0,,,,HIV diagnoses
2018,Pulaski County AR,5119.0,98,30.1,325963,HIV diagnoses
2017,Pulaski County AR,5119.0,107,32.8,326309,HIV diagnoses
2016,Pulaski County AR,5119.0,115,35.2,326486,HIV diagnoses
2015,Pulaski County AR,5119.0,102,31.3,325693,HIV diagnoses
2014,Pulaski County AR,5119.0,131,40.3,324946,HIV diagnoses
2013,Pulaski County AR,5119.0,102,31.5,323404,HIV diagnoses
2012,Pulaski County AR,5119.0,102,31.8,321132,HIV diagnoses
2011,Pulaski County AR,5119.0,87,27.3,319099,HIV diagnoses
2010,Pulaski County AR,5119.0,80,25.3,315962,HIV diagnoses
2009,Pulaski County AR,5119.0,105,33.7,311309,HIV diagnoses
2008,Pulaski County AR,5119.0,70,22.7,308591,HIV diagnoses
2018,Pushmataha County OK,40127.0,,,,HIV diagnoses
2017,Pushmataha County OK,40127.0,0,0,9349,HIV diagnoses
2016,Pushmataha County OK,40127.0,0,0,9295,HIV diagnoses
2015,Pushmataha County OK,40127.0,0,0,9357,HIV diagnoses
2014,Pushmataha County OK,40127.0,0,0,9380,HIV diagnoses
2013,Pushmataha County OK,40127.0,0,0,9474,HIV diagnoses
2012,Pushmataha County OK,40127.0,,,,HIV diagnoses
2011,Pushmataha County OK,40127.0,0,0,9590,HIV diagnoses
2010,Pushmataha County OK,40127.0,0,0,9752,HIV diagnoses
2009,Pushmataha County OK,40127.0,0,0,9873,HIV diagnoses
2008,Pushmataha County OK,40127.0,0,0,9777,HIV diagnoses
2018,Putnam County TN,47141.0,,,,HIV diagnoses
2017,Putnam County TN,47141.0,,,,HIV diagnoses
2016,Putnam County TN,47141.0,,,,HIV diagnoses
2015,Putnam County TN,47141.0,6,9.4,63753,HIV diagnoses
2014,Putnam County TN,47141.0,5,7.9,63532,HIV diagnoses
2013,Putnam County TN,47141.0,,,,HIV diagnoses
2012,Putnam County TN,47141.0,13,20.9,62196,HIV diagnoses
2011,Putnam County TN,47141.0,5,8.1,61758,HIV diagnoses
2010,Putnam County TN,47141.0,,,,HIV diagnoses
2009,Putnam County TN,47141.0,,,,HIV diagnoses
2008,Putnam County TN,47141.0,,,,HIV diagnoses
2018,Putnam County MO,29171.0,0,0,4008,HIV diagnoses
2017,Putnam County MO,29171.0,0,0,4050,HIV diagnoses
2016,Putnam County MO,29171.0,0,0,4062,HIV diagnoses
2015,Putnam County MO,29171.0,0,0,4096,HIV diagnoses
2014,Putnam County MO,29171.0,0,0,4103,HIV diagnoses
2013,Putnam County MO,29171.0,0,0,4110,HIV diagnoses
2012,Putnam County MO,29171.0,0,0,4163,HIV diagnoses
2011,Putnam County MO,29171.0,0,0,4158,HIV diagnoses
2010,Putnam County MO,29171.0,,,,HIV diagnoses
2009,Putnam County MO,29171.0,0,0,3963,HIV diagnoses
2008,Putnam County MO,29171.0,0,0,4033,HIV diagnoses
2018,Putnam County IN,18133.0,,,,HIV diagnoses
2017,Putnam County IN,18133.0,,,,HIV diagnoses
2016,Putnam County IN,18133.0,,,,HIV diagnoses
2015,Putnam County IN,18133.0,0,0,32422,HIV diagnoses
2014,Putnam County IN,18133.0,,,,HIV diagnoses
2013,Putnam County IN,18133.0,,,,HIV diagnoses
2012,Putnam County IN,18133.0,,,,HIV diagnoses
2011,Putnam County IN,18133.0,,,,HIV diagnoses
2010,Putnam County IN,18133.0,,,,HIV diagnoses
2009,Putnam County IN,18133.0,5,15.9,31431,HIV diagnoses
2008,Putnam County IN,18133.0,,,,HIV diagnoses
2018,Putnam County IL,17155.0,0,0,4949,HIV diagnoses
2017,Putnam County IL,17155.0,,,,HIV diagnoses
2016,Putnam County IL,17155.0,0,0,4928,HIV diagnoses
2015,Putnam County IL,17155.0,0,0,4946,HIV diagnoses
2014,Putnam County IL,17155.0,0,0,5027,HIV diagnoses
2013,Putnam County IL,17155.0,0,0,5040,HIV diagnoses
2012,Putnam County IL,17155.0,0,0,5087,HIV diagnoses
2011,Putnam County IL,17155.0,0,0,5110,HIV diagnoses
2010,Putnam County IL,17155.0,0,0,5130,HIV diagnoses
2009,Putnam County IL,17155.0,0,0,5090,HIV diagnoses
2008,Putnam County IL,17155.0,,,,HIV diagnoses
2018,Putnam County OH,39137.0,,,,HIV diagnoses
2017,Putnam County OH,39137.0,0,0,27623,HIV diagnoses
2016,Putnam County OH,39137.0,,,,HIV diagnoses
2015,Putnam County OH,39137.0,,,,HIV diagnoses
2014,Putnam County OH,39137.0,0,0,27859,HIV diagnoses
2013,Putnam County OH,39137.0,0,0,27869,HIV diagnoses
2012,Putnam County OH,39137.0,0,0,27948,HIV diagnoses
2011,Putnam County OH,39137.0,,,,HIV diagnoses
2010,Putnam County OH,39137.0,,,,HIV diagnoses
2009,Putnam County OH,39137.0,0,0,27860,HIV diagnoses
2008,Putnam County OH,39137.0,0,0,27915,HIV diagnoses
2018,Putnam County WV,54079.0,0,0,47951,HIV diagnoses
2017,Putnam County WV,54079.0,,,,HIV diagnoses
2016,Putnam County WV,54079.0,0,0,47693,HIV diagnoses
2015,Putnam County WV,54079.0,,,,HIV diagnoses
2014,Putnam County WV,54079.0,,,,HIV diagnoses
2013,Putnam County WV,54079.0,0,0,47284,HIV diagnoses
2012,Putnam County WV,54079.0,,,,HIV diagnoses
2011,Putnam County WV,54079.0,,,,HIV diagnoses
2010,Putnam County WV,54079.0,,,,HIV diagnoses
2009,Putnam County WV,54079.0,,,,HIV diagnoses
2008,Putnam County WV,54079.0,,,,HIV diagnoses
2018,Putnam County NY,36079.0,,,,HIV diagnoses
2017,Putnam County NY,36079.0,,,,HIV diagnoses
2016,Putnam County NY,36079.0,,,,HIV diagnoses
2015,Putnam County NY,36079.0,,,,HIV diagnoses
2014,Putnam County NY,36079.0,,,,HIV diagnoses
2013,Putnam County NY,36079.0,,,,HIV diagnoses
2012,Putnam County NY,36079.0,,,,HIV diagnoses
2011,Putnam County NY,36079.0,,,,HIV diagnoses
2010,Putnam County NY,36079.0,6,7.2,83837,HIV diagnoses
2009,Putnam County NY,36079.0,8,9.6,83422,HIV diagnoses
2008,Putnam County NY,36079.0,,,,HIV diagnoses
2018,Putnam County GA,13237.0,6,32,18737,HIV diagnoses
2017,Putnam County GA,13237.0,0,0,18546,HIV diagnoses
2016,Putnam County GA,13237.0,,,,HIV diagnoses
2015,Putnam County GA,13237.0,,,,HIV diagnoses
2014,Putnam County GA,13237.0,,,,HIV diagnoses
2013,Putnam County GA,13237.0,,,,HIV diagnoses
2012,Putnam County GA,13237.0,,,,HIV diagnoses
2011,Putnam County GA,13237.0,0,0,17862,HIV diagnoses
2010,Putnam County GA,13237.0,0,0,17844,HIV diagnoses
2009,Putnam County GA,13237.0,0,0,17272,HIV diagnoses
2008,Putnam County GA,13237.0,,,,HIV diagnoses
2018,Putnam County FL,12107.0,14,22.3,62723,HIV diagnoses
2017,Putnam County FL,12107.0,5,8.1,61939,HIV diagnoses
2016,Putnam County FL,12107.0,9,14.7,61187,HIV diagnoses
2015,Putnam County FL,12107.0,9,14.8,60753,HIV diagnoses
2014,Putnam County FL,12107.0,5,8.2,60812,HIV diagnoses
2013,Putnam County FL,12107.0,10,16.4,61005,HIV diagnoses
2012,Putnam County FL,12107.0,12,19.6,61338,HIV diagnoses
2011,Putnam County FL,12107.0,18,29.1,61872,HIV diagnoses
2010,Putnam County FL,12107.0,15,24.1,62284,HIV diagnoses
2009,Putnam County FL,12107.0,12,19.8,60708,HIV diagnoses
2008,Putnam County FL,12107.0,22,36,61139,HIV diagnoses
2018,Quay County NM,35037.0,0,0,7024,HIV diagnoses
2017,Quay County NM,35037.0,0,0,7039,HIV diagnoses
2016,Quay County NM,35037.0,0,0,7118,HIV diagnoses
2015,Quay County NM,35037.0,0,0,7183,HIV diagnoses
2014,Quay County NM,35037.0,0,0,7184,HIV diagnoses
2013,Quay County NM,35037.0,0,0,7336,HIV diagnoses
2012,Quay County NM,35037.0,0,0,7445,HIV diagnoses
2011,Quay County NM,35037.0,0,0,7627,HIV diagnoses
2010,Quay County NM,35037.0,,,,HIV diagnoses
2009,Quay County NM,35037.0,0,0,7579,HIV diagnoses
2008,Quay County NM,35037.0,0,0,7622,HIV diagnoses
2018,Queen Anne's County MD,24035.0,,,,HIV diagnoses
2017,Queen Anne's County MD,24035.0,0,0,42312,HIV diagnoses
2016,Queen Anne's County MD,24035.0,,,,HIV diagnoses
2015,Queen Anne's County MD,24035.0,,,,HIV diagnoses
2014,Queen Anne's County MD,24035.0,,,,HIV diagnoses
2013,Queen Anne's County MD,24035.0,0,0,40983,HIV diagnoses
2012,Queen Anne's County MD,24035.0,,,,HIV diagnoses
2011,Queen Anne's County MD,24035.0,,,,HIV diagnoses
2010,Queen Anne's County MD,24035.0,,,,HIV diagnoses
2009,Queen Anne's County MD,24035.0,5,12.5,40114,HIV diagnoses
2008,Queen Anne's County MD,24035.0,,,,HIV diagnoses
2018,Queens County NY,36081.0,409,21.1,1939651,HIV diagnoses
2017,Queens County NY,36081.0,433,22.2,1953935,HIV diagnoses
2016,Queens County NY,36081.0,452,23,1962845,HIV diagnoses
2015,Queens County NY,36081.0,464,23.7,1961822,HIV diagnoses
2014,Queens County NY,36081.0,492,25.2,1956260,HIV diagnoses
2013,Queens County NY,36081.0,461,23.7,1945272,HIV diagnoses
2012,Queens County NY,36081.0,495,25.6,1932843,HIV diagnoses
2011,Queens County NY,36081.0,488,25.4,1919615,HIV diagnoses
2010,Queens County NY,36081.0,545,28.6,1903948,HIV diagnoses
2009,Queens County NY,36081.0,598,30.7,1944989,HIV diagnoses
2008,Queens County NY,36081.0,617,32,1930706,HIV diagnoses
2018,Quitman County MS,28119.0,0,0,5908,HIV diagnoses
2017,Quitman County MS,28119.0,0,0,6028,HIV diagnoses
2016,Quitman County MS,28119.0,0,0,6101,HIV diagnoses
2015,Quitman County MS,28119.0,0,0,6217,HIV diagnoses
2014,Quitman County MS,28119.0,0,0,6369,HIV diagnoses
2013,Quitman County MS,28119.0,,,,HIV diagnoses
2012,Quitman County MS,28119.0,,,,HIV diagnoses
2011,Quitman County MS,28119.0,,,,HIV diagnoses
2010,Quitman County MS,28119.0,,,,HIV diagnoses
2009,Quitman County MS,28119.0,,,,HIV diagnoses
2008,Quitman County MS,28119.0,,,,HIV diagnoses
2018,Quitman County GA,13239.0,0,0,2000,HIV diagnoses
2017,Quitman County GA,13239.0,0,0,2037,HIV diagnoses
2016,Quitman County GA,13239.0,,,,HIV diagnoses
2015,Quitman County GA,13239.0,0,0,1997,HIV diagnoses
2014,Quitman County GA,13239.0,0,0,2012,HIV diagnoses
2013,Quitman County GA,13239.0,0,0,2070,HIV diagnoses
2012,Quitman County GA,13239.0,,,,HIV diagnoses
2011,Quitman County GA,13239.0,0,0,2120,HIV diagnoses
2010,Quitman County GA,13239.0,0,0,2135,HIV diagnoses
2009,Quitman County GA,13239.0,0,0,2203,HIV diagnoses
2008,Quitman County GA,13239.0,0,0,2229,HIV diagnoses
2018,Rabun County GA,13241.0,0,0,14944,HIV diagnoses
2017,Rabun County GA,13241.0,0,0,14638,HIV diagnoses
2016,Rabun County GA,13241.0,,,,HIV diagnoses
2015,Rabun County GA,13241.0,,,,HIV diagnoses
2014,Rabun County GA,13241.0,0,0,14206,HIV diagnoses
2013,Rabun County GA,13241.0,0,0,14196,HIV diagnoses
2012,Rabun County GA,13241.0,,,,HIV diagnoses
2011,Rabun County GA,13241.0,,,,HIV diagnoses
2010,Rabun County GA,13241.0,0,0,13989,HIV diagnoses
2009,Rabun County GA,13241.0,,,,HIV diagnoses
2008,Rabun County GA,13241.0,,,,HIV diagnoses
2018,Racine County WI,55101.0,7,4.3,164290,HIV diagnoses
2017,Racine County WI,55101.0,12,7.3,163449,HIV diagnoses
2016,Racine County WI,55101.0,10,6.2,162408,HIV diagnoses
2015,Racine County WI,55101.0,7,4.3,162120,HIV diagnoses
2014,Racine County WI,55101.0,11,6.8,162057,HIV diagnoses
2013,Racine County WI,55101.0,10,6.2,161528,HIV diagnoses
2012,Racine County WI,55101.0,10,6.2,161086,HIV diagnoses
2011,Racine County WI,55101.0,9,5.6,160928,HIV diagnoses
2010,Racine County WI,55101.0,10,6.2,161117,HIV diagnoses
2009,Racine County WI,55101.0,8,4.8,165339,HIV diagnoses
2008,Racine County WI,55101.0,11,6.7,164870,HIV diagnoses
2018,Radford City VA,51750.0,0,0,16704,HIV diagnoses
2017,Radford City VA,51750.0,,,,HIV diagnoses
2016,Radford City VA,51750.0,,,,HIV diagnoses
2015,Radford City VA,51750.0,,,,HIV diagnoses
2014,Radford City VA,51750.0,,,,HIV diagnoses
2013,Radford City VA,51750.0,0,0,15522,HIV diagnoses
2012,Radford City VA,51750.0,0,0,15192,HIV diagnoses
2011,Radford City VA,51750.0,,,,HIV diagnoses
2010,Radford City VA,51750.0,,,,HIV diagnoses
2009,Radford City VA,51750.0,0,0,14695,HIV diagnoses
2008,Radford City VA,51750.0,0,0,14658,HIV diagnoses
2018,Rains County TX,48379.0,0,0,10438,HIV diagnoses
2017,Rains County TX,48379.0,,,,HIV diagnoses
2016,Rains County TX,48379.0,0,0,9741,HIV diagnoses
2015,Rains County TX,48379.0,0,0,9588,HIV diagnoses
2014,Rains County TX,48379.0,0,0,9483,HIV diagnoses
2013,Rains County TX,48379.0,0,0,9453,HIV diagnoses
2012,Rains County TX,48379.0,,,,HIV diagnoses
2011,Rains County TX,48379.0,,,,HIV diagnoses
2010,Rains County TX,48379.0,0,0,9317,HIV diagnoses
2009,Rains County TX,48379.0,0,0,9699,HIV diagnoses
2008,Rains County TX,48379.0,0,0,9645,HIV diagnoses
2018,Raleigh County WV,54081.0,,,,HIV diagnoses
2017,Raleigh County WV,54081.0,8,12.6,63701,HIV diagnoses
2016,Raleigh County WV,54081.0,14,21.7,64622,HIV diagnoses
2015,Raleigh County WV,54081.0,5,7.6,65493,HIV diagnoses
2014,Raleigh County WV,54081.0,8,12.1,66143,HIV diagnoses
2013,Raleigh County WV,54081.0,7,10.5,66586,HIV diagnoses
2012,Raleigh County WV,54081.0,8,11.9,67034,HIV diagnoses
2011,Raleigh County WV,54081.0,13,19.3,67232,HIV diagnoses
2010,Raleigh County WV,54081.0,6,9,66982,HIV diagnoses
2009,Raleigh County WV,54081.0,5,7.4,67274,HIV diagnoses
2008,Raleigh County WV,54081.0,,,,HIV diagnoses
2018,Ralls County MO,29173.0,0,0,8716,HIV diagnoses
2017,Ralls County MO,29173.0,0,0,8670,HIV diagnoses
2016,Ralls County MO,29173.0,0,0,8663,HIV diagnoses
2015,Ralls County MO,29173.0,,,,HIV diagnoses
2014,Ralls County MO,29173.0,0,0,8673,HIV diagnoses
2013,Ralls County MO,29173.0,0,0,8563,HIV diagnoses
2012,Ralls County MO,29173.0,0,0,8613,HIV diagnoses
2011,Ralls County MO,29173.0,0,0,8582,HIV diagnoses
2010,Ralls County MO,29173.0,0,0,8510,HIV diagnoses
2009,Ralls County MO,29173.0,0,0,8178,HIV diagnoses
2008,Ralls County MO,29173.0,0,0,8189,HIV diagnoses
2018,Ramsey County MN,27123.0,43,9.4,455245,HIV diagnoses
2017,Ramsey County MN,27123.0,49,10.9,451006,HIV diagnoses
2016,Ramsey County MN,27123.0,39,8.7,447770,HIV diagnoses
2015,Ramsey County MN,27123.0,41,9.2,443755,HIV diagnoses
2014,Ramsey County MN,27123.0,51,11.6,440352,HIV diagnoses
2013,Ramsey County MN,27123.0,38,8.7,436086,HIV diagnoses
2012,Ramsey County MN,27123.0,52,12,431652,HIV diagnoses
2011,Ramsey County MN,27123.0,45,10.5,428058,HIV diagnoses
2010,Ramsey County MN,27123.0,60,14.2,423277,HIV diagnoses
2009,Ramsey County MN,27123.0,69,16.4,420848,HIV diagnoses
2008,Ramsey County MN,27123.0,46,11,417844,HIV diagnoses
2018,Ramsey County ND,38071.0,0,0,9457,HIV diagnoses
2017,Ramsey County ND,38071.0,,,,HIV diagnoses
2016,Ramsey County ND,38071.0,0,0,9528,HIV diagnoses
2015,Ramsey County ND,38071.0,,,,HIV diagnoses
2014,Ramsey County ND,38071.0,0,0,9672,HIV diagnoses
2013,Ramsey County ND,38071.0,0,0,9669,HIV diagnoses
2012,Ramsey County ND,38071.0,0,0,9716,HIV diagnoses
2011,Ramsey County ND,38071.0,0,0,9688,HIV diagnoses
2010,Ramsey County ND,38071.0,,,,HIV diagnoses
2009,Ramsey County ND,38071.0,0,0,9439,HIV diagnoses
2008,Ramsey County ND,38071.0,0,0,9485,HIV diagnoses
2018,Randall County TX,48381.0,6,5.3,112877,HIV diagnoses
2017,Randall County TX,48381.0,6,5.4,111216,HIV diagnoses
2016,Randall County TX,48381.0,,,,HIV diagnoses
2015,Randall County TX,48381.0,14,13,107683,HIV diagnoses
2014,Randall County TX,48381.0,,,,HIV diagnoses
2013,Randall County TX,48381.0,5,4.8,104512,HIV diagnoses
2012,Randall County TX,48381.0,6,5.8,102843,HIV diagnoses
2011,Randall County TX,48381.0,,,,HIV diagnoses
2010,Randall County TX,48381.0,,,,HIV diagnoses
2009,Randall County TX,48381.0,,,,HIV diagnoses
2008,Randall County TX,48381.0,,,,HIV diagnoses
2018,Randolph County MO,29175.0,0,0,20945,HIV diagnoses
2017,Randolph County MO,29175.0,,,,HIV diagnoses
2016,Randolph County MO,29175.0,,,,HIV diagnoses
2015,Randolph County MO,29175.0,0,0,21105,HIV diagnoses
