Indicator,Year,Geography,FIPS,Cases,Rate per 100000,Population
HIV prevalence,2015,"Webster County, GA",13307,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Webster County, GA",13307,5,222.2,"2,250"
HIV prevalence,2013,"Webster County, GA",13307,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Webster County, GA",13307,5,214.8,"2,327"
HIV prevalence,2011,"Webster County, GA",13307,6,262.1,"2,289"
HIV prevalence,2010,"Webster County, GA",13307,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Webster County, GA",13307,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Webster County, GA",13307,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Webster Parish, LA",22119,60,182.7,"32,847"
HIV prevalence,2016,"Webster Parish, LA",22119,69,207.6,"33,230"
HIV prevalence,2015,"Webster Parish, LA",22119,72,215,"33,492"
HIV prevalence,2014,"Webster Parish, LA",22119,72,214.2,"33,620"
HIV prevalence,2013,"Webster Parish, LA",22119,65,191.3,"33,970"
HIV prevalence,2012,"Webster Parish, LA",22119,60,176,"34,096"
HIV prevalence,2011,"Webster Parish, LA",22119,54,157.2,"34,348"
HIV prevalence,2010,"Webster Parish, LA",22119,47,137,"34,310"
HIV prevalence,2009,"Webster Parish, LA",22119,36,107.2,"33,590"
HIV prevalence,2008,"Webster Parish, LA",22119,30,89.2,"33,647"
HIV prevalence,2017,"Weld County, CO",8123,227,92.1,"246,399"
HIV prevalence,2016,"Weld County, CO",8123,214,90.1,"237,604"
HIV prevalence,2015,"Weld County, CO",8123,175,76.4,"229,005"
HIV prevalence,2014,"Weld County, CO",8123,160,72.3,"221,428"
HIV prevalence,2013,"Weld County, CO",8123,142,65.6,"216,366"
HIV prevalence,2012,"Weld County, CO",8123,137,65,"210,884"
HIV prevalence,2011,"Weld County, CO",8123,132,64,"206,170"
HIV prevalence,2010,"Weld County, CO",8123,126,62.4,"202,013"
HIV prevalence,2009,"Weld County, CO",8123,131,64.7,"202,472"
HIV prevalence,2008,"Weld County, CO",8123,127,64.1,"198,144"
HIV prevalence,2017,"Wells County, IN",18179,13,56.4,"23,063"
HIV prevalence,2016,"Wells County, IN",18179,9,39.2,"22,970"
HIV prevalence,2015,"Wells County, IN",18179,7,30.5,"22,974"
HIV prevalence,2014,"Wells County, IN",18179,8,34.8,"23,013"
HIV prevalence,2013,"Wells County, IN",18179,9,39.2,"22,942"
HIV prevalence,2012,"Wells County, IN",18179,13,56.8,"22,904"
HIV prevalence,2011,"Wells County, IN",18179,12,52.4,"22,908"
HIV prevalence,2010,"Wells County, IN",18179,14,61.3,"22,855"
HIV prevalence,2009,"Wells County, IN",18179,9,39.1,"23,010"
HIV prevalence,2008,"Wells County, IN",18179,9,38.9,"23,110"
HIV prevalence,2017,"Wells County, ND",38103,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Wells County, ND",38103,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Wells County, ND",38103,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Wells County, ND",38103,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Wells County, ND",38103,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Wells County, ND",38103,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Wells County, ND",38103,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Wells County, ND",38103,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Wells County, ND",38103,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Wells County, ND",38103,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"West Baton Rouge Parish, LA",22121,116,539.9,"21,486"
HIV prevalence,2016,"West Baton Rouge Parish, LA",22121,108,508.1,"21,254"
HIV prevalence,2015,"West Baton Rouge Parish, LA",22121,96,458,"20,960"
HIV prevalence,2014,"West Baton Rouge Parish, LA",22121,93,447.7,"20,774"
HIV prevalence,2013,"West Baton Rouge Parish, LA",22121,89,437.8,"20,327"
HIV prevalence,2012,"West Baton Rouge Parish, LA",22121,89,447.9,"19,869"
HIV prevalence,2011,"West Baton Rouge Parish, LA",22121,95,480.6,"19,767"
HIV prevalence,2010,"West Baton Rouge Parish, LA",22121,100,508.4,"19,671"
HIV prevalence,2009,"West Baton Rouge Parish, LA",22121,98,527.8,"18,568"
HIV prevalence,2008,"West Baton Rouge Parish, LA",22121,96,516.6,"18,584"
HIV prevalence,2017,"West Carroll Parish, LA",22123,12,130.5,"9,195"
HIV prevalence,2016,"West Carroll Parish, LA",22123,15,161.2,"9,304"
HIV prevalence,2015,"West Carroll Parish, LA",22123,8,85.2,"9,392"
HIV prevalence,2014,"West Carroll Parish, LA",22123,6,63,"9,529"
HIV prevalence,2013,"West Carroll Parish, LA",22123,9,94.8,"9,498"
HIV prevalence,2012,"West Carroll Parish, LA",22123,13,136.7,"9,510"
HIV prevalence,2011,"West Carroll Parish, LA",22123,9,94.9,"9,488"
HIV prevalence,2010,"West Carroll Parish, LA",22123,10,104.8,"9,542"
HIV prevalence,2009,"West Carroll Parish, LA",22123,20,212.2,"9,427"
HIV prevalence,2008,"West Carroll Parish, LA",22123,17,179.3,"9,479"
HIV prevalence,2017,"West Feliciana Parish, LA",22125,132,968.9,"13,623"
HIV prevalence,2016,"West Feliciana Parish, LA",22125,147,1083.1,"13,573"
HIV prevalence,2015,"West Feliciana Parish, LA",22125,140,1027.6,"13,624"
HIV prevalence,2014,"West Feliciana Parish, LA",22125,165,1212.1,"13,613"
HIV prevalence,2013,"West Feliciana Parish, LA",22125,165,1206.7,"13,674"
HIV prevalence,2012,"West Feliciana Parish, LA",22125,129,944.4,"13,660"
HIV prevalence,2011,"West Feliciana Parish, LA",22125,134,978.8,"13,691"
HIV prevalence,2010,"West Feliciana Parish, LA",22125,130,940.5,"13,823"
HIV prevalence,2009,"West Feliciana Parish, LA",22125,119,891.3,"13,352"
HIV prevalence,2008,"West Feliciana Parish, LA",22125,119,883.8,"13,465"
HIV prevalence,2017,"Westchester County, NY",36119,"3,497",427,"819,027"
HIV prevalence,2016,"Westchester County, NY",36119,"3,580",437.5,"818,378"
HIV prevalence,2015,"Westchester County, NY",36119,"3,123",382.7,"815,997"
HIV prevalence,2014,"Westchester County, NY",36119,"3,033",373.1,"813,016"
HIV prevalence,2013,"Westchester County, NY",36119,"2,897",358.2,"808,755"
HIV prevalence,2012,"Westchester County, NY",36119,"2,790",347.7,"802,323"
HIV prevalence,2011,"Westchester County, NY",36119,"2,732",342.4,"797,783"
HIV prevalence,2010,"Westchester County, NY",36119,"2,605",329.2,"791,350"
HIV prevalence,2009,"Westchester County, NY",36119,"3,211",404.2,"794,438"
HIV prevalence,2008,"Westchester County, NY",36119,"3,168",402.2,"787,676"
HIV prevalence,2017,"Westmoreland County, PA",42129,64,20.8,"307,378"
HIV prevalence,2016,"Westmoreland County, PA",42129,41,13.3,"309,060"
HIV prevalence,2015,"Westmoreland County, PA",42129,155,49.9,"310,596"
HIV prevalence,2014,"Westmoreland County, PA",42129,151,48.4,"312,171"
HIV prevalence,2013,"Westmoreland County, PA",42129,142,45.3,"313,297"
HIV prevalence,2012,"Westmoreland County, PA",42129,135,42.9,"314,796"
HIV prevalence,2011,"Westmoreland County, PA",42129,131,41.5,"315,633"
HIV prevalence,2010,"Westmoreland County, PA",42129,136,43.1,"315,725"
HIV prevalence,2009,"Westmoreland County, PA",42129,135,43,"313,671"
HIV prevalence,2008,"Westmoreland County, PA",42129,133,42.4,"313,599"
HIV prevalence,2017,"Westmoreland County, VA",51193,21,137.3,"15,296"
HIV prevalence,2016,"Westmoreland County, VA",51193,24,158.2,"15,174"
HIV prevalence,2015,"Westmoreland County, VA",51193,19,125.1,"15,191"
HIV prevalence,2014,"Westmoreland County, VA",51193,36,237.7,"15,145"
HIV prevalence,2013,"Westmoreland County, VA",51193,34,224,"15,179"
HIV prevalence,2012,"Westmoreland County, VA",51193,24,159,"15,096"
HIV prevalence,2011,"Westmoreland County, VA",51193,24,158.5,"15,142"
HIV prevalence,2010,"Westmoreland County, VA",51193,17,113,"15,047"
HIV prevalence,2009,"Westmoreland County, VA",51193,11,72.7,"15,130"
HIV prevalence,2008,"Westmoreland County, VA",51193,10,66.5,"15,047"
HIV prevalence,2017,"Weston County, WY",56045,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Weston County, WY",56045,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Weston County, WY",56045,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Weston County, WY",56045,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Weston County, WY",56045,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Weston County, WY",56045,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Weston County, WY",56045,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Weston County, WY",56045,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Weston County, WY",56045,0,0,"5,905"
HIV prevalence,2008,"Weston County, WY",56045,0,0,"5,861"
HIV prevalence,2017,"Wetzel County, WV",54103,7,52.7,"13,291"
HIV prevalence,2016,"Wetzel County, WV",54103,5,37.2,"13,456"
HIV prevalence,2015,"Wetzel County, WV",54103,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Wetzel County, WV",54103,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Wetzel County, WV",54103,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Wetzel County, WV",54103,5,35.7,"14,002"
HIV prevalence,2011,"Wetzel County, WV",54103,6,42.7,"14,048"
HIV prevalence,2010,"Wetzel County, WV",54103,8,56.5,"14,168"
HIV prevalence,2009,"Wetzel County, WV",54103,6,43.8,"13,714"
HIV prevalence,2008,"Wetzel County, WV",54103,6,43.5,"13,791"
HIV prevalence,2017,"Wexford County, MI",26165,16,57.8,"27,659"
HIV prevalence,2016,"Wexford County, MI",26165,17,61.9,"27,479"
HIV prevalence,2015,"Wexford County, MI",26165,18,65.9,"27,327"
HIV prevalence,2014,"Wexford County, MI",26165,19,69.7,"27,263"
HIV prevalence,2013,"Wexford County, MI",26165,11,40.8,"26,991"
HIV prevalence,2012,"Wexford County, MI",26165,11,40.8,"26,986"
HIV prevalence,2011,"Wexford County, MI",26165,9,33.3,"27,016"
HIV prevalence,2010,"Wexford County, MI",26165,8,29.6,"27,038"
HIV prevalence,2009,"Wexford County, MI",26165,7,26.6,"26,340"
HIV prevalence,2008,"Wexford County, MI",26165,7,26.5,"26,389"
HIV prevalence,2017,"Wharton County, TX",48481,65,190.4,"34,143"
HIV prevalence,2016,"Wharton County, TX",48481,73,215.1,"33,944"
HIV prevalence,2015,"Wharton County, TX",48481,74,219.7,"33,687"
HIV prevalence,2014,"Wharton County, TX",48481,66,197.5,"33,419"
HIV prevalence,2013,"Wharton County, TX",48481,62,185.9,"33,345"
HIV prevalence,2012,"Wharton County, TX",48481,56,168.1,"33,309"
HIV prevalence,2011,"Wharton County, TX",48481,60,179.8,"33,373"
HIV prevalence,2010,"Wharton County, TX",48481,54,162.2,"33,289"
HIV prevalence,2009,"Wharton County, TX",48481,52,158.6,"32,778"
HIV prevalence,2008,"Wharton County, TX",48481,51,155.4,"32,818"
HIV prevalence,2017,"Whatcom County, WA",53073,238,125.2,"190,167"
HIV prevalence,2016,"Whatcom County, WA",53073,200,107.7,"185,650"
HIV prevalence,2015,"Whatcom County, WA",53073,200,110.1,"181,625"
HIV prevalence,2014,"Whatcom County, WA",53073,191,107.2,"178,240"
HIV prevalence,2013,"Whatcom County, WA",53073,205,116.3,"176,285"
HIV prevalence,2012,"Whatcom County, WA",53073,202,115.4,"175,041"
HIV prevalence,2011,"Whatcom County, WA",53073,158,91.1,"173,497"
HIV prevalence,2010,"Whatcom County, WA",53073,146,85,"171,665"
HIV prevalence,2009,"Whatcom County, WA",53073,132,77.5,"170,428"
HIV prevalence,2008,"Whatcom County, WA",53073,125,74.6,"167,487"
HIV prevalence,2017,"Wheatland County, MT",30107,0,0,"1,797"
HIV prevalence,2016,"Wheatland County, MT",30107,0,0,"1,758"
HIV prevalence,2015,"Wheatland County, MT",30107,0,0,"1,755"
HIV prevalence,2014,"Wheatland County, MT",30107,0,0,"1,740"
HIV prevalence,2013,"Wheatland County, MT",30107,0,0,"1,763"
HIV prevalence,2012,"Wheatland County, MT",30107,0,0,"1,736"
HIV prevalence,2011,"Wheatland County, MT",30107,0,0,"1,783"
HIV prevalence,2010,"Wheatland County, MT",30107,0,0,"1,806"
HIV prevalence,2009,"Wheatland County, MT",30107,0,0,"1,698"
HIV prevalence,2008,"Wheatland County, MT",30107,0,0,"1,700"
HIV prevalence,2017,"Wheeler County, OR",41069,0,0,"1,212"
HIV prevalence,2016,"Wheeler County, OR",41069,0,0,"1,193"
HIV prevalence,2015,"Wheeler County, OR",41069,0,0,"1,203"
HIV prevalence,2014,"Wheeler County, OR",41069,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Wheeler County, OR",41069,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Wheeler County, OR",41069,0,0,"1,253"
HIV prevalence,2011,"Wheeler County, OR",41069,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Wheeler County, OR",41069,0,0,"1,273"
HIV prevalence,2009,"Wheeler County, OR",41069,0,0,"1,221"
HIV prevalence,2008,"Wheeler County, OR",41069,0,0,"1,232"
HIV prevalence,2017,"Wheeler County, NE",31183,0,0,686
HIV prevalence,2016,"Wheeler County, NE",31183,0,0,681
HIV prevalence,2015,"Wheeler County, NE",31183,0,0,673
HIV prevalence,2014,"Wheeler County, NE",31183,0,0,681
HIV prevalence,2013,"Wheeler County, NE",31183,0,0,681
HIV prevalence,2012,"Wheeler County, NE",31183,0,0,682
HIV prevalence,2011,"Wheeler County, NE",31183,0,0,687
HIV prevalence,2010,"Wheeler County, NE",31183,0,0,692
HIV prevalence,2009,"Wheeler County, NE",31183,0,0,655
HIV prevalence,2008,"Wheeler County, NE",31183,0,0,671
HIV prevalence,2017,"Wheeler County, TX",48483,6,138.7,"4,324"
HIV prevalence,2016,"Wheeler County, TX",48483,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Wheeler County, TX",48483,5,109.5,"4,565"
HIV prevalence,2014,"Wheeler County, TX",48483,5,108.6,"4,603"
HIV prevalence,2013,"Wheeler County, TX",48483,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Wheeler County, TX",48483,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Wheeler County, TX",48483,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Wheeler County, TX",48483,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Wheeler County, TX",48483,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Wheeler County, TX",48483,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Wheeler County, GA",13309,35,500.5,"6,993"
HIV prevalence,2016,"Wheeler County, GA",13309,37,526.3,"7,031"
HIV prevalence,2015,"Wheeler County, GA",13309,37,531.8,"6,958"
HIV prevalence,2014,"Wheeler County, GA",13309,33,469.6,"7,027"
HIV prevalence,2013,"Wheeler County, GA",13309,10,143.5,"6,966"
HIV prevalence,2012,"Wheeler County, GA",13309,19,273.6,"6,944"
HIV prevalence,2011,"Wheeler County, GA",13309,12,170.3,"7,045"
HIV prevalence,2010,"Wheeler County, GA",13309,14,208.7,"6,709"
HIV prevalence,2009,"Wheeler County, GA",13309,19,317.8,"5,979"
HIV prevalence,2008,"Wheeler County, GA",13309,19,321.5,"5,910"
HIV prevalence,2017,"White County, TN",47185,23,101.8,"22,589"
HIV prevalence,2016,"White County, TN",47185,23,103.1,"22,304"
HIV prevalence,2015,"White County, TN",47185,18,81,"22,211"
HIV prevalence,2014,"White County, TN",47185,22,99.5,"22,102"
HIV prevalence,2013,"White County, TN",47185,19,86.1,"22,065"
HIV prevalence,2012,"White County, TN",47185,17,77.6,"21,907"
HIV prevalence,2011,"White County, TN",47185,6,27.5,"21,848"
HIV prevalence,2010,"White County, TN",47185,9,41.5,"21,704"
HIV prevalence,2009,"White County, TN",47185,14,65.9,"21,248"
HIV prevalence,2008,"White County, TN",47185,13,61.6,"21,121"
HIV prevalence,2017,"White County, AR",5145,73,111.1,"65,703"
HIV prevalence,2016,"White County, AR",5145,71,108.3,"65,531"
HIV prevalence,2015,"White County, AR",5145,67,102.4,"65,446"
HIV prevalence,2014,"White County, AR",5145,58,89.2,"65,047"
HIV prevalence,2013,"White County, AR",5145,60,92.2,"65,058"
HIV prevalence,2012,"White County, AR",5145,54,82.8,"65,183"
HIV prevalence,2011,"White County, AR",5145,51,78.9,"64,644"
HIV prevalence,2010,"White County, AR",5145,41,64,"64,028"
HIV prevalence,2009,"White County, AR",5145,52,82.6,"62,943"
HIV prevalence,2008,"White County, AR",5145,51,82.4,"61,901"
HIV prevalence,2017,"White County, IN",18181,21,104,"20,191"
HIV prevalence,2016,"White County, IN",18181,19,94.3,"20,149"
HIV prevalence,2015,"White County, IN",18181,18,88.7,"20,292"
HIV prevalence,2014,"White County, IN",18181,19,93.1,"20,401"
HIV prevalence,2013,"White County, IN",18181,19,93.3,"20,373"
HIV prevalence,2012,"White County, IN",18181,20,97.9,"20,427"
HIV prevalence,2011,"White County, IN",18181,17,83.1,"20,456"
HIV prevalence,2010,"White County, IN",18181,18,87.8,"20,491"
HIV prevalence,2009,"White County, IN",18181,11,57.1,"19,270"
HIV prevalence,2008,"White County, IN",18181,11,56.3,"19,555"
HIV prevalence,2017,"White County, IL",17193,5,42.6,"11,728"
HIV prevalence,2016,"White County, IL",17193,7,59.2,"11,816"
HIV prevalence,2015,"White County, IL",17193,8,67.2,"11,905"
HIV prevalence,2014,"White County, IL",17193,6,50.1,"11,971"
HIV prevalence,2013,"White County, IL",17193,5,41.2,"12,126"
HIV prevalence,2012,"White County, IL",17193,6,48.9,"12,258"
HIV prevalence,2011,"White County, IL",17193,6,48.6,"12,336"
HIV prevalence,2010,"White County, IL",17193,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"White County, IL",17193,5,40.2,"12,445"
HIV prevalence,2008,"White County, IL",17193,5,39.9,"12,537"
HIV prevalence,2017,"White County, GA",13311,26,102.5,"25,366"
HIV prevalence,2016,"White County, GA",13311,23,92.9,"24,759"
HIV prevalence,2015,"White County, GA",13311,20,82.4,"24,285"
HIV prevalence,2014,"White County, GA",13311,20,83.6,"23,915"
HIV prevalence,2013,"White County, GA",13311,18,75.9,"23,713"
HIV prevalence,2012,"White County, GA",13311,15,64,"23,422"
HIV prevalence,2011,"White County, GA",13311,9,39,"23,095"
HIV prevalence,2010,"White County, GA",13311,8,35,"22,857"
HIV prevalence,2009,"White County, GA",13311,7,33.1,"21,146"
HIV prevalence,2008,"White County, GA",13311,6,28.6,"20,994"
HIV prevalence,2017,"White Pine County, NV",32033,19,230.9,"8,230"
HIV prevalence,2016,"White Pine County, NV",32033,15,181.2,"8,280"
HIV prevalence,2015,"White Pine County, NV",32033,16,191.8,"8,343"
HIV prevalence,2014,"White Pine County, NV",32033,15,176.1,"8,516"
HIV prevalence,2013,"White Pine County, NV",32033,8,93.8,"8,527"
HIV prevalence,2012,"White Pine County, NV",32033,7,82.5,"8,487"
HIV prevalence,2011,"White Pine County, NV",32033,11,128.1,"8,584"
HIV prevalence,2010,"White Pine County, NV",32033,8,94.4,"8,477"
HIV prevalence,2009,"White Pine County, NV",32033,8,102.5,"7,804"
HIV prevalence,2008,"White Pine County, NV",32033,9,115.9,"7,764"
HIV prevalence,2017,"Whiteside County, IL",17195,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Whiteside County, IL",17195,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Whiteside County, IL",17195,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Whiteside County, IL",17195,6,12.5,"47,932"
HIV prevalence,2013,"Whiteside County, IL",17195,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Whiteside County, IL",17195,5,10.3,"48,385"
HIV prevalence,2011,"Whiteside County, IL",17195,8,16.4,"48,743"
HIV prevalence,2010,"Whiteside County, IL",17195,11,22.5,"48,851"
HIV prevalence,2009,"Whiteside County, IL",17195,18,36.5,"49,268"
HIV prevalence,2008,"Whiteside County, IL",17195,17,34.5,"49,241"
HIV prevalence,2017,"Whitfield County, GA",13313,125,147.5,"84,741"
HIV prevalence,2016,"Whitfield County, GA",13313,140,165.5,"84,570"
HIV prevalence,2015,"Whitfield County, GA",13313,116,138.2,"83,925"
HIV prevalence,2014,"Whitfield County, GA",13313,133,160.1,"83,073"
HIV prevalence,2013,"Whitfield County, GA",13313,121,146.8,"82,421"
HIV prevalence,2012,"Whitfield County, GA",13313,138,168.2,"82,044"
HIV prevalence,2011,"Whitfield County, GA",13313,110,134.5,"81,774"
HIV prevalence,2010,"Whitfield County, GA",13313,71,87.3,"81,338"
HIV prevalence,2009,"Whitfield County, GA",13313,116,161,"72,070"
HIV prevalence,2008,"Whitfield County, GA",13313,115,159.8,"71,952"
HIV prevalence,2017,"Whitley County, KY",21235,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Whitley County, KY",21235,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Whitley County, KY",21235,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Whitley County, KY",21235,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Whitley County, KY",21235,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Whitley County, KY",21235,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Whitley County, KY",21235,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Whitley County, KY",21235,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Whitley County, KY",21235,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Whitley County, KY",21235,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Whitley County, IN",18183,19,67.2,"28,255"
HIV prevalence,2016,"Whitley County, IN",18183,14,50,"27,997"
HIV prevalence,2015,"Whitley County, IN",18183,14,50.1,"27,957"
HIV prevalence,2014,"Whitley County, IN",18183,10,35.8,"27,940"
HIV prevalence,2013,"Whitley County, IN",18183,13,46.8,"27,795"
HIV prevalence,2012,"Whitley County, IN",18183,16,57.7,"27,720"
HIV prevalence,2011,"Whitley County, IN",18183,11,39.7,"27,680"
HIV prevalence,2010,"Whitley County, IN",18183,11,39.8,"27,612"
HIV prevalence,2009,"Whitley County, IN",18183,6,22.1,"27,132"
HIV prevalence,2008,"Whitley County, IN",18183,7,25.9,"27,003"
HIV prevalence,2017,"Whitman County, WA",53075,27,61.5,"43,908"
HIV prevalence,2016,"Whitman County, WA",53075,26,59.9,"43,396"
HIV prevalence,2015,"Whitman County, WA",53075,22,51.4,"42,816"
HIV prevalence,2014,"Whitman County, WA",53075,20,48,"41,699"
HIV prevalence,2013,"Whitman County, WA",53075,13,31.2,"41,609"
HIV prevalence,2012,"Whitman County, WA",53075,16,38.5,"41,575"
HIV prevalence,2011,"Whitman County, WA",53075,16,39.9,"40,104"
HIV prevalence,2010,"Whitman County, WA",53075,15,37.6,"39,946"
HIV prevalence,2009,"Whitman County, WA",53075,18,47.5,"37,890"
HIV prevalence,2008,"Whitman County, WA",53075,17,45.6,"37,268"
HIV prevalence,2017,"Wibaux County, MT",30109,0,0,861
HIV prevalence,2016,"Wibaux County, MT",30109,0,0,872
HIV prevalence,2015,"Wibaux County, MT",30109,0,0,900
HIV prevalence,2014,"Wibaux County, MT",30109,0,0,916
HIV prevalence,2013,"Wibaux County, MT",30109,0,0,936
HIV prevalence,2012,"Wibaux County, MT",30109,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Wibaux County, MT",30109,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Wibaux County, MT",30109,0,0,864
HIV prevalence,2009,"Wibaux County, MT",30109,0,0,772
HIV prevalence,2008,"Wibaux County, MT",30109,0,0,758
HIV prevalence,2017,"Wichita County, KS",20203,0,0,"1,724"
HIV prevalence,2016,"Wichita County, KS",20203,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Wichita County, KS",20203,0,0,"1,751"
HIV prevalence,2014,"Wichita County, KS",20203,0,0,"1,766"
HIV prevalence,2013,"Wichita County, KS",20203,0,0,"1,773"
HIV prevalence,2012,"Wichita County, KS",20203,0,0,"1,804"
HIV prevalence,2011,"Wichita County, KS",20203,0,0,"1,827"
HIV prevalence,2010,"Wichita County, KS",20203,0,0,"1,802"
HIV prevalence,2009,"Wichita County, KS",20203,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Wichita County, KS",20203,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Wichita County, TX",48485,141,128.1,"110,060"
HIV prevalence,2016,"Wichita County, TX",48485,136,124,"109,636"
HIV prevalence,2015,"Wichita County, TX",48485,130,119,"109,243"
HIV prevalence,2014,"Wichita County, TX",48485,125,113.2,"110,401"
HIV prevalence,2013,"Wichita County, TX",48485,126,114.5,"110,017"
HIV prevalence,2012,"Wichita County, TX",48485,117,106.8,"109,558"
HIV prevalence,2011,"Wichita County, TX",48485,129,118.7,"108,667"
HIV prevalence,2010,"Wichita County, TX",48485,145,132.5,"109,474"
HIV prevalence,2009,"Wichita County, TX",48485,147,140.2,"104,847"
HIV prevalence,2008,"Wichita County, TX",48485,141,134.2,"105,048"
HIV prevalence,2017,"Wicomico County, MD",24045,254,294.5,"86,235"
HIV prevalence,2016,"Wicomico County, MD",24045,238,276.8,"85,995"
HIV prevalence,2015,"Wicomico County, MD",24045,246,287,"85,724"
HIV prevalence,2014,"Wicomico County, MD",24045,195,228.6,"85,297"
HIV prevalence,2013,"Wicomico County, MD",24045,209,246.4,"84,822"
HIV prevalence,2012,"Wicomico County, MD",24045,189,223.7,"84,489"
HIV prevalence,2011,"Wicomico County, MD",24045,186,221.5,"83,989"
HIV prevalence,2010,"Wicomico County, MD",24045,175,210.6,"83,076"
HIV prevalence,2009,"Wicomico County, MD",24045,184,235,"78,285"
HIV prevalence,2008,"Wicomico County, MD",24045,176,225.5,"78,049"
HIV prevalence,2017,"Wilbarger County, TX",48487,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Wilbarger County, TX",48487,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Wilbarger County, TX",48487,5,45.8,"10,911"
HIV prevalence,2014,"Wilbarger County, TX",48487,5,46.2,"10,829"
HIV prevalence,2013,"Wilbarger County, TX",48487,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Wilbarger County, TX",48487,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Wilbarger County, TX",48487,5,45.2,"11,068"
HIV prevalence,2010,"Wilbarger County, TX",48487,9,81.4,"11,060"
HIV prevalence,2009,"Wilbarger County, TX",48487,14,128.1,"10,931"
HIV prevalence,2008,"Wilbarger County, TX",48487,14,127.8,"10,952"
HIV prevalence,2017,"Wilcox County, AL",1131,26,290.7,"8,945"
HIV prevalence,2016,"Wilcox County, AL",1131,25,275.4,"9,078"
HIV prevalence,2015,"Wilcox County, AL",1131,18,197.7,"9,106"
HIV prevalence,2014,"Wilcox County, AL",1131,14,153.4,"9,129"
HIV prevalence,2013,"Wilcox County, AL",1131,13,140.4,"9,262"
HIV prevalence,2012,"Wilcox County, AL",1131,12,128.2,"9,358"
HIV prevalence,2011,"Wilcox County, AL",1131,10,106.1,"9,429"
HIV prevalence,2010,"Wilcox County, AL",1131,7,74.2,"9,433"
HIV prevalence,2009,"Wilcox County, AL",1131,16,161.8,"9,886"
HIV prevalence,2008,"Wilcox County, AL",1131,15,149.3,"10,045"
HIV prevalence,2017,"Wilcox County, GA",13315,48,631.9,"7,597"
HIV prevalence,2016,"Wilcox County, GA",13315,50,656,"7,622"
HIV prevalence,2015,"Wilcox County, GA",13315,42,546.6,"7,684"
