Year,Geography,FIPS,Cases,Rate per 100000,Population,Indicator
2017,"Orange County, NC",37135,5,4,"124,205",HIV diagnoses
2016,"Orange County, NC",37135,10,8.1,"123,269",HIV diagnoses
2015,"Orange County, NC",37135,12,9.9,"121,584",HIV diagnoses
2014,"Orange County, NC",37135,11,9.1,"120,599",HIV diagnoses
2013,"Orange County, NC",37135,14,11.7,"119,449",HIV diagnoses
2012,"Orange County, NC",37135,13,11,"117,931",HIV diagnoses
2011,"Orange County, NC",37135,12,10.4,"115,100",HIV diagnoses
2010,"Orange County, NC",37135,8,7,"114,189",HIV diagnoses
2009,"Orange County, NC",37135,13,11.8,"109,723",HIV diagnoses
2008,"Orange County, NC",37135,19,17.6,"108,123",HIV diagnoses
2018,"Orange County, NY",36071,27,8.6,"313,465",HIV diagnoses
2017,"Orange County, NY",36071,26,8.3,"311,516",HIV diagnoses
2016,"Orange County, NY",36071,35,11.3,"309,930",HIV diagnoses
2015,"Orange County, NY",36071,11,3.6,"307,933",HIV diagnoses
2014,"Orange County, NY",36071,13,4.2,"306,700",HIV diagnoses
2013,"Orange County, NY",36071,12,3.9,"305,483",HIV diagnoses
2012,"Orange County, NY",36071,20,6.6,"303,816",HIV diagnoses
2011,"Orange County, NY",36071,24,7.9,"303,250",HIV diagnoses
2010,"Orange County, NY",36071,35,11.6,"301,863",HIV diagnoses
2009,"Orange County, NY",36071,33,10.6,"310,888",HIV diagnoses
2008,"Orange County, NY",36071,39,12.7,"306,931",HIV diagnoses
2018,"Orange County, FL",12095,488,42.1,"1,159,950",HIV diagnoses
2017,"Orange County, FL",12095,464,40.9,"1,134,673",HIV diagnoses
2016,"Orange County, FL",12095,422,38,"1,109,809",HIV diagnoses
2015,"Orange County, FL",12095,418,38.7,"1,080,840",HIV diagnoses
2014,"Orange County, FL",12095,373,35.5,"1,051,912",HIV diagnoses
2013,"Orange County, FL",12095,349,34,"1,026,237",HIV diagnoses
2012,"Orange County, FL",12095,432,43,"1,003,992",HIV diagnoses
2011,"Orange County, FL",12095,389,39.9,"975,558",HIV diagnoses
2010,"Orange County, FL",12095,401,42,"955,830",HIV diagnoses
2009,"Orange County, FL",12095,446,50.1,"890,244",HIV diagnoses
2008,"Orange County, FL",12095,486,55.2,"880,977",HIV diagnoses
2018,"Orange County, CA",6059,285,10.6,"2,689,807",HIV diagnoses
2017,"Orange County, CA",6059,311,11.6,"2,679,254",HIV diagnoses
2016,"Orange County, CA",6059,348,13.1,"2,665,042",HIV diagnoses
2015,"Orange County, CA",6059,329,12.4,"2,645,328",HIV diagnoses
2014,"Orange County, CA",6059,285,10.9,"2,620,678",HIV diagnoses
2013,"Orange County, CA",6059,301,11.6,"2,595,565",HIV diagnoses
2012,"Orange County, CA",6059,258,10.1,"2,566,124",HIV diagnoses
2011,"Orange County, CA",6059,301,11.9,"2,535,759",HIV diagnoses
2010,"Orange County, CA",6059,288,11.5,"2,502,399",HIV diagnoses
2009,"Orange County, CA",6059,314,12.6,"2,483,571",HIV diagnoses
2008,"Orange County, CA",6059,322,13.1,"2,450,676",HIV diagnoses
2018,"Orangeburg County, SC",45075,32,43.7,"73,218",HIV diagnoses
2017,"Orangeburg County, SC",45075,26,35.3,"73,654",HIV diagnoses
2016,"Orangeburg County, SC",45075,22,29.7,"74,179",HIV diagnoses
2015,"Orangeburg County, SC",45075,11,14.7,"74,709",HIV diagnoses
2014,"Orangeburg County, SC",45075,24,31.8,"75,358",HIV diagnoses
2013,"Orangeburg County, SC",45075,24,31.7,"75,766",HIV diagnoses
2012,"Orangeburg County, SC",45075,28,36.7,"76,297",HIV diagnoses
2011,"Orangeburg County, SC",45075,32,41.9,"76,462",HIV diagnoses
2010,"Orangeburg County, SC",45075,37,48,"77,009",HIV diagnoses
2009,"Orangeburg County, SC",45075,20,26.8,"74,522",HIV diagnoses
2008,"Orangeburg County, SC",45075,25,33.3,"74,986",HIV diagnoses
2018,"Oregon County, MO",29149,0,0,"8,849",HIV diagnoses
2017,"Oregon County, MO",29149,0,0,"8,852",HIV diagnoses
2016,"Oregon County, MO",29149,0,0,"8,942",HIV diagnoses
2015,"Oregon County, MO",29149,0,0,"9,036",HIV diagnoses
2014,"Oregon County, MO",29149,0,0,"9,069",HIV diagnoses
2013,"Oregon County, MO",29149,0,0,"9,175",HIV diagnoses
2012,"Oregon County, MO",29149,0,0,"9,207",HIV diagnoses
2011,"Oregon County, MO",29149,0,0,"9,274",HIV diagnoses
2010,"Oregon County, MO",29149,0,0,"9,254",HIV diagnoses
2009,"Oregon County, MO",29149,0,0,"8,661",HIV diagnoses
2008,"Oregon County, MO",29149,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Orleans County, VT",50019,0,0,"23,287",HIV diagnoses
2017,"Orleans County, VT",50019,0,0,"23,196",HIV diagnoses
2016,"Orleans County, VT",50019,0,0,"23,080",HIV diagnoses
2015,"Orleans County, VT",50019,0,0,"23,254",HIV diagnoses
2014,"Orleans County, VT",50019,0,0,"23,259",HIV diagnoses
2013,"Orleans County, VT",50019,0,0,"23,309",HIV diagnoses
2012,"Orleans County, VT",50019,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Orleans County, VT",50019,0,0,"23,293",HIV diagnoses
2010,"Orleans County, VT",50019,0,0,"23,244",HIV diagnoses
2009,"Orleans County, VT",50019,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Orleans County, VT",50019,0,0,"23,330",HIV diagnoses
2018,"Orleans County, NY",36073,0,0,"35,151",HIV diagnoses
2017,"Orleans County, NY",36073,0,0,"35,233",HIV diagnoses
2016,"Orleans County, NY",36073,0,0,"35,509",HIV diagnoses
2015,"Orleans County, NY",36073,0,0,"35,687",HIV diagnoses
2014,"Orleans County, NY",36073,0,0,"36,002",HIV diagnoses
2013,"Orleans County, NY",36073,0,0,"36,250",HIV diagnoses
2012,"Orleans County, NY",36073,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Orleans County, NY",36073,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Orleans County, NY",36073,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Orleans County, NY",36073,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Orleans County, NY",36073,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Orleans Parish, LA",22071,174,52.2,"333,350",HIV diagnoses
2017,"Orleans Parish, LA",22071,188,56.4,"333,236",HIV diagnoses
2016,"Orleans Parish, LA",22071,229,68.7,"333,443",HIV diagnoses
2015,"Orleans Parish, LA",22071,244,73.7,"331,072",HIV diagnoses
2014,"Orleans Parish, LA",22071,244,74.9,"325,753",HIV diagnoses
2013,"Orleans Parish, LA",22071,268,83.5,"320,807",HIV diagnoses
2012,"Orleans Parish, LA",22071,225,72,"312,672",HIV diagnoses
2011,"Orleans Parish, LA",22071,277,90.8,"304,973",HIV diagnoses
2010,"Orleans Parish, LA",22071,239,81.2,"294,246",HIV diagnoses
2009,"Orleans Parish, LA",22071,249,83.6,"297,809",HIV diagnoses
2008,"Orleans Parish, LA",22071,233,82,"284,060",HIV diagnoses
2018,"Osage County, MO",29151,0,0,"11,483",HIV diagnoses
2017,"Osage County, MO",29151,0,0,"11,437",HIV diagnoses
2016,"Osage County, MO",29151,0,0,"11,372",HIV diagnoses
2015,"Osage County, MO",29151,0,0,"11,319",HIV diagnoses
2014,"Osage County, MO",29151,0,0,"11,369",HIV diagnoses
2013,"Osage County, MO",29151,0,0,"11,383",HIV diagnoses
2012,"Osage County, MO",29151,0,0,"11,462",HIV diagnoses
2011,"Osage County, MO",29151,0,0,"11,472",HIV diagnoses
2010,"Osage County, MO",29151,0,0,"11,425",HIV diagnoses
2009,"Osage County, MO",29151,0,0,"11,183",HIV diagnoses
2008,"Osage County, MO",29151,0,0,"11,049",HIV diagnoses
2018,"Osage County, OK",40113,0,0,"39,942",HIV diagnoses
2017,"Osage County, OK",40113,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Osage County, OK",40113,0,0,"39,911",HIV diagnoses
2015,"Osage County, OK",40113,0,0,"39,782",HIV diagnoses
2014,"Osage County, OK",40113,5,12.5,"39,878",HIV diagnoses
2013,"Osage County, OK",40113,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Osage County, OK",40113,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Osage County, OK",40113,5,12.6,"39,708",HIV diagnoses
2010,"Osage County, OK",40113,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Osage County, OK",40113,11,29,"37,953",HIV diagnoses
2008,"Osage County, OK",40113,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Osage County, KS",20139,0,0,"13,382",HIV diagnoses
2017,"Osage County, KS",20139,0,0,"13,250",HIV diagnoses
2016,"Osage County, KS",20139,0,0,"13,255",HIV diagnoses
2015,"Osage County, KS",20139,0,0,"13,317",HIV diagnoses
2014,"Osage County, KS",20139,0,0,"13,352",HIV diagnoses
2013,"Osage County, KS",20139,0,0,"13,426",HIV diagnoses
2012,"Osage County, KS",20139,0,0,"13,464",HIV diagnoses
2011,"Osage County, KS",20139,0,0,"13,513",HIV diagnoses
2010,"Osage County, KS",20139,0,0,"13,466",HIV diagnoses
2009,"Osage County, KS",20139,0,0,"13,447",HIV diagnoses
2008,"Osage County, KS",20139,0,0,"13,552",HIV diagnoses
2018,"Osborne County, KS",20141,0,0,"2,964",HIV diagnoses
2017,"Osborne County, KS",20141,0,0,"3,010",HIV diagnoses
2016,"Osborne County, KS",20141,0,0,"3,040",HIV diagnoses
2015,"Osborne County, KS",20141,0,0,"3,095",HIV diagnoses
2014,"Osborne County, KS",20141,0,0,"3,181",HIV diagnoses
2013,"Osborne County, KS",20141,0,0,"3,233",HIV diagnoses
2012,"Osborne County, KS",20141,0,0,"3,257",HIV diagnoses
2011,"Osborne County, KS",20141,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Osborne County, KS",20141,0,0,"3,310",HIV diagnoses
2009,"Osborne County, KS",20141,0,0,"3,327",HIV diagnoses
2008,"Osborne County, KS",20141,0,0,"3,302",HIV diagnoses
2018,"Osceola County, MI",26133,0,0,"19,800",HIV diagnoses
2017,"Osceola County, MI",26133,0,0,"19,654",HIV diagnoses
2016,"Osceola County, MI",26133,0,0,"19,518",HIV diagnoses
2015,"Osceola County, MI",26133,0,0,"19,495",HIV diagnoses
2014,"Osceola County, MI",26133,0,0,"19,466",HIV diagnoses
2013,"Osceola County, MI",26133,0,0,"19,486",HIV diagnoses
2012,"Osceola County, MI",26133,0,0,"19,441",HIV diagnoses
2011,"Osceola County, MI",26133,0,0,"19,487",HIV diagnoses
2010,"Osceola County, MI",26133,0,0,"19,497",HIV diagnoses
2009,"Osceola County, MI",26133,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Osceola County, MI",26133,0,0,"19,032",HIV diagnoses
2018,"Osceola County, IA",19143,0,0,"5,021",HIV diagnoses
2017,"Osceola County, IA",19143,0,0,"5,043",HIV diagnoses
2016,"Osceola County, IA",19143,0,0,"5,060",HIV diagnoses
2015,"Osceola County, IA",19143,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Osceola County, IA",19143,0,0,"5,179",HIV diagnoses
2013,"Osceola County, IA",19143,0,0,"5,207",HIV diagnoses
2012,"Osceola County, IA",19143,0,0,"5,226",HIV diagnoses
2011,"Osceola County, IA",19143,0,0,"5,302",HIV diagnoses
2010,"Osceola County, IA",19143,0,0,"5,417",HIV diagnoses
2009,"Osceola County, IA",19143,0,0,"5,354",HIV diagnoses
2008,"Osceola County, IA",19143,0,0,"5,415",HIV diagnoses
2018,"Osceola County, FL",12097,92,30.2,"304,447",HIV diagnoses
2017,"Osceola County, FL",12097,71,24.4,"291,520",HIV diagnoses
2016,"Osceola County, FL",12097,70,25.1,"278,795",HIV diagnoses
2015,"Osceola County, FL",12097,55,20.6,"266,812",HIV diagnoses
2014,"Osceola County, FL",12097,62,24.2,"256,192",HIV diagnoses
2013,"Osceola County, FL",12097,60,24.4,"246,036",HIV diagnoses
2012,"Osceola County, FL",12097,35,14.8,"237,154",HIV diagnoses
2011,"Osceola County, FL",12097,45,19.7,"228,505",HIV diagnoses
2010,"Osceola County, FL",12097,53,24,"220,872",HIV diagnoses
2009,"Osceola County, FL",12097,40,18.3,"218,478",HIV diagnoses
2008,"Osceola County, FL",12097,50,23.3,"214,679",HIV diagnoses
2018,"Oscoda County, MI",26135,0,0,"7,123",HIV diagnoses
2017,"Oscoda County, MI",26135,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Oscoda County, MI",26135,0,0,"7,134",HIV diagnoses
2015,"Oscoda County, MI",26135,0,0,"7,177",HIV diagnoses
2014,"Oscoda County, MI",26135,0,0,"7,213",HIV diagnoses
2013,"Oscoda County, MI",26135,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Oscoda County, MI",26135,0,0,"7,415",HIV diagnoses
2011,"Oscoda County, MI",26135,0,0,"7,442",HIV diagnoses
2010,"Oscoda County, MI",26135,0,0,"7,426",HIV diagnoses
2009,"Oscoda County, MI",26135,0,0,"7,581",HIV diagnoses
2008,"Oscoda County, MI",26135,0,0,"7,709",HIV diagnoses
2018,"Oswego County, NY",36075,5,5,"100,484",HIV diagnoses
2017,"Oswego County, NY",36075,0,0,"100,782",HIV diagnoses
2016,"Oswego County, NY",36075,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Oswego County, NY",36075,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Oswego County, NY",36075,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Oswego County, NY",36075,5,4.9,"102,611",HIV diagnoses
2012,"Oswego County, NY",36075,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Oswego County, NY",36075,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Oswego County, NY",36075,5,4.9,"102,840",HIV diagnoses
2009,"Oswego County, NY",36075,6,5.8,"102,750",HIV diagnoses
2008,"Oswego County, NY",36075,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Otero County, NM",35035,0,0,"55,293",HIV diagnoses
2017,"Otero County, NM",35035,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Otero County, NM",35035,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Otero County, NM",35035,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Otero County, NM",35035,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Otero County, NM",35035,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Otero County, NM",35035,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Otero County, NM",35035,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Otero County, NM",35035,7,13.3,"52,627",HIV diagnoses
2009,"Otero County, NM",35035,6,11.4,"52,611",HIV diagnoses
2008,"Otero County, NM",35035,8,15.2,"52,620",HIV diagnoses
2018,"Otero County, CO",8089,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Otero County, CO",8089,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Otero County, CO",8089,0,0,"15,117",HIV diagnoses
2015,"Otero County, CO",8089,0,0,"15,115",HIV diagnoses
2014,"Otero County, CO",8089,0,0,"15,176",HIV diagnoses
2013,"Otero County, CO",8089,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Otero County, CO",8089,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Otero County, CO",8089,0,0,"15,533",HIV diagnoses
2010,"Otero County, CO",8089,0,0,"15,586",HIV diagnoses
2009,"Otero County, CO",8089,0,0,"15,247",HIV diagnoses
2008,"Otero County, CO",8089,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Otoe County, NE",31131,0,0,"13,232",HIV diagnoses
2017,"Otoe County, NE",31131,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Otoe County, NE",31131,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Otoe County, NE",31131,0,0,"13,132",HIV diagnoses
2014,"Otoe County, NE",31131,0,0,"13,113",HIV diagnoses
2013,"Otoe County, NE",31131,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Otoe County, NE",31131,0,0,"13,051",HIV diagnoses
2011,"Otoe County, NE",31131,0,0,"13,091",HIV diagnoses
2010,"Otoe County, NE",31131,0,0,"13,061",HIV diagnoses
2009,"Otoe County, NE",31131,0,0,"12,582",HIV diagnoses
2008,"Otoe County, NE",31131,0,0,"12,724",HIV diagnoses
2018,"Otsego County, MI",26137,0,0,"20,998",HIV diagnoses
2017,"Otsego County, MI",26137,0,0,"20,890",HIV diagnoses
2016,"Otsego County, MI",26137,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Otsego County, MI",26137,0,0,"20,559",HIV diagnoses
2014,"Otsego County, MI",26137,0,0,"20,533",HIV diagnoses
2013,"Otsego County, MI",26137,0,0,"20,413",HIV diagnoses
2012,"Otsego County, MI",26137,0,0,"20,338",HIV diagnoses
2011,"Otsego County, MI",26137,0,0,"20,316",HIV diagnoses
2010,"Otsego County, MI",26137,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Otsego County, MI",26137,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Otsego County, MI",26137,0,0,"19,908",HIV diagnoses
2018,"Otsego County, NY",36077,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Otsego County, NY",36077,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Otsego County, NY",36077,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Otsego County, NY",36077,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Otsego County, NY",36077,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Otsego County, NY",36077,5,9.2,"54,409",HIV diagnoses
2012,"Otsego County, NY",36077,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Otsego County, NY",36077,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Otsego County, NY",36077,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Otsego County, NY",36077,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Otsego County, NY",36077,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Ottawa County, MI",26139,8,3.3,"240,901",HIV diagnoses
2017,"Ottawa County, MI",26139,11,4.6,"237,650",HIV diagnoses
2016,"Ottawa County, MI",26139,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Ottawa County, MI",26139,10,4.3,"231,831",HIV diagnoses
2014,"Ottawa County, MI",26139,7,3.1,"228,973",HIV diagnoses
2013,"Ottawa County, MI",26139,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Ottawa County, MI",26139,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Ottawa County, MI",26139,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Ottawa County, MI",26139,7,3.2,"215,449",HIV diagnoses
2009,"Ottawa County, MI",26139,7,3.3,"214,136",HIV diagnoses
2008,"Ottawa County, MI",26139,7,3.3,"212,801",HIV diagnoses
2018,"Ottawa County, OK",40115,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Ottawa County, OK",40115,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Ottawa County, OK",40115,0,0,"25,890",HIV diagnoses
2015,"Ottawa County, OK",40115,0,0,"26,087",HIV diagnoses
2014,"Ottawa County, OK",40115,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Ottawa County, OK",40115,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Ottawa County, OK",40115,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Ottawa County, OK",40115,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Ottawa County, OK",40115,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Ottawa County, OK",40115,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Ottawa County, OK",40115,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Ottawa County, OH",39123,0,0,"35,639",HIV diagnoses
2017,"Ottawa County, OH",39123,0,0,"35,423",HIV diagnoses
2016,"Ottawa County, OH",39123,0,0,"35,261",HIV diagnoses
2015,"Ottawa County, OH",39123,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Ottawa County, OH",39123,0,0,"35,443",HIV diagnoses
2013,"Ottawa County, OH",39123,0,0,"35,470",HIV diagnoses
2012,"Ottawa County, OH",39123,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Ottawa County, OH",39123,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Ottawa County, OH",39123,0,0,"35,500",HIV diagnoses
2009,"Ottawa County, OH",39123,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Ottawa County, OH",39123,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Ottawa County, KS",20143,0,0,"4,903",HIV diagnoses
2017,"Ottawa County, KS",20143,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Ottawa County, KS",20143,0,0,"4,950",HIV diagnoses
2015,"Ottawa County, KS",20143,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Ottawa County, KS",20143,0,0,"5,040",HIV diagnoses
2013,"Ottawa County, KS",20143,0,0,"5,025",HIV diagnoses
2012,"Ottawa County, KS",20143,0,0,"5,016",HIV diagnoses
2011,"Ottawa County, KS",20143,0,0,"5,050",HIV diagnoses
2010,"Ottawa County, KS",20143,0,0,"5,053",HIV diagnoses
2009,"Ottawa County, KS",20143,0,0,"4,947",HIV diagnoses
2008,"Ottawa County, KS",20143,0,0,"4,943",HIV diagnoses
2018,"Otter Tail County, MN",27111,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Otter Tail County, MN",27111,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Otter Tail County, MN",27111,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Otter Tail County, MN",27111,0,0,"48,687",HIV diagnoses
2014,"Otter Tail County, MN",27111,0,0,"48,725",HIV diagnoses
2013,"Otter Tail County, MN",27111,0,0,"48,764",HIV diagnoses
2012,"Otter Tail County, MN",27111,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Otter Tail County, MN",27111,0,0,"48,639",HIV diagnoses
2010,"Otter Tail County, MN",27111,0,0,"48,595",HIV diagnoses
2009,"Otter Tail County, MN",27111,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Otter Tail County, MN",27111,0,0,"48,660",HIV diagnoses
2018,"Ouachita County, AR",5103,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Ouachita County, AR",5103,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Ouachita County, AR",5103,0,0,"20,095",HIV diagnoses
2015,"Ouachita County, AR",5103,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Ouachita County, AR",5103,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Ouachita County, AR",5103,0,0,"20,808",HIV diagnoses
2012,"Ouachita County, AR",5103,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Ouachita County, AR",5103,0,0,"21,422",HIV diagnoses
2010,"Ouachita County, AR",5103,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Ouachita County, AR",5103,0,0,"21,186",HIV diagnoses
2008,"Ouachita County, AR",5103,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Ouachita Parish, LA",22073,23,18.1,"126,728",HIV diagnoses
2017,"Ouachita Parish, LA",22073,30,23.5,"127,601",HIV diagnoses
2016,"Ouachita Parish, LA",22073,37,28.8,"128,270",HIV diagnoses
2015,"Ouachita Parish, LA",22073,32,25,"128,059",HIV diagnoses
2014,"Ouachita Parish, LA",22073,54,42.4,"127,495",HIV diagnoses
2013,"Ouachita Parish, LA",22073,50,39.3,"127,125",HIV diagnoses
2012,"Ouachita Parish, LA",22073,47,37.3,"126,130",HIV diagnoses
2011,"Ouachita Parish, LA",22073,40,31.9,"125,582",HIV diagnoses
2010,"Ouachita Parish, LA",22073,25,20,"124,906",HIV diagnoses
2009,"Ouachita Parish, LA",22073,30,24.5,"122,600",HIV diagnoses
2008,"Ouachita Parish, LA",22073,26,21.3,"121,796",HIV diagnoses
2018,"Ouray County, CO",8091,0,0,"4,346",HIV diagnoses
2017,"Ouray County, CO",8091,0,0,"4,285",HIV diagnoses
2016,"Ouray County, CO",8091,0,0,"4,258",HIV diagnoses
2015,"Ouray County, CO",8091,0,0,"4,075",HIV diagnoses
2014,"Ouray County, CO",8091,0,0,"4,047",HIV diagnoses
2013,"Ouray County, CO",8091,0,0,"4,037",HIV diagnoses
2012,"Ouray County, CO",8091,0,0,"3,971",HIV diagnoses
2011,"Ouray County, CO",8091,0,0,"3,877",HIV diagnoses
2010,"Ouray County, CO",8091,0,0,"3,910",HIV diagnoses
2009,"Ouray County, CO",8091,0,0,"4,047",HIV diagnoses
2008,"Ouray County, CO",8091,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Outagamie County, WI",55087,5,3.2,"156,030",HIV diagnoses
2017,"Outagamie County, WI",55087,7,4.5,"154,582",HIV diagnoses
2016,"Outagamie County, WI",55087,5,3.3,"153,313",HIV diagnoses
2015,"Outagamie County, WI",55087,5,3.3,"152,042",HIV diagnoses
2014,"Outagamie County, WI",55087,9,6,"150,837",HIV diagnoses
2013,"Outagamie County, WI",55087,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Outagamie County, WI",55087,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Outagamie County, WI",55087,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Outagamie County, WI",55087,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Outagamie County, WI",55087,16,10.9,"146,290",HIV diagnoses
2008,"Outagamie County, WI",55087,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Overton County, TN",47133,0,0,"18,851",HIV diagnoses
2017,"Overton County, TN",47133,0,0,"18,696",HIV diagnoses
2016,"Overton County, TN",47133,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Overton County, TN",47133,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Overton County, TN",47133,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Overton County, TN",47133,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Overton County, TN",47133,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Overton County, TN",47133,0,0,"18,499",HIV diagnoses
2010,"Overton County, TN",47133,0,0,"18,408",HIV diagnoses
2009,"Overton County, TN",47133,0,0,"17,688",HIV diagnoses
2008,"Overton County, TN",47133,0,0,"17,602",HIV diagnoses
2018,"Owen County, IN",18119,0,0,"17,824",HIV diagnoses
2017,"Owen County, IN",18119,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Owen County, IN",18119,0,0,"17,780",HIV diagnoses
2015,"Owen County, IN",18119,0,0,"17,698",HIV diagnoses
2014,"Owen County, IN",18119,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Owen County, IN",18119,0,0,"17,953",HIV diagnoses
2012,"Owen County, IN",18119,0,0,"18,076",HIV diagnoses
2011,"Owen County, IN",18119,0,0,"18,148",HIV diagnoses
2010,"Owen County, IN",18119,0,0,"18,112",HIV diagnoses
2009,"Owen County, IN",18119,0,0,"19,004",HIV diagnoses
2008,"Owen County, IN",18119,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Owen County, KY",21187,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Owen County, KY",21187,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Owen County, KY",21187,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Owen County, KY",21187,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Owen County, KY",21187,Data suppressed,Data suppressed,NA,HIV diagnoses
