Drugs,Reasons,Reviews,Date Posted,Ratings,Source
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Great pills! Im useing Tmq from 2017. My CD4 is 1200 and viral load is 0. In the beginning it was 100 000, and after 1 month it was 0. My CD4 was 200 and after 1 year of usein Tmq it was completely recovered, 1200, and it is like that for last 2 years. I have very dry skin and sometime sleeping problems.",2020-02-29,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Been on Triumeq for a week now and I'm not 100% happy. My last meds stopped working even though I had 100% adherence. Since taking Triumeq I've not slept properly (taking me ages to fall asleep and then waking during the night and taking a long time to go back to sleep) and I'm someone who normally sleeps like a kitten. The other thing I've noticed is really itchy skin: face, neck, torso, legs....no rash, just constant itchy feeling. I've had a couple of dizzy spells one of which made me panic and my heart rate went up to 134 (I was just washing the dishes!). I'll stick with them as one week is too short a time to decide if I can live with the side effects or if they are just temporary. I'll post again in a few weeks.",2019-11-19,5.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I started this medication with a VL of 16000 and CD4 451. It didn't cause me any side effects (so far), and after two months I reached undetectable and a CD4 of 668.",2019-08-21,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I took Triumeq from early 2016 to early 2017. Although it kept my viral load undetectable, I suffered serious side effects: Bizarre dreams, burping and acid reflux, and serious heart diseases. It caused irregular heart beats, and my heart rates went up to 200 beats per minute when I did light exercises (elliptical) which caused blood pressure to drop so low I collapsed. I also experienced blackout for a brief second several times a day, during walking, sitting, and out of nowhere. I also developed a stenosis on my artery, it's fat buildup in my main blood vessel on my neck that caused my blood flow to drop to 40-50% of normal. And if the fat gets detached and goes into my brain, I will have a stroke. Cardiologist said I should not have heart problem because there is no history of heart disease in my family, and I am not overweight, and this problem only started after taking Triumeq. So doctor changed medication to Descovy + Tivicay, and all the aforementioned side effects went away.",2019-06-16,2.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I found I am HIV positive by the end of August 2018 and back then had VL over 1 million (really high) and CD4 around 650 (30%) and I started the treatment with Triumeq by the end of October. For the first month I was taking Triumeq before going to bed and I experienced all side effects related with the central nervous system such as insomnia, headache, tiredness, unfocused etc. By the end of November the VL has drooped to 650k and  CD4 went up to 1000 (40%). Despite the side effects that were clearly affecting my daily life both personal and professional because I was all the time tired and sleepy, the doctor and I agreed that I'd give one more month to Triumeq switching it to the mornings. It literally solved all the side effects I haven't experienced any of them since I started taking the pill in the morning. At the beginning of January 2019, around 2/2.5 months after starting the treatment, I'm undetectable and in March I had again CD4 count and was still in good level - 1050 (43%).",2019-06-09,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Was HIV diagnosed April 1st 2019 
My CD4 was at 650 and my viral load was 118.000 after 4 weeks of using Triumeq my viral load is now only 30 :) they didn't re test my CD4 due to it being at 650 :) no side affects either, a little bloated at times but nothing major. I work out 5 times a week and believe this helps a lot. ",2019-05-22,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I found out that I'm HIV positive on March 2019. Since my CD4 was at 67 Cells, and my VL at 42.000, my Doc started immediately with Triumeq. After a Month, I was undetectable. I don't know, how my CD4 has risen, but I have nearly no side effects. I take it in the morning, and I feel a bit of fatigue, but nothing else. I'm paying 10 Euro per 30 tablets, my insurance covers.",2019-04-25,9.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Triumeq is a good treatment,  no side effect except for appendicitis which was a  few months after start taking the tablet.  I got appendicitis  and there have been a few similar cases. Apart from this no other sides effects  first treatment, and year next month ,  undetectable after 2  months start taking",2019-03-13,9.0,drugs.com
Triumeq,HIV,Triumeq (abacavir / dolutegravir / lamivudine): The only problem I have is the cost when I get switched to Medicare Part D. My cost at that time will be $725.00 per month for 30 pills.,2019-01-26,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I was diagnosed HIV+ in April 2014, it was about a year until my CD4 count dropped to 500, I tried 1 medication for about a month that made me ill, so I was switched to Triumeq, it's a lot better, but not without its side effects, up to 4 hours after taking I have make sure there is a toilet near as it makes me go pretty quick. I also get headaches and tiredness for up to 2 hours after taking then it's like I just push through it. Overall it's good, I can't complain, I mean what's the other option????...lol, I'm glad medicine is moving on so well.

Rich
United Kingdom",2018-12-04,8.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): November 2016 was my initial HIV+ detection.  I learned that I had a 1 million+ viral load and only 46 T-cells.   Today, I am undetectable.  Undetectable!  It is with some seriously amazing awe that I also read on my latest blood work that my T-cell count is now 402!  My infectious disease doctor told me that I might be experiencing IRIS (immune reconstitution syndrome) and believes that if I am adherent to the prescription regimen, I may see a 500 t-cell count in the coming year.  Several good people prayed for me; for them I am truly grateful.  I am also taking time to write here because I am convinced that Triumeq saved my life.  I hope my comments can be of help to others.",2018-12-02,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Diagnosed in July with an unknown infection date.    
First test showed a CD4 of 550 and VL of 38000.  Started medication late due to some fights with the insurance company.   
Took my first pill on September 7.   Had my follow up blood work drawn on October 3.  
I am NOW undetectable!
No changes to my CD4 but I know it will increase.   
The only side effect  I have noticed in my first month is some minor bloating.   Had some trouble falling asleep for the first week but I assume that was the power of suggestion having read all the possible symptoms.   
I know it is early on to review the medication but I am undetectable in less than 30 days.  I just wanted to share!",2018-10-11,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Started this about 10 months ago and I haven't had any side effects or trouble with sleeping, I am very thankful for this medicine and pray it keeps me happy and healthy forever!",2018-10-09,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Just started Triumeq with a CD4 count of 271 and a viral load of 104,000. Other than a slight headache, vivid and lucid dreaming (which was awesome)  and vomiting (I took it on an empty stomach.) I haven't had any other side effects. I take it after I eat breakfast in the morning and go on about my day with normal energy levels. Will update when I get my one month labs done to see the progress of this medication.",2018-09-30,9.0,drugs.com
Triumeq,HIV,Triumeq (abacavir / dolutegravir / lamivudine): Started this medication 6 months ago. After the first month I was undetectable! My counts are fantastic. Only issue I’ve had is that I’ve developed some gastrointestinal problems but I’m totally fine with that. I’d much rather be a bit gassy and bloated than no longer have a functioning immune system.,2018-09-29,10.0,drugs.com
Triumeq,HIV,Triumeq (abacavir / dolutegravir / lamivudine): To be honest I was diagnose + in 2004 and didn't actually started meds right away until my health started to fade away little by little after some time with the virus. So when I decided to get on treatment they started me with Kaletra & Combivir for approximately 3 -5 years after that I became resistant to this cocktail and was switch to something else which I can't recall at the moment since I tried a few different ones. Long story short:I started taking triumeq approximately 2 years ago and they really had help me a lot.,2018-09-25,8.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I have had HIV since 2008. On my first medicine which was Atripla I could not sleep,  I had headaches and crazy dreams. Dr. prescribed me Triumeq which I have  no side effects from. My only problem now is the cost of Triumeq I will be going on Medicare Part D in January 2019 my cost will be about $700.00 per month. I'll be broke in about four years.",2018-07-22,,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I was diagnosed with full-blown AIDS 25 years ago I was taking trezaver then atripla 15 years then I got sick last year I was told that I only have a year to live I get boils all over my body about the size of a baseball. Doctor switched me to triumeq I was hesitated to take it I just opened the bottle after a month I've been taking it now for three days, no side effects yet had a few headaches but that's about all. Please pray for me I have a wife and a family",2018-06-26,6.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I was the first reviewer and also posted an update in 2016, thought I would take a second and give an update.  I’m still on Triumeq and still highly recommend this drug.  After switching in 2014 (literally the day the drug was approved), I still have no side effects.  It’s been great.  Best wishes everyone.",2018-06-08,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I have been HIV positive for 14 years. At first I was on Atripla. It kept me undetectable and a high CD4 (between 600-900). The main side effect that I had was very vivid, disturbing dreams.  So my doctor decided to switch me to Triumeq 4  years ago. I love it. Same high CD4 and undetectable. And I experience no side effects whatsoever. Very thankful for this drug.",2018-05-27,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I have been on Triumeq for almost 2 years.  Viral load and CD4 are great.  However, I have gained almost 25 pounds....all in gut, back, chest and starting to develop a small buffalo hump.  Nothing in diet or workout regimen has changed. I have gone from a medium T-shirt to a X-Large.  33 size pants to 35 waist.  42 jacket to 44 jacket.  16 collar to a 17-1/2 collar.  Not happy with this at all.  I am seeing more and more reports of this with Triumeq users online now.",2018-05-20,5.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I had postponed treatment for around 7 years but now have started. In my recent test my numbers were low (290 CD4) and my VL was about 16k. 

This medication is amazing. So far I had no side effect whatsoever and I think a large part of the negative feedback people share could be shaped by their own apprehensions and worries.

Best of all it's easy to take. I am undetectable 4 weeks into treatment. I also feel that I have better energy and my constant worry about what the virus is doing to my body seems to have subsided for now. 

Highly recommend",2018-05-02,10.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): So I hate to be that person, but I guess I am.  Was on Genvoya/Stribild since 7/2016 with no issues whatsoever other than elevated cholesterol.  Dr. decided to change me to Triumeq, which I took for 14 days.  I have not been right at all for two weeks.  Extreme headrush (like a combo drunk/stoned feeling), anxious, no energy, itchy everywhere.  Just feel awful after taking it.  We chatted today, going back on Genvoya and cannot wait to go pick it up.  Don't let this scare you, everybody will find their med. that works w/o any side effects.  For me, that is not Triumeq.",2018-04-10,3.0,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): Recently started taking Triumeq almost 4 weeks ago. Use to be on the sustiva and combvr cocktail for about 5 years. Always hated taking sustiva made me feel extremely groggy, terrible dreams and so I took it upon myself to stop taking it. Went on a 3 year hiatus. Needed a break from all of it including doctor visits.(terrible idea) fell victim to pneumonia in February and ID dr put me on Triumeq. So far it’s been amazing. 1st night my head became very tingly and I felt real shaky but after that it’s been amazing. No side effects and I’ve started gaining my weight back again. Did lab work yesterday so hopefully my cd4 has gone up. My cd4 was a 12 last test. Good luck to all of you and remember you aren’t alone in this fight.",2018-03-29,,drugs.com
Triumeq,HIV,"Triumeq (abacavir / dolutegravir / lamivudine): I was diagnosed in February of 2016.  My viral load was 180,000 and my cell count was 157.  I had not been sick, but I feel I was on the verge.  I had experienced some trouble with thrush, but that was the worst at that point.  My doctor started me on Triumeq within a week of my diagnosis.  I had absolutely no side effect other than my face itching!  It was strange.  My doc seemed to think it might have been my immune system revving up and doing a number on my Rosacea.  It is better, by the way.  Within four months I was basically undetectable at 95 na d my viral load down to 375.  At last check in October of '17, I was completely undetectable and my cell count up to 567.  I am so very pleased.  Other than the face itching, which has long since stopped, I have had not a single side effect.  I do wish my cell count would go up faster, but I am so thankful that I have no side effects that I can't bring myself to complain!",2018-03-11,10.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): I have been hiv-positive for over 20 years switch to complera have very little side effects viral load is undetectable CD4 is over 800 doing very well thank God God blessings to everyone being courage,2017-08-15,9.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): I have been positive for 11 years but only  started taking complera a little over a year ago. Up until then my body did an excellent job keeping it under control. Despite all the drugs and hard living  I was doing I would say my side effects hit pretty hard I have been dealing with the most life-altering uncomfortable nausea that I couldn't even begin to explain. Everyday when I wake up sometimes I'm woken up out of my sleep with the nausea that is constant I tell my doctor about this and I feel like it my doctor is not taking me seriously I don't know if this is something that is something to be worried about or if it's normal butt it is seriously ruining my life it is making me consider stopping my meds and just dealing with AIDS,2016-08-17,5.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): We have to educate ourselves on what to look for with each medicine so when mild ones occur, we can get to doctor and, hopefully, prevent the extreme side effects. I got lactic acidosis from AZT in 1991 and almost died. 

Ive been positive for 24 years, AIDS diagnosis 10 years ago, I won't comment much on Complera - yet. Just started today after 7 years on a very successful regimen but it included ritonovir.  Im now older and on on many other meds. Ritonovir was causing higher levels of all my other meds. Like an overdose. My options are much lower because my virus has had so many years to mutate-develop resistance. Most of the posts are from people who I consider relatively new in living with HIV. Stay hopeful! For you there may be a cure!",2016-07-24,,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): My experience was almost the worst case scenario. Meaning I'm lucky I didn't die. I'll share my story. I was diagnose at 21 back in like 2001. I was on sustiva and convivir successfully and undetectable until 2012. The Meds had worked great for a long time and I manage all the side effects like the nightmares an such. Then a new side effect came to play with the old Meds. My mind started telling me and giving ideas to and how to kill myself. I knew this was serious and so I asked my doctor to change my Meds. During the transition I didn't know what to be focused on. The way they presented the drugs to me it felt like they were pushing the one a day pill Complera. So I switched to Complera August 2012. Then I developed kidney disease stage 3,2016-07-12,1.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): The medication almost killed me. It caused me stage 3 kidney desease and other problems.,2016-07-10,1.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): Just started on complera a month ago. This is my first medication and I have to say I am very happy with it. Like others I waited over a month after I got my first prescription before I started taking it. I was more scared of the medication then when I first found out six years ago I was positive. The first couple of days I had some dizziness and fatigue and I have experienced some gas. However they have all subsided. I have read a lot of people have problems taking it with a 400 calorie meal. I was never a breakfast eater but decided I would take my pill in the morning. I have half a whole wheat bagel with two tablespoons of peanut butter 325k and half a cup of cottage cheese 110k for a total 435. Very light meal but provides the calories.,2016-02-08,10.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): I'm a gay male.In Jun 2014, I had anal intercourse  w/someone that I knew in Advance was positive, but undetectable.The condom broke inside of me unfortunately. I went on truvada/issentress with no side effects for 30 days. Tested in August and all was fine. Had a root canal in Dec 2014. Had a routine HIV test in Mar 2015, still negative.  I never have unprotected anal sex. On 12/05/15 I Went for a routine HIV test...  Was blindsided that the results were positive!  I determined Since I was guilty of giving unprotected ORAL sex to several partners in 2015, I got infected due to my root canal. (Tooth not 100% attached to gums)  No side effects on Complera... Just occasional eye twitching n Slightly lighter sleeping,dreams.",2016-01-22,,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): I have been HIV positive for over 16 years.  I have taking HIV meds since 2004.  A trick that I learn when taking Complera that may help some people.  Complera has the drug rilpivirine in it.  This drug is marketed under the name edurant.  I use take it by itself before I started on Complera.  The trick is to take the drug in the morning at breakfast but only take it halfway through the meal.  By doing it this way you coat your stomach before and the food at the other end helps with the absorption of the medicine.  By doing it this way I have never had any stomach issues, and by taking it in the morning I have no sleep issues.  I am currently taking Complera with Tivicay.  My T-cells are over a 1000, and my viral load is undetectable.",2016-01-07,10.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): I tested positive in 1993, I actually thought I had a year or two left too live. I went without meds almost twenty (20) years. I started Complera in 2013. I'm undetectable and my cd-4 is now close too 700 up from 420. I still smoke cigarettes and drink socially. I haven't had any side effects. I'm 58 years old and African American, even at this age my physical stamina is good (basketball and tennis). Complera is the only meds I've taken and up too now I'm pleased with the results.And by the way, l take my Complera in the mornings with breakfast. When it's time too go too sleep at night, I sleep like a baby..Good luck guys and best wishes....Peace!",2015-12-31,9.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): I am a 34 yr old married woman who recently got diagnosed about 4 - 5 months ago through a routine Dr visit and I been on complera almost two months now and when I first started my viral load was 23,000 and I will go back to the Dr on Dec 15 to have my blood work done again to see if the meds are working!! So far only side effects are gas, and extreme hunger lol.... My husband is also Hiv positive and he's taking a different medicine and his is working so far as well!!!! I really need someone to talk to about this so if someone wants to talk - maybe give me some advice let me know because I'm still in shock and have alot of questions",2015-11-29,8.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): It's been almost 2 years since switching over from Atripla to Complera  and  I've never had any problems or side effects with the medication. I usually take complera after dinner.,2015-11-24,9.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): Got diagnosed 2005. I was  20. Started Complera 2014. CD 4 was 540, VL 75,000. Never Got sick or had OI's. Complera works fine, CD 4 now 942, VL undectatable ! Side effects# Gas , Foul smelling, constant and insomnia ! No rapid weight Gain",2015-10-17,8.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): Male. 20 years old. Got tested on July 2015 and the results were positive. Started meds on late Septmeber 2015. I had the meds early September but I was so scared to take them because of the side effects. When I started the meds I didn't have any side effect. At night when I was sleeping my ear was hurting so much because I have otitis media and I think my ear reacted to this meds like this. Anyways, beside that I HAVEN'T GOT ANY SIDE EFFECT!! THANKS GOD. I haven't had any headache, diahrrea, dizzyness or vomiting. I'm so happy I haven't got anything just the ear pain. Remember, the side effects is always different in each person. Also, try to take this med with multivitamins. I feel a little bit better and less tired.",2015-09-29,10.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): I started to take complera 1 year ago when viral load was 1700 a d cd4 490. and I had immediately some side effects like a lot of gas some headache and diarrhea. But they stopped 1 month after taking pills after 2 months of this medication I started to feel like losing balance a bjt depressed and a bit dizzy as well. I got tested with a ct brain radiography and it was negative thank god. Then I got tested with cognitive exams and everything is good. So I suppose it must be complera. At the moment my viral load is undetectable and cd4 are 743.,2015-09-24,6.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): 3 month into taking meds. No side effects. So far so good. I feel great. Had a time adjusting to taking med every single day. Haven't skipped any days. I take 2 hours before or after my set time. Found out I was positive feb. 11th. Started med June 1st.  Undetectable after 2 month. I'm thankful for complera. I was terrified about taking meds cause of side effects. But I've had none.,2015-08-08,10.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): Was exposed to HIV by irresponsible person. I was given Truvada and Isentress and I never recommend the latter to anyone because it was terrible. My doctor changed my med and gave my Complera.it worked fine for me, no side affects except for sore throat. I recommend it, it is the best med for PEP and obviously after reading the reviews for HIC treatment.",2015-06-30,,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): I hate to scare people but I was one of the unlucky few that had depression and suicidal thoughts on this. It took about 4 days to notice any change but when it came it hit me like a brick wall. I felt fuzzy and severely depressed, even more so when I got my diagnosis. I couldnt help squinting my eyes for some reason I felt far away and distant and very, very down. Prior to this I was upbeat and positive about starting meds. I told my doc and he weaned me off by giving me 2 pills of Truvada and I felt a difference the very next day. I plan to start Stribild soon as it is not known to have any major psychiatric side effects. I wouldn't recommend for anyone with a history or depression or mental illness. Wish me luck!",2015-04-15,1.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): Apart from gas and drowsiness, I don't feel anything bad. ",2015-03-26,8.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): 63, 5'10, 145 married male, 26 year leukemia survivor. 

Did not see a physician for first 3 years out of shame, fear and denial. Still heavily rejected/feared by what I consider to be ignorant ex-family & ex-acquaintances. Way past all that now.  Hetero transmission. 

10 difficult years with several threatening events; related streptococcus pneumonia, with 9 week on/off in ICU till diagnosed with strep throat; brain stem stroke; left lung pneumonia. IV Levofloxacin/Levaquin, oral dose for 30 months.  

Atripla co-pay of $125 for 3 months (x2).  Doc suggested Complera to combat borderline AIDS lab #'s.  Similar side effect of very explicit dreaming, mostly pleasant, some daytime fatigue.  $0 with Gilead Co-pay card else $125. for 3 

UNDETECTABLE!",2015-03-15,9.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): Was diagnosed with HIV Sept. 2014. Began Complera a month later and three weeks later, my viral load was undetectable. In addition, I've suffered little if no side-effects. I'm a 48 year old, white male. As this is the only HIV medicine I've ever known and have noticed nothing different in terms of body changes or flatulence, or whatever, I'd give Complera two thumbs up--good luck, everybody.",2015-02-25,10.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): I am 30 years old, diagnosed on January 7th 2014 I didn't need to take any medication when I first found out, in fact I went months without starting medication. My doctor said I may have been able to go years without any medication because my health and immune were managing it on its own. I'm very fit,active, and eat healthy. I decided to start Complera as a preventative. I did not want my health to get out of hand and I didn't want to be more susceptible to other illnesses. My experience has been fine. I started meds on June 1st the first week or few days it did make my stomach upset, dizzy sometimes but only after taking it not just randomly.  But now it's just like a daily pill that I don't even notice.  I'm happy and healthy.",2014-10-31,10.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): Began Complera May 2013 after having been on Atripla. Positive since 1992. Both medicines have kept my viral load undetectable and T-cells above 700. Both have their side effects; but for now I'm sticking with Complera. I take Complera after dinner; hours before sleep (to help as much with insomnia. Doctor has prescribed Ambien). The side effects of Complera I hope work themselves out overnight. As for gas and bloating I have a glass of Metamucil every morning. And each day I live with a positive attitude, or as normal as possible!",2014-10-02,8.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): A year in on Complera and feeling extreme fatigue and 3 times a day I become dizzy, that I have to sit and wait for the dizziness to go away. I express this to my doctor and he assured me it was the medicine. Now I am experiencing tingling, numbness in my hand's and feet. My balance is unbalanced. Not to scare anyone. I have been positive for 2 decades and started treatment a year ago. I hear a lot of news about doctor's saying it may be low B12 vitamin. However, I know for sure what is the cause, the Complera. I never felt these effect's before in my life till now!",2014-07-22,7.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): I am two months now on it after switching from a 3 pill a day combo. The first 3 weeks it was a horrible experience with stomach bloating gas and wind. It triggered my depression as well. Week 4 the symptoms started eliminating. 8 weeks now on and everything is back to normal except from being more happy having to take just one small pill a day. The blood tests couldnt be better with  an undetectable VL and a good CD4 count.,2014-07-18,9.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): A year in on this med and feeling extreme fatigue. When I say extreme fatigue, I mean exhausted and out of breath. Not sure what and when will it go away!",2014-07-10,10.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): I have been hiv-positive for over 20 years switch to complera have very little side effects viral load is undetectable CD4 is over 800 doing very well thank God God blessings to everyone being courage,2017-08-15,9.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): I have been positive for 11 years but only  started taking complera a little over a year ago. Up until then my body did an excellent job keeping it under control. Despite all the drugs and hard living  I was doing I would say my side effects hit pretty hard I have been dealing with the most life-altering uncomfortable nausea that I couldn't even begin to explain. Everyday when I wake up sometimes I'm woken up out of my sleep with the nausea that is constant I tell my doctor about this and I feel like it my doctor is not taking me seriously I don't know if this is something that is something to be worried about or if it's normal butt it is seriously ruining my life it is making me consider stopping my meds and just dealing with AIDS,2016-08-17,5.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): We have to educate ourselves on what to look for with each medicine so when mild ones occur, we can get to doctor and, hopefully, prevent the extreme side effects. I got lactic acidosis from AZT in 1991 and almost died. 

Ive been positive for 24 years, AIDS diagnosis 10 years ago, I won't comment much on Complera - yet. Just started today after 7 years on a very successful regimen but it included ritonovir.  Im now older and on on many other meds. Ritonovir was causing higher levels of all my other meds. Like an overdose. My options are much lower because my virus has had so many years to mutate-develop resistance. Most of the posts are from people who I consider relatively new in living with HIV. Stay hopeful! For you there may be a cure!",2016-07-24,,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): My experience was almost the worst case scenario. Meaning I'm lucky I didn't die. I'll share my story. I was diagnose at 21 back in like 2001. I was on sustiva and convivir successfully and undetectable until 2012. The Meds had worked great for a long time and I manage all the side effects like the nightmares an such. Then a new side effect came to play with the old Meds. My mind started telling me and giving ideas to and how to kill myself. I knew this was serious and so I asked my doctor to change my Meds. During the transition I didn't know what to be focused on. The way they presented the drugs to me it felt like they were pushing the one a day pill Complera. So I switched to Complera August 2012. Then I developed kidney disease stage 3,2016-07-12,1.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): The medication almost killed me. It caused me stage 3 kidney desease and other problems.,2016-07-10,1.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): Just started on complera a month ago. This is my first medication and I have to say I am very happy with it. Like others I waited over a month after I got my first prescription before I started taking it. I was more scared of the medication then when I first found out six years ago I was positive. The first couple of days I had some dizziness and fatigue and I have experienced some gas. However they have all subsided. I have read a lot of people have problems taking it with a 400 calorie meal. I was never a breakfast eater but decided I would take my pill in the morning. I have half a whole wheat bagel with two tablespoons of peanut butter 325k and half a cup of cottage cheese 110k for a total 435. Very light meal but provides the calories.,2016-02-08,10.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): I'm a gay male.In Jun 2014, I had anal intercourse  w/someone that I knew in Advance was positive, but undetectable.The condom broke inside of me unfortunately. I went on truvada/issentress with no side effects for 30 days. Tested in August and all was fine. Had a root canal in Dec 2014. Had a routine HIV test in Mar 2015, still negative.  I never have unprotected anal sex. On 12/05/15 I Went for a routine HIV test...  Was blindsided that the results were positive!  I determined Since I was guilty of giving unprotected ORAL sex to several partners in 2015, I got infected due to my root canal. (Tooth not 100% attached to gums)  No side effects on Complera... Just occasional eye twitching n Slightly lighter sleeping,dreams.",2016-01-22,,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): I have been HIV positive for over 16 years.  I have taking HIV meds since 2004.  A trick that I learn when taking Complera that may help some people.  Complera has the drug rilpivirine in it.  This drug is marketed under the name edurant.  I use take it by itself before I started on Complera.  The trick is to take the drug in the morning at breakfast but only take it halfway through the meal.  By doing it this way you coat your stomach before and the food at the other end helps with the absorption of the medicine.  By doing it this way I have never had any stomach issues, and by taking it in the morning I have no sleep issues.  I am currently taking Complera with Tivicay.  My T-cells are over a 1000, and my viral load is undetectable.",2016-01-07,10.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): I tested positive in 1993, I actually thought I had a year or two left too live. I went without meds almost twenty (20) years. I started Complera in 2013. I'm undetectable and my cd-4 is now close too 700 up from 420. I still smoke cigarettes and drink socially. I haven't had any side effects. I'm 58 years old and African American, even at this age my physical stamina is good (basketball and tennis). Complera is the only meds I've taken and up too now I'm pleased with the results.And by the way, l take my Complera in the mornings with breakfast. When it's time too go too sleep at night, I sleep like a baby..Good luck guys and best wishes....Peace!",2015-12-31,9.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): I am a 34 yr old married woman who recently got diagnosed about 4 - 5 months ago through a routine Dr visit and I been on complera almost two months now and when I first started my viral load was 23,000 and I will go back to the Dr on Dec 15 to have my blood work done again to see if the meds are working!! So far only side effects are gas, and extreme hunger lol.... My husband is also Hiv positive and he's taking a different medicine and his is working so far as well!!!! I really need someone to talk to about this so if someone wants to talk - maybe give me some advice let me know because I'm still in shock and have alot of questions",2015-11-29,8.0,drugs.com
Complera,HIV,Complera (emtricitabine / rilpivirine / tenofovir): It's been almost 2 years since switching over from Atripla to Complera  and  I've never had any problems or side effects with the medication. I usually take complera after dinner.,2015-11-24,9.0,drugs.com
Complera,HIV,"Complera (emtricitabine / rilpivirine / tenofovir): Got diagnosed 2005. I was  20. Started Complera 2014. CD 4 was 540, VL 75,000. Never Got sick or had OI's. Complera works fine, CD 4 now 942, VL undectatable ! Side effects# Gas , Foul smelling, constant and insomnia ! No rapid weight Gain",2015-10-17,8.0,drugs.com
