CalcLocation,Name,Address,City,State,Zip,formated_phone,Status,Icon,Type
"18.13802900,-65.78849900",FARMACIA DEJIREH CORP,CARRETERA 3 URB BUZO 443 suite 4,HUMACAO,PR,791,787-852-2828,open,small_green,Pharmacy
"18.15027700,-65.82299100",farmacia real,calle flor gerena # 4,humacao,PR,791,787-852-5500,not participating,measle_white,Pharmacy
"18.15468800,-65.83553100",Farmacia Rosalina,344 Calle Font Martelo,Humacao,PR,7913228,787-850-2040,open,small_green,Pharmacy
"18.15834100,-65.82540600",FARMACIA RUIZ BELVIS DE HUMACAO,CARR 3 KM 85.9 BO CANDELERO ARRIBA,HUMACAO,PR,791,787-850-8011,not participating,measle_white,Pharmacy
"18.13802900,-65.78849900",SHADDAI PHARMACY INC,VILLA UNIVERSITARIA CALLE 28A BLOQUE BB1 LOCAL 2,HUMACAO,PR,791,787-852-7676,open,small_green,Pharmacy
"18.50236900,-67.02263800",FARMACIA CENTRAL,CALLE ROMAN 100,ISABELA,PR,6622908,787-872-2630,open,small_green,Pharmacy
"18.50004100,-67.02159000",Farmacia Isabela Drug,CALLE BARBOSA 9,ISABELA,PR,662,787-872-2560,open,small_green,Pharmacy
"18.48028500,-67.02815500","FARMACIA LA CURVA, INC",2916 Ave Militar Km 112.9 Barrio Mora-Guerrero,ISABELA,PR,662,787-830-3189,open,small_green,Pharmacy
"18.48028500,-67.02815500",FARMACIA HAYDEE,3044 AVE JUAN HERNANDEZ ORTIZ,ISABELA,PR,6620547,787-872-5110,open,small_green,Pharmacy
"18.50004100,-67.02159000",Farmacia Chaves Inc,27 Calle Barbosa,ISABELA,PR,662,787-872-4545,not participating,measle_white,Pharmacy
"18.48028500,-67.02815500",FARMACIA CARIMAR,7032 AVE AGUSTIN RAMOS CALERO,ISABELA,PR,662,787-872-2860,open,small_green,Pharmacy
"18.50044100,-67.02701400",FARMACIA JOBOS,CARR 459 KM 12.8 BO JOBOS,ISABELA,PR,662,787-872-3660,not participating,measle_white,Pharmacy
"18.48028500,-67.02815500",FARMACIA LOS ANGELES,4406 AVE MILITAR BO COTTO,ISABELA,PR,662,787-872-5943,open,small_green,Pharmacy
"18.48028500,-67.02815500",SUPER FARMACIA REBECA,AVENIDA NOEL ESTRADA STE 80,ISABELA,PR,662,787-872-2410,open,small_green,Pharmacy
"18.49986700,-67.02048300",ISABELA FARMA EXPRESS,AVE NOEL ESTRADA 1 350 G CARR 113 KM 2 2,ISABELA,PR,662,787-872-1930,open,small_green,Pharmacy
"18.48028500,-67.02815500",WALMART PHARMACY 10-2085,3535 Ave Militar,ISABELA,PR,6625909,787-830-3004,open,small_green,Pharmacy
"18.49787600,-67.02970900",FARMACIA CHRISMAR,CARR 472 KM 2.3 AVE ESTACION 357,ISABELA,PR,662,787-830-8585,open,small_green,Pharmacy
"18.48028500,-67.02815500","Farmacia Moriah, Inc",7342 Ave. Agustin Ramos Calero,Isabela,PR,662,787-872-0948,open,small_green,Pharmacy
"18.48028500,-67.02815500","Farmacia Las Colinas Isabela, Inc.",Carr. 4494 Km 5.8 Bo Arenales Bajos,Isabela,PR,662,787-830-8888,open,small_green,Pharmacy
"18.48028500,-67.02815500",Walgreens,"Carr. PR 2 Int. Carr. PR 4494 KM.111.6 Bo. Mora, Plazoleta  Isabela",Isabela,PR,6624065,787-872-0502,open,small_green,Pharmacy
"18.22122000,-66.58827900",FARMACIA PADUA,CALLE GUILLERMO ESTEVES 63,JAYUYA,PR,664,787-828-4265,open,small_green,Pharmacy
"18.22122000,-66.58827900",SUPER FARMACIA LIZETTE,CALLE GUILLERMO ESTEVES STE 103,JAYUYA,PR,664,787-828-0755,open,small_green,Pharmacy
"18.21719000,-66.60792900",Farmacia Hayuya Inc.,"Carr 144 KM 3.7 Bo Jayuya Abajo, Sector Santa Clara",Jayuya,PR,664,787-828-4499,open,small_green,Pharmacy
"17.99736700,-66.49321800",FARMACIA GUAYABAL,Carr. 149 KM 63.8 Bo. Guayabal,JUANA DIAZ,PR,795,787-837-5445,open,small_green,Pharmacy
"17.99736700,-66.49321800",SUPER FARMACIA JUANA DIAZ INC,#27 TOMAS CARRION MADURO,JUANA DIAZ,PR,795,787-837-2139,open,small_green,Pharmacy
"17.99736700,-66.49321800",FARMACIA ELENA,CALLE COMERCIO 102,JUANA DIAZ,PR,7951610,787-837-2186,open,small_green,Pharmacy
"17.99736700,-66.49321800",WALGREENS #15462,PLAZA JUANA DIAZ BARRIO AMUELAS PR 149,JUANA DIAZ,PR,795,787-837-1111,open,small_green,Pharmacy
"17.99736700,-66.49321800",Farmacia Sonia J D Inc,COMMERCIO 61,JUANA DIAZ,PR,795,787-837-2666,open,small_green,Pharmacy
"17.99736700,-66.49321800",CENTRO SAN CRISTOBAL JUANA DIAZ,CALLE LA CRUZ #6,JUANA DIAZ,PR,795,787-837-2265,open,small_green,Pharmacy
"17.99736700,-66.49321800",KMART PHARMACY3993,"CARR. 149 INT. CARR. 584, PLAZA JUANA DIAZ",Juana Diaz,PR,795,787-260-0530,not participating,measle_white,Pharmacy
"17.99736700,-66.49321800",FARMACIA KIARA,CARR. 149 RAMAL 1 BO PASTILLO,JUANA DIAZ,PR,795,787-260-0077,open,small_green,Pharmacy
"17.99736700,-66.49321800",FARMACIA GABRIELA 2,CARRETERA 14 KM 11.1 BO. CAYABO,JUANA DIAZ,PR,795,787-260-2700,open,small_green,Pharmacy
"17.99736700,-66.49321800",Farmacia Guayabal #2,Carr. #1 KM 113.60 Bo. Cintrona,Juana Diaz,PR,795,787-260-3804,open,small_green,Pharmacy
"17.99736700,-66.49321800",Farmacia Liana,La Fe Plaza Carr 510 Km 2.9 Bo Sabana Llana,Juana Diaz,PR,795,787-837-3717,not participating,measle_white,Pharmacy
"17.99736700,-66.49321800",SD PHARMACY,CARRETERA 510  KM 6.5 BO AMUELAS,JUANA DIAZ,PR,795,787-651-6920,open,small_green,Pharmacy
"17.99736700,-66.49321800",Farmacia Sonia,Carr 149 Km 66.9 Bo. Lomas,Juana Diaz,PR,795,787-837-2666,not participating,measle_white,Pharmacy
"17.99736700,-66.49321800",Farmacia Viva,Carr. 14 Km 18.3 Sector Tijeras,Juana Diaz,PR,795,787-987-8482,open,small_green,Pharmacy
"18.20648900,-65.90177400",FARMACIA BORINQUEN,CALLE DR BARRERAS #16 ESQ CORCHADO,JUNCOS,PR,777,787-734-5591,open,small_green,Pharmacy
"18.20648900,-65.90177400",FARMACIA DEL PUEBLO I,CALLE ALGARIN ESQ DR BARRERA,JUNCOS,PR,7770519,787-734-3081,open,small_green,Pharmacy
"18.20648900,-65.90177400",FARMACIA DEL PILAR,CALLE TEODOMIRO DELFAU STE 26,JUNCOS,PR,777,787-734-2186,open,small_green,Pharmacy
"18.20648900,-65.90177400",FARMACIA DEL VALENCIANO,Urb Los Almendros Calle 2 A2 CARR 31 KM 24.9,JUNCOS,PR,7771599,787-734-7622,open,small_green,Pharmacy
"18.20648900,-65.90177400",FARMACIA LA INMACULADA,5 CALLE ALMODOVAR,JUNCOS,PR,777,787-734-4399,open,small_green,Pharmacy
"18.20648900,-65.90177400",FARMACIA DEL PUEBLO,CALLE MUNOZ RIVERA 35,JUNCOS,PR,777,787-734-3055,open,small_green,Pharmacy
"18.20648900,-65.90177400",WALGREENS #14,CARR ESTATAL NUM 31 KM 24,JUNCOS,PR,777,787-713-1441,open,small_green,Pharmacy
"18.20648900,-65.90177400",TU FARMACIA,PASEO ESCUTE #10,JUNCOS,PR,777,787-713-0286,open,small_green,Pharmacy
"18.20648900,-65.90177400",Farmacia Galeria,Bo Ceiba Norte Carr 31 Km 24.5 Galeria de Juncos Shopping Center,Juncos,PR,777,787-705-2239,open,small_green,Pharmacy
"18.20648900,-65.90177400",FARMACIA REY #23,Urb. Industrial #6 Bo. Ceiba,Juncos,PR,777,787-713-7300,open,small_green,Pharmacy
"18.05041200,-67.05920300",FARMACIA SAN JOSE,Calle 65 Infanteria # 13 C,LAJAS,PR,667,787-899-1693,not participating,measle_white,Pharmacy
"18.01509900,-67.05597300",Letty's Pharmacy,CALLE 65TH INFANTERIA 74 SUR,LAJAS,PR,6671609,787-899-1476,open,small_green,Pharmacy
"18.01509900,-67.05597300",FARMACIA CENTRAL,65 INFANTERIA NO 2 SUR,LAJAS,PR,667,787-899-2270,not participating,measle_white,Pharmacy
"18.05011800,-67.05883000",FARMACIA LA CANDELARIA,CALLE CONCORDIA #4 BAJOS,LAJAS,PR,6671617,787-899-1585,open,small_green,Pharmacy
"18.01509900,-67.05597300",FARMACIA SAN PEDRO,Carr 116 Int carr 304 Km 0.1 La Parguera,LAJAS,PR,667,787-899-8719,not participating,measle_white,Pharmacy
"18.04977200,-67.06066500",Farmacia Migrant Health Center,CARR 101 KM 7.1 BO PALMAREJO,LAJAS,PR,667,787-808-3509,open,small_green,Pharmacy
"18.01509900,-67.05597300",PharmaMax La Candelaria,carr 116  km 0.5,LAJAS,PR,667,787-808-1585,open,small_green,Pharmacy
"18.01509900,-67.05597300","Farmacia San Pablo San Pedro, Inc.",152 Union St.,Lajas,PR,667,939-214-7205,open,small_green,Pharmacy
"18.29595200,-66.88192500",Farmacia Lumen Mendez,PEDRO ALBIZU CAMPOS 10,LARES,PR,6692434,787-897-2050,open,small_green,Pharmacy
"18.29595200,-66.88192500",FARMACIA SAN JOSE,3 San Jose St,LARES,PR,669,787-897-4835,open,small_green,Pharmacy
"18.29595200,-66.88192500",FARMACIA COOPERATIVA DE LARES,23 CALLE RAMON DE JESUS SIERRA,LARES,PR,669,787-897-2464,open,small_green,Pharmacy
"18.29595200,-66.88192500",FARMACIA DEL CARMEN,CALLE RAMIREZ 3,LARES,PR,669,787-897-2900,open,small_green,Pharmacy
"18.29595200,-66.88192500",FARMACIA SAN ANTONIO,CARR 129 CRUCE CARR III CRUCE MIJAN,LARES,PR,6690063,787-897-2814,open,small_green,Pharmacy
"18.19060700,-66.83204100",FARMACIA HOSPITAL GENERAL CASTANER,ROAD 135 KM 64.2,CASTANER,PR,631,787-829-3215,open,small_green,Pharmacy
"18.29595200,-66.88192500",FARMACIA EXPRESO,CARR 129 INT 454 KM 21 8 BO CALLEJONES,LARES,PR,669,787-897-4159,open,small_green,Pharmacy
"18.29848500,-66.87474500",FARMACIA EL CENTRO,CARR 111 KM 1 0 CRUCE URB ALTAMIRA,LARES,PR,6691601,787-897-3340,open,small_green,Pharmacy
"18.29595200,-66.88192500",FARMACIA GRITO DE LARES,CARR KM 27 4,LARES,PR,6691425,787-897-0176,open,small_green,Pharmacy
"18.29848500,-66.87474500",Walgreens,Carr 111 KM 1.5 Bo Pueblo,Lares,PR,669,787-897-2290,open,small_green,Pharmacy
"18.25211100,-66.99005500",FARMACIA LAS MARIAS,AVE MATIAS BRUGMAN #95,LAS MARIAS,PR,670,787-827-3165,unknown,small_yellow,Pharmacy
"18.23683200,-66.99011400",PHARMACY LA INMACULADA,CARR 119 KM 23 2 BO FURNIAS,LAS MARIAS,PR,670,787-827-0343,open,small_green,Pharmacy
"18.23683200,-66.99011400",Professional Pharmacy,72 Ave Matias Brugman,Las Marias,PR,6702005,787-827-0747,open,small_green,Pharmacy
"18.19657600,-65.87197000",FARMACIA ANA,CALLE JOSE C BARBOSA 165,LAS PIEDRAS,PR,771,787-733-2671,open,small_green,Pharmacy
"18.19657600,-65.87197000",FARMACIA LAS PIEDRAS,CALLE BARBOSA SUITE 52,LAS PIEDRAS,PR,771,787-733-8255,open,small_green,Pharmacy
"18.19657600,-65.87197000",Farmacia Rey #9,CALLE JOSE CELSO BARBOSA #219,LAS PIEDRAS,PR,7713055,787-733-0323,open,small_green,Pharmacy
"18.19657600,-65.87197000",FARMACIA RUIZ BELVIS DE LAS PIEDRAS,CARR 917 KM 1.0 BO TEJAS,LAS PIEDRAS,PR,771,787-733-0426,not participating,measle_white,Pharmacy
"18.19657600,-65.87197000",Farmacia del Pueblo,73 CALLE BARBOSA,LAS PIEDRAS,PR,771,787-733-0224,open,small_green,Pharmacy
"18.19657600,-65.87197000",FARMACIA EL RIO INC,BO. EL RIO CARR 31 KM 18.3,LAS PIEDRAS,PR,771,787-733-1003,open,small_green,Pharmacy
"18.19657600,-65.87197000",WALGREENS,"Carr PR 917 Y PR 183 KM 20.6, Bo Montenes",LAS PIEDRAS,PR,7713481,787-716-7071,open,small_green,Pharmacy
"18.19657600,-65.87197000",Professional Pharmacy,calle Jose Celso Barbosa # 155,Las Piedras,PR,771,787-733-3979,not participating,measle_white,Pharmacy
"18.44740600,-65.89935700",FARMACIA JARDINES DE LOIZA INC,URB JARDINES DE LOIZA CARR 188 carr 188 km 10.7,LOIZA,PR,772,787-876-3106,open,small_green,Pharmacy
"18.44740600,-65.89935700",FARMACIA MEDIANIA,Carr 187  Km 7.0 Mediania Alta,Loiza,PR,772,787-876-1927,open,small_green,Pharmacy
"18.44740600,-65.89935700",CONCILIO DE SALUD INTEGRAL DE LOIZA,CARR 188 INT 187,LOIZA,PR,772,787-876-2042,open,small_green,Pharmacy
"18.36602700,-65.70813800",FARMACIA BRISAS DEL MAR,901 Calle Dra Irma I Ruiz Pagan,LUQUILLO,PR,773,787-889-0000,open,small_green,Pharmacy
"18.36602700,-65.70813800",FARMACIA MARENA,CALLE FERNANDEZ GARCIA SUITE 279,LUQUILLO,PR,7732222,787-889-3210,open,small_green,Pharmacy
"18.36602700,-65.70813800",WALGREENS,CALLE 1 AND PR3,LUQUILLO,PR,773,787-889-3107,open,small_green,Pharmacy
"18.36602700,-65.70813800",WALMART PHARMACY 10-3682,CALLE 2 URB BRISAS DEL MAR,LUQUILLO,PR,773,787-889-1077,open,small_green,Pharmacy
"18.36602700,-65.70813800",LUQUILLO PHARMACY,26 Calle Fernandez Garcia LOCAL 1 LUQUILLO PLAZA,Luquillo,PR,7732236,787-355-7100,open,small_green,Pharmacy
"18.44553000,-66.49026800",WALGREENS,Manati Plaza Esq Sureste Int Carr 2 & Carr 149,MANATI,PR,674,787-884-0404,open,small_green,Pharmacy
"18.44553000,-66.49026800",NUEVA FARMACIA MANATIENA,103 PASEO DE LA ATENAS,MANATI,PR,6745377,787-854-4995,not participating,measle_white,Pharmacy
"18.44553000,-66.49026800",FARMACIA HOSPITAL DOCTORS CENTER,CARRETERA ESTATAL NUMBER 2 KM 47 7,MANATI,PR,674,787-854-3322,open,small_green,Pharmacy
"18.44553000,-66.49026800",FARMACIA LAZARY,C7 CALLE 3 URB FLAMBOYAN EDIFICIO LEGASA,MANATI,PR,674,787-854-2566,open,small_green,Pharmacy
"18.44553000,-66.49026800",FARMACIA CORTES,CENTRO COMERCIAL CORTES CORDOVA DAVILLA # 156,MANATI,PR,674,787-854-2678,open,small_green,Pharmacy
"18.42501700,-66.49176000",Farmacia Merfi Inc,12 CALLE PATRIOTA POZO,MANATI,PR,674,787-854-3004,open,small_green,Pharmacy
"18.44553000,-66.49026800",MANATI MEDICAL CENTER DR OTERO LOPEZ,URB ATENAS HERNANDEZ CARRION ST NUMBER 668,MANATI,PR,6744658,787-854-3700,open,small_green,Pharmacy
"18.44553000,-66.49026800",FARMACIA DEL POZO,Rd 149 Km 2.8 Int 668 Bda Cordova Davila,MANATI,PR,674,787-854-2041,open,small_green,Pharmacy
"18.44553000,-66.49026800",FARMACIA MANATIENA,VILLA MARIA B2,MANATI,PR,674,787-854-3098,open,small_green,Pharmacy
"18.44553000,-66.49026800",FARMACIA SAN MARTIN MANATI,CENTRO COMERCIAL PUERTA DEL SOL 54 CARR 2 STE 3,MANATI,PR,6744973,787-884-4444,open,small_green,Pharmacy
"18.44553000,-66.49026800",FARMACIA ELDA,CARR 2 KM 44 5 BARRIO CANTERA,MANATI,PR,674,787-884-4449,open,small_green,Pharmacy
"18.44553000,-66.49026800",Atenas Community Health Center,CARR 2 KM 50,MANATI,PR,674,787-621-0945,open,small_green,Pharmacy
"18.44553000,-66.49026800",WALMART PHARMACY 10-3716,PLAZA MONTE REAL,MANATI,PR,674,787-621-0488,open,small_green,Pharmacy
"18.44553000,-66.49026800",FARMACIA SANTIAGO,BDA FELIX CORDOVA DAVILA 13,MANATI,PR,674,787-884-2857,open,small_green,Pharmacy
"18.44553000,-66.49026800",FARMACIA KIAMANI,URB ATENAS J9 CALLE HERNANDEZ CARRION,MANATI,PR,674,787-884-5551,not participating,measle_white,Pharmacy
"18.44553000,-66.49026800",FARMACIA ONE STOP PRESCRIPTION,PLAZA ECONO CARR 670,MANATI,PR,674,787-854-5357,open,small_green,Pharmacy
"18.44553000,-66.49026800",WALGREENS,PLAZA MONTE REAL CARR 2 KM 45 8,MANATI,PR,674,787-884-0007,open,small_green,Pharmacy
"18.44553000,-66.49026800",Farmacia Tierras Nuevas,"Carr 685, KM 2.9 Barrio Tierras Nuevas",Manati,PR,674,787-884-6201,open,small_green,Pharmacy
"18.44553000,-66.49026800",CVS Pharmacy #07967,88 Carr 2,Manati,PR,674,787-854-8450,open,small_green,Pharmacy
"18.44553000,-66.49026800",Centro De Medicina Integral De Manati,Bo. Cotto # 77 Urb Felix Cordova Davila,manati,PR,674,787-854-9000,open,small_green,Pharmacy
"18.44553000,-66.49026800",Farmacias Savia #4,CARR. ESTATAL NO. 2 VILLA MARIA SHOPPING CENTER,Manati,PR,674,787-534-3000,open,small_green,Pharmacy
"18.17294700,-66.94411100",Farmacia Migrant Health Center Maricao,calle zuzuareguy #7,Maricao,PR,606,787-838-3029,not participating,measle_white,Pharmacy
"18.00701400,-65.89871900",TU FARMACIA FAMILIAR,BARCELO 17,MAUNABO,PR,7072159,787-861-0348,open,small_green,Pharmacy
"18.00532100,-65.90000800",FARMACIA WILMET,CALLE LUIS MUNOZ RIVERA 32,MAUNABO,PR,707,787-861-6066,open,small_green,Pharmacy
"18.00790800,-65.90075100",Farmacia Buena Vida,24 Calle Munoz Rivera,Maunabo,PR,7072148,787-861-0348,open,small_green,Pharmacy
"18.18193800,-67.13380200",FARMACIA LUCIANO,MENDEZ VIGO 67 E,MAYAGUEZ,PR,6804934,787-834-5200,not participating,measle_white,Pharmacy
"18.18193800,-67.13380200",FARMACIA SERRANO INC,MENDEZ VIGO 169 E,MAYAGUEZ,PR,6805049,787-834-3400,open,small_green,Pharmacy
"18.21902300,-67.50806800",FARMACIA POST,103 SOUTH RAMON EMETERIO BETANCES ST,MAYAGUEZ,PR,681,787-832-2045,not participating,measle_white,Pharmacy
"18.22144300,-67.15606200",WALGREENS,Carr. #2 KM 152.8 Ave Eugenio De Hostos,MAYAGUEZ,PR,682,787-805-4805,open,small_green,Pharmacy
"18.16265600,-66.72477800",FARMACIA GIANONI,1 CALLE SANTA ANA ESQ BARBOSA,ADJUNTAS,PR,601,787-829-3870,not participating,measle_white,Pharmacy
"18.45339800,-66.06364200",FARMACIA NUEVA,62 E DE DIEGO,MAYAGUEZ,PR,680,787-832-5620,open,small_green,Pharmacy
"18.45767300,-66.07646000",FAMARCIA GLORIEL,50 N Calle Ramon Emeterio Betances,MAYAGUEZ,PR,680,787-832-2432,not participating,measle_white,Pharmacy
"18.18193800,-67.13380200",FARMACIA LA CANDELARIA,68 E RAMOS ANTONINI,MAYAGUEZ,PR,680,787-832-3284,open,small_green,Pharmacy
"18.18193800,-67.13380200",FARMACIA CENTRO RENAL INC,1050 AVE LOS CORAZONES SUITE 103,MAYAGUEZ,PR,6807042,787-831-0600,not participating,measle_white,Pharmacy
"18.18193800,-67.13380200",SUPER FARMACIA FAMILIAR,CARR 341 KM 3 4 BO MANI,MAYAGUEZ,PR,680,787-265-5910,not participating,measle_white,Pharmacy
"18.18193800,-67.13380200",FARMACIA DE DIEGO,15 Calle Dr Ramon E Betances N,MAYAGUEZ,PR,680,787-832-4200,not participating,measle_white,Pharmacy
"18.18193800,-67.13380200",Farmacia Belmonte #1,Centro Comercial Belmonte Centro,Mayaguez,PR,680,787-831-2212,not participating,measle_white,Pharmacy
"18.22144300,-67.15606200",FARMACIA SERRANO MIRADERO,CARR 108 KM 2 6 INT MIRADERO,MAYAGUEZ,PR,682,787-265-2684,not participating,measle_white,Pharmacy
"18.18193800,-67.13380200",FARMACIA YOMAR,160 CALLE DR RAMON E BETANCES S,MAYAGUEZ,PR,6804061,787-832-4102,not participating,measle_white,Pharmacy
"18.22144300,-67.15606200",KMART PHARMACY3882,"AVE. HOSTOS 2765, SUITE 150",Mayaguez,PR,682,787-265-5300,open,small_green,Pharmacy
"18.45588300,-66.08528500",FARMACIA CLINICA YAGUEZ,Calle Mckinley 114-0 Edificio Plaza Yaguez #101,MAYAGUEZ,PR,680,787-265-3330,not participating,measle_white,Pharmacy
"18.18193800,-67.13380200",FARMACIA LAS COLINAS,BO EL QUEMADO CARR 106 KM 5 8,MAYAGUEZ,PR,680,787-832-6122,open,small_green,Pharmacy
"18.18193800,-67.13380200",WALMART PHARMACY 10-2067,975 AVENUE HOSTOS STE 2100,MAYAGUEZ,PR,680,787-265-1090,open,small_green,Pharmacy
"18.18193800,-67.13380200",WALGREENS #555,CARR 2 BO SABALOS,MAYAGUEZ,PR,680,787-831-0674,open,small_green,Pharmacy
"18.45362200,-66.06347300",farmacia san jose corp,5 Calle De Diego E Esquina Dr. Basora,Mayaguez,PR,6804811,787-986-7837,not participating,measle_white,Pharmacy
"18.18193800,-67.13380200",Farmacia la Constancia,Calle salud esquina 11 de agosto,Mayaguez,PR,680,787-265-4114,open,small_green,Pharmacy
"18.22144300,-67.15606200",PHARMAMAX MAYAGUEZ,CARR 2 KM 156.7,MAYAGUEZ,PR,682,787-805-4000,open,small_green,Pharmacy
"18.18193800,-67.13380200",PHARMAMAX MAYAGUEZ 2,carr #2 km 149.5 BO. SABANETAS,MAYAGUEZ,PR,680,787-832-5555,open,small_green,Pharmacy
"18.18193800,-67.13380200",Farmacia Plaza,58 CALLE PABLO CASALS,MAYAGUEZ,PR,680,787-832-1426,open,small_green,Pharmacy
"18.38372700,-67.08079900",FARMACIA MORALES EGIPCIACO,72 Calle Don Chemary,MOCA,PR,6760223,787-877-3680,not participating,measle_white,Pharmacy
"18.38372700,-67.08079900",FARMACIA PERPETUO SOCORRO,CALLE BARBOSA 151,MOCA,PR,6762021,787-877-8100,not participating,measle_white,Pharmacy
"18.38372700,-67.08079900",SUPER FARMACIA FAMILIAR,CARR 420 KM 0.5 BO VOLADORAS,MOCA,PR,676,787-877-7322,open,small_green,Pharmacy
"18.38372700,-67.08079900",FARMACIA SAN JOSE,56 DON CHEMARY,MOCA,PR,676,787-877-4370,open,small_green,Pharmacy
"18.38372700,-67.08079900",FARMACIA MOCA,AVE LA MOCA 202,MOCA,PR,676,787-877-2216,not participating,measle_white,Pharmacy
"18.38372700,-67.08079900",SUPER FARMACIA LA MONSERRATE,235 BARBOSA ST,MOCA,PR,676,787-877-2405,not participating,measle_white,Pharmacy
"18.38372700,-67.08079900",FARMACIA TU SALUD,CARR 111 KM 115 BARRIO CAPA,MOCA,PR,676,787-818-1345,open,small_green,Pharmacy
"18.38372700,-67.08079900",FARMACIA EL DIVINO NINO,Carr 110 KM 10.5 835 CONCEPCION VERA,MOCA,PR,676,787-818-4839,open,small_green,Pharmacy
"18.38372700,-67.08079900",FARMACIA LA 110,CARR 110 KM 13 PT 0 Bo Pueblo,MOCA,PR,676,787-877-0110,open,small_green,Pharmacy
"18.38372700,-67.08079900",FARMACIA MOCA II,CARR 444 KM 0 7 BARRIO CUCHILLA,MOCA,PR,676,787-877-3448,open,small_green,Pharmacy
"18.38372700,-67.08079900",Farmacia Nueva,509 CALLE CONCEPCION VERA,MOCA,PR,676,787-877-6890,open,small_green,Pharmacy
"18.38372700,-67.08079900",Farmacia El Buen Pastor #2,Carr 420 Km 2.2 Barrio Voladoras,Moca,PR,676,787-877-9922,open,small_green,Pharmacy
"18.38372700,-67.08079900",LWPHARMACYGROUPCORP,#300 Ave. La Moca BO. PUEBLO PR 111 KM 5.2,MOCA,PR,676,787-551-8006,open,small_green,Pharmacy
"18.38372700,-67.08079900",Farmacia Babilonia,Carretera 111,Moca,PR,676,787-818-0018,not participating,measle_white,Pharmacy
"18.38372700,-67.08079900",Farmacia Fabi-Sel,carr.112 int.445 bo. rocha,moca,PR,676,787-877-4595,open,small_green,Pharmacy
"18.38372700,-67.08079900",FARMACIA MI BUEN VECINO CORP.,carretera 115 kilometro 26.1 Barrio Asomante,Aguada,PR,676,787-877-8100,not participating,measle_white,Pharmacy
"18.38372700,-67.08079900",LIFE PHARMACY CORP,CARR 110 KM 11.2,MOCA,PR,676,787-818-5433,open,small_green,Pharmacy
"18.31697600,-66.41520700",FARMACIA MODELO,16 AVE BUENA VISTA,MOROVIS,PR,687,787-862-3525,not participating,measle_white,Pharmacy
"18.31697600,-66.41520700",FARMACIA BIMARIE,CARR 633 KM 4.7 BO. BARAHONA,MOROVIS,PR,6875778,787-862-2244,open,small_green,Pharmacy
"18.31697600,-66.41520700",FARMACIA LIDELIZ,43 Calle Principal,MOROVIS,PR,687,787-862-5279,open,small_green,Pharmacy
"18.31697600,-66.41520700",FARMACIA LIANGIE,31 Calle Principal,MOROVIS,PR,6873048,787-862-1733,open,small_green,Pharmacy
"18.31697600,-66.41520700",MOROVIS COMMUNITY HEALTH CENTER INC,2 CALLE PATRON,MOROVIS,PR,687,787-862-3000,open,small_green,Pharmacy
"18.31697600,-66.41520700",WALGREENS #202,200 CARR 137,MOROVIS,PR,687,787-862-0104,open,small_green,Pharmacy
"18.31697600,-66.41520700",FARMACIA ADRIANA,CARRETERA 155 KM 51.3,MOROVIS,PR,687,787-862-7744,open,small_green,Pharmacy
"18.31697600,-66.41520700",Farmacia Rubio,18 Calle Principal,Morovis,PR,687,787-862-5252,open,small_green,Pharmacy
"18.31697600,-66.41520700",Farmacia Renacer,Bo Gato Carr. 155 Km 30.8,Orocovis,PR,687,787-867-6604,open,small_green,Pharmacy
"18.20955900,-65.73497200",FARMACIA DIAZ,CALLE BALDORIOTY 34,NAGUABO,PR,718,787-874-1086,not participating,measle_white,Pharmacy
"18.22139000,-65.77831000",Farmacia La Milagrosa,28 GOYCO ST,NAGUABO,PR,718,787-874-5092,open,small_green,Pharmacy
"18.22139000,-65.77831000",FARMACIA RUIZ BELVIS DE NAGUABO,CARR 31 KM 13 8 BO PENA POBRE,NAGUABO,PR,7189726,787-874-3174,not participating,measle_white,Pharmacy
"18.22139000,-65.77831000",FARMACIA FREDDY INC,MUNOZ RIVERA 17,NAGUABO,PR,718,787-874-3122,open,small_green,Pharmacy
"18.21184000,-65.73689300",SUPER FARMACIA GARMER,CALLE MUNOZ RIVERA 19,NAGUABO,PR,718,787-874-2134,open,small_green,Pharmacy
"18.22139000,-65.77831000",Zulyer Pharmacy,Carr #31 km 3.7 bo. Daguao Shopping Ralph,NAGUABO,PR,718,787-874-3760,open,small_green,Pharmacy
"18.22139000,-65.77831000",Mayra's Pharmacy PSC,Carr. 31 Km. 3.3 at Supermercados Econo,Naguabo,PR,718,787-874-9911,open,small_green,Pharmacy
"18.22139000,-65.77831000",WALGREENS,"CARR. 31, KM. 3.7, SECTOR DUQUE",Naguabo,PR,7182123,787-874-8200,open,small_green,Pharmacy
"18.29801700,-66.22975100",FARMACIA SAN ANDRES,RAMAL CARRETERA 164 KM 0 2 SECTOR DESVIO,NARANJITO,PR,719,787-869-3345,open,small_green,Pharmacy
"18.30055600,-66.24356300",FARMACIA SAN MIGUEL,CALLE GEORGETTI 109,NARANJITO,PR,719,787-869-2460,open,small_green,Pharmacy
"18.29801700,-66.22975100",MI FARMACIA,CARR 152 KM 9 POINT 9 BO CEDRO ARRIBA,NARANJITO,PR,719,787-869-1604,open,small_green,Pharmacy
"18.29801700,-66.22975100",Farmacia Rey #13,CARR 152 KM 12.5 BO. CEDRO ARRIBA NARANJITO SHOPPING VILLAGE,NARANJITO,PR,719,787-869-4945,open,small_green,Pharmacy
